failure_id,amount,failure_reason,behavior_profile,account_age_days,historical_recovery_rate,payment_success_rate,engagement_score,ml_action,ml_est_prob,ml_true_prob,ml_cost,ml_net,ml_margin,rules_action,rules_net,oracle_action,oracle_net,oracle_regret,rules_regret,ml_equals_oracle,ml_equals_rules
FAIL_001755,1699.94,INSUFFICIENT_FUNDS,normal,961,0.6,0.8125,0.6,WAIT_AND_RETRY,0.6702352608601078,0.768691,2.0,1304.7285785400002,211.54913562601996,WAIT_AND_RETRY,1304.7285785400002,PAYMENT_LINK,1350.03834402,45.309765479999896,0.0,False,True
FAIL_001088,829.5,BANK_DECLINED,friction_prone,751,0.35,0.48,0.45,PAYMENT_LINK,0.5584764363324869,0.298686,3.0,244.760037,102.6092747647437,WAIT_AND_RETRY,289.21090599999997,WAIT_AND_RETRY,289.21090599999997,44.450868999999955,44.450868999999955,False,False
FAIL_002122,694.22,BANK_DECLINED,normal,856,0.6,0.8571,0.6,WAIT_AND_RETRY,0.6841412851581404,0.716763,2.0,495.59120986000005,102.36769985088495,WAIT_AND_RETRY,495.59120986000005,RETRY_NOW,539.8137180800001,44.22250822000001,0.0,False,True
FAIL_000101,1015.59,INSUFFICIENT_FUNDS,normal,339,0.6,0.7273,0.6,WAIT_AND_RETRY,0.7143308702220145,0.710604,2.0,719.6823163600001,44.61260385347066,WAIT_AND_RETRY,719.6823163600001,PAYMENT_LINK,763.8933363900001,44.211020029999986,0.0,False,True
FAIL_001357,412.94,INSUFFICIENT_FUNDS,friction_prone,471,0.35,0.7333,0.45,WAIT_AND_RETRY,0.7960938923559284,0.392179,2.0,159.94639626,97.83311170531684,WAIT_AND_RETRY,159.94639626,SEND_REMINDER,203.93014674,43.98375048,0.0,False,True
FAIL_000969,524.81,NETWORK_ERROR,low_engagement,606,0.3,0.6,0.25,RETRY_NOW,0.9050795965231587,0.240914,2.0,124.43407633999998,70.55569022892507,RETRY_NOW,124.43407633999998,WAIT_AND_RETRY,167.08695946999998,42.652883130000006,0.0,False,True
FAIL_001644,1249.65,INSUFFICIENT_FUNDS,friction_prone,852,0.35,0.5357,0.45,WAIT_AND_RETRY,0.7738911370217232,0.358588,2.0,446.10949420000003,195.05943141194564,WAIT_AND_RETRY,446.10949420000003,SEND_REMINDER,488.60162315,42.492128949999994,0.0,False,True
FAIL_002200,1986.45,BANK_DECLINED,reliable,690,0.8,0.8696,0.85,WAIT_AND_RETRY,0.5807508526408549,0.928434,2.0,1842.2877193,78.95107804066424,WAIT_AND_RETRY,1842.2877193,PAYMENT_LINK,1884.1275,41.83978070000012,0.0,False,True
FAIL_000109,781.5,BANK_DECLINED,reliable,821,0.8,0.8889,0.85,WAIT_AND_RETRY,0.7231824252139785,0.89555,2.0,697.8723249999999,179.90227625478042,WAIT_AND_RETRY,697.8723249999999,PAYMENT_LINK,739.425,41.55267500000002,0.0,False,True
FAIL_000667,462.89,NETWORK_ERROR,friction_prone,307,0.35,0.9,0.45,RETRY_NOW,0.9348966027253003,0.602272,2.0,276.78568608,50.54308037184097,RETRY_NOW,276.78568608,WAIT_AND_RETRY,317.96114024999997,41.175454169999966,0.0,False,True
FAIL_000309,746.25,AUTHENTICATION_FAILED,low_engagement,956,0.3,0.8065,0.25,UPDATE_PAYMENT_METHOD,0.8126144236401571,0.283744,3.0,208.74396,195.73229661448096,UPDATE_PAYMENT_METHOD,208.74396,PAYMENT_LINK,249.87129,41.12733,0.0,False,True
FAIL_000014,1603.39,INSUFFICIENT_FUNDS,friction_prone,275,0.35,0.5556,0.45,PAYMENT_LINK,0.6276400448577799,0.326756,3.0,520.91730284,278.8785694501652,WAIT_AND_RETRY,538.6486774900001,UPDATE_PAYMENT_METHOD,561.08222234,40.164919499999996,17.73137465000002,False,False
FAIL_002088,1859.33,NETWORK_ERROR,normal,870,0.6,0.7931,0.6,WAIT_AND_RETRY,0.9188487406270561,0.803205,2.0,1491.4231526499998,42.18114278833855,RETRY_NOW,1531.06964624,RETRY_NOW,1531.06964624,39.64649359000032,39.64649359000032,False,False
FAIL_001600,1735.47,INSUFFICIENT_FUNDS,normal,781,0.6,0.8077,0.6,WAIT_AND_RETRY,0.7797778560140877,0.775533,2.0,1343.91425551,372.59345510390233,WAIT_AND_RETRY,1343.91425551,PAYMENT_LINK,1382.8508911499998,38.93663563999985,0.0,False,True
FAIL_001938,1036.92,INSUFFICIENT_FUNDS,friction_prone,855,0.35,0.7143,0.45,WAIT_AND_RETRY,0.7075907192980588,0.412531,2.0,425.76164452,123.50291745726747,WAIT_AND_RETRY,425.76164452,UPDATE_PAYMENT_METHOD,464.5420434,38.78039888000001,0.0,False,True
FAIL_001223,580.5,BANK_DECLINED,friction_prone,811,0.35,0.6296,0.45,PAYMENT_LINK,0.606414449266513,0.418514,3.0,239.947377,38.64418263648548,WAIT_AND_RETRY,239.7730255,UPDATE_PAYMENT_METHOD,278.17098,38.223603,-0.17435150000000021,False,False
FAIL_000178,1637.14,BANK_DECLINED,friction_prone,502,0.35,0.625,0.45,WAIT_AND_RETRY,0.5471631538645546,0.394993,2.0,644.65884002,19.347891871664956,WAIT_AND_RETRY,644.65884002,UPDATE_PAYMENT_METHOD,681.27376866,36.61492864000002,0.0,False,True
FAIL_002068,1882.53,BANK_DECLINED,friction_prone,501,0.35,0.5625,0.45,WAIT_AND_RETRY,0.5522110421926779,0.33942,2.0,636.9683325999999,18.606182258744752,WAIT_AND_RETRY,636.9683325999999,PAYMENT_LINK,672.68331519,35.71498259000009,0.0,False,True
FAIL_000164,961.34,AUTHENTICATION_FAILED,normal,897,0.6,0.8966,0.6,UPDATE_PAYMENT_METHOD,0.7907478371519202,0.770379,3.0,737.5961478600001,15.667979740993815,UPDATE_PAYMENT_METHOD,737.5961478600001,PAYMENT_LINK,773.25897784,35.662829979999856,0.0,False,True
FAIL_002496,1011.26,INSUFFICIENT_FUNDS,friction_prone,278,0.35,0.6667,0.45,WAIT_AND_RETRY,0.7197329665519117,0.362092,2.0,364.16915592000004,194.2926998273756,WAIT_AND_RETRY,364.16915592000004,PAYMENT_LINK,399.67665318,35.50749725999998,0.0,False,True
FAIL_001073,699.79,BANK_DECLINED,friction_prone,255,0.35,0.625,0.45,WAIT_AND_RETRY,0.6316688524131964,0.38488,2.0,267.3351752,116.19415220526241,WAIT_AND_RETRY,267.3351752,PAYMENT_LINK,302.77464008,35.43946488,0.0,False,True
FAIL_000157,1656.39,BANK_DECLINED,reliable,835,0.8,0.8889,0.85,WAIT_AND_RETRY,0.7267214701493002,0.919469,2.0,1520.99925691,102.83762698182204,WAIT_AND_RETRY,1520.99925691,PAYMENT_LINK,1556.0770875,35.077830590000076,0.0,False,True
FAIL_001212,332.6,NETWORK_ERROR,low_engagement,845,0.3,0.6786,0.25,WAIT_AND_RETRY,0.8493535965170546,0.357017,2.0,116.7438542,12.474803751101888,RETRY_NOW,151.79091400000001,RETRY_NOW,151.79091400000001,35.047059800000014,35.047059800000014,False,False
FAIL_002555,881.56,BANK_DECLINED,low_engagement,151,0.3,0.6,0.25,WAIT_AND_RETRY,0.6101451114535424,0.169196,2.0,147.15642576,87.57209668429914,WAIT_AND_RETRY,147.15642576,UPDATE_PAYMENT_METHOD,181.77409444,34.61766868000001,0.0,False,True
FAIL_001882,1097.17,BANK_DECLINED,normal,938,0.6,0.8065,0.6,WAIT_AND_RETRY,0.6640018060921915,0.737112,2.0,806.73717304,189.97700314943575,WAIT_AND_RETRY,806.73717304,PAYMENT_LINK,840.75115925,34.013986209999985,0.0,False,True
FAIL_000896,376.34,INSUFFICIENT_FUNDS,friction_prone,891,0.35,0.5862,0.45,WAIT_AND_RETRY,0.7378223746867617,0.356054,2.0,131.99736235999998,24.381856882866316,WAIT_AND_RETRY,131.99736235999998,PAYMENT_LINK,165.64284641999998,33.64548406,0.0,False,True
FAIL_000874,533.16,INSUFFICIENT_FUNDS,normal,884,0.6,0.8276,0.6,WAIT_AND_RETRY,0.7435854149544209,0.745455,2.0,395.4467878,7.226484605605208,WAIT_AND_RETRY,395.4467878,PAYMENT_LINK,428.94010715999997,33.49331935999999,0.0,False,True
FAIL_002761,1096.67,BANK_DECLINED,normal,761,0.6,0.84,0.6,PAYMENT_LINK,0.5883120452761427,0.81551,3.0,891.3453517,14.257380372908301,WAIT_AND_RETRY,924.6883433400001,WAIT_AND_RETRY,924.6883433400001,33.34299164000004,33.34299164000004,False,False
FAIL_002226,636.05,INSUFFICIENT_FUNDS,low_engagement,768,0.3,0.92,0.25,WAIT_AND_RETRY,0.7237742369262388,0.38782,2.0,244.67291099999997,130.33999753610033,WAIT_AND_RETRY,244.67291099999997,RETRY_NOW,277.99620655,33.32329555000004,0.0,False,True
FAIL_002476,397.37,INSUFFICIENT_FUNDS,friction_prone,847,0.35,0.6429,0.45,WAIT_AND_RETRY,0.6585625467962701,0.387984,2.0,152.17320208,3.3877137494741305,WAIT_AND_RETRY,152.17320208,SEND_REMINDER,184.34648121,32.17327913,0.0,False,True
FAIL_002045,372.35,NETWORK_ERROR,friction_prone,630,0.35,0.9048,0.45,WAIT_AND_RETRY,0.9196203694817088,0.580516,2.0,214.15513260000003,65.29776535921008,RETRY_NOW,246.09717735000004,RETRY_NOW,246.09717735000004,31.942044750000008,31.942044750000008,False,False
FAIL_000383,979.43,INSUFFICIENT_FUNDS,normal,688,0.6,0.7727,0.6,WAIT_AND_RETRY,0.7753187923341421,0.748408,2.0,731.0132474399999,153.77616565236485,WAIT_AND_RETRY,731.0132474399999,PAYMENT_LINK,762.40691526,31.393667820000132,0.0,False,True
FAIL_000975,814.36,BANK_DECLINED,low_engagement,718,0.3,0.7826,0.25,WAIT_AND_RETRY,0.6272514946536422,0.267528,2.0,215.86410207999998,103.38549546203728,WAIT_AND_RETRY,215.86410207999998,UPDATE_PAYMENT_METHOD,246.57039432000002,30.70629224000004,0.0,False,True
FAIL_000027,1187.03,INSUFFICIENT_FUNDS,friction_prone,849,0.35,0.6429,0.45,WAIT_AND_RETRY,0.6219551544418,0.42494,2.0,502.41652819999996,19.987278670485694,WAIT_AND_RETRY,502.41652819999996,SEND_REMINDER,532.75634871,30.339820510000038,0.0,False,True
FAIL_002106,1990.77,LIMIT_EXCEEDED,friction_prone,492,0.35,0.6875,0.45,PAYMENT_LINK,0.6184748528074968,0.497877,3.0,988.15859529,462.933548380636,PAYMENT_LINK,988.15859529,UPDATE_PAYMENT_METHOD,1018.16348073,30.004885439999953,0.0,False,True
FAIL_001227,580.5,NETWORK_ERROR,friction_prone,811,0.35,0.6296,0.45,RETRY_NOW,0.8593638408510822,0.397145,2.0,228.5426725,5.386527536225117,RETRY_NOW,228.5426725,UPDATE_PAYMENT_METHOD,258.28363049999996,29.74095799999995,0.0,False,True
FAIL_001452,950.44,INSUFFICIENT_FUNDS,low_engagement,761,0.3,0.88,0.25,WAIT_AND_RETRY,0.8673298159899215,0.393792,2.0,372.27566848,224.25446995359437,WAIT_AND_RETRY,372.27566848,RETRY_NOW,401.88757712,29.611908640000024,0.0,False,True
FAIL_000953,978.94,LIMIT_EXCEEDED,normal,580,0.6,0.7368,0.6,PAYMENT_LINK,0.7478561660725677,0.731254,3.0,712.85379076,271.99810340538306,PAYMENT_LINK,712.85379076,UPDATE_PAYMENT_METHOD,741.3615025,28.50771173999999,0.0,False,True
FAIL_001251,1120.08,BANK_DECLINED,normal,948,0.6,0.7419,0.6,WAIT_AND_RETRY,0.5492990756600099,0.730955,2.0,816.7280764,87.53022211763368,WAIT_AND_RETRY,816.7280764,PAYMENT_LINK,845.21194224,28.48386584000002,0.0,False,True
FAIL_000815,997.42,BANK_DECLINED,friction_prone,531,0.35,0.7647,0.45,WAIT_AND_RETRY,0.6411255899564865,0.452967,2.0,449.79834514,51.39022881120604,WAIT_AND_RETRY,449.79834514,UPDATE_PAYMENT_METHOD,477.57490956,27.77656442,0.0,False,True
FAIL_000634,609.3,INSUFFICIENT_FUNDS,low_engagement,724,0.3,0.6667,0.25,WAIT_AND_RETRY,0.7027986157376762,0.254594,2.0,153.12412419999998,84.92460256798546,WAIT_AND_RETRY,153.12412419999998,PAYMENT_LINK,180.62778749999998,27.5036633,0.0,False,True
FAIL_002662,1863.63,INSUFFICIENT_FUNDS,normal,830,0.6,0.8519,0.6,WAIT_AND_RETRY,0.8234580213340641,0.788014,2.0,1466.56653082,176.3075035650188,WAIT_AND_RETRY,1466.56653082,PAYMENT_LINK,1493.58434424,27.01781342000004,0.0,False,True
FAIL_002755,997.84,LIMIT_EXCEEDED,friction_prone,387,0.35,0.5,0.45,UPDATE_PAYMENT_METHOD,0.5076426171913382,0.295263,3.0,291.62523192000003,60.60145858716476,PAYMENT_LINK,317.94425976,PAYMENT_LINK,317.94425976,26.31902783999999,26.31902783999999,False,False
FAIL_002271,471.41,INSUFFICIENT_FUNDS,friction_prone,127,0.35,0.25,0.45,SEND_REMINDER,0.7434206370446976,0.194362,1.0,90.62419042,34.018546560667914,WAIT_AND_RETRY,102.76191571000001,PAYMENT_LINK,116.92010426,26.295913839999997,12.137725290000006,False,False
FAIL_000009,2904.8,BANK_DECLINED,reliable,726,0.8,0.9583,0.85,WAIT_AND_RETRY,0.6787439791535979,0.94064,2.0,2730.3710720000004,345.2337347654693,WAIT_AND_RETRY,2730.3710720000004,PAYMENT_LINK,2756.56,26.188927999999578,0.0,False,True
FAIL_001850,685.76,INSUFFICIENT_FUNDS,friction_prone,972,0.35,0.75,0.45,WAIT_AND_RETRY,0.7104349395416988,0.487375,2.0,332.22228,39.36172172220205,WAIT_AND_RETRY,332.22228,SEND_REMINDER,358.34441183999996,26.122131839999952,0.0,False,True
FAIL_001127,688.54,AUTHENTICATION_FAILED,low_engagement,489,0.3,0.6875,0.25,UPDATE_PAYMENT_METHOD,0.7077148926135408,0.286703,3.0,194.40648362,96.23586560099841,UPDATE_PAYMENT_METHOD,194.40648362,PAYMENT_LINK,220.27699704,25.87051342000001,0.0,False,True
FAIL_001838,360.66,BANK_DECLINED,friction_prone,928,0.35,0.7333,0.45,WAIT_AND_RETRY,0.6112095086279076,0.346682,2.0,123.03433012,57.921128217320614,WAIT_AND_RETRY,123.03433012,PAYMENT_LINK,148.84254858000003,25.80821846000002,0.0,False,True
FAIL_002361,848.64,CARD_EXPIRED,friction_prone,297,0.35,0.7778,0.45,UPDATE_PAYMENT_METHOD,0.835192784767523,0.463206,3.0,390.09513984,350.9155941766004,UPDATE_PAYMENT_METHOD,390.09513984,PAYMENT_LINK,415.36763904,25.27249919999997,0.0,False,True
FAIL_001918,566.77,BANK_DECLINED,friction_prone,835,0.35,0.7407,0.45,PAYMENT_LINK,0.6183047526127442,0.456966,3.0,255.99461981999997,67.51714415045302,WAIT_AND_RETRY,265.02575072,UPDATE_PAYMENT_METHOD,280.74093156,24.74631174000001,9.03113090000005,False,False
FAIL_002120,1672.99,BANK_DECLINED,reliable,886,0.8,0.9655,0.85,WAIT_AND_RETRY,0.6935029367063205,0.935184,2.0,1562.55348016,8.157082298905607,WAIT_AND_RETRY,1562.55348016,SEND_REMINDER,1586.69093186,24.137451700000156,0.0,False,True
FAIL_000900,1420.91,BANK_DECLINED,normal,701,0.6,0.7826,0.6,PAYMENT_LINK,0.6376223992155953,0.723106,3.0,1024.4685464600002,152.82662412793582,WAIT_AND_RETRY,1048.2286828400001,WAIT_AND_RETRY,1048.2286828400001,23.76013637999995,23.76013637999995,False,False
FAIL_001017,449.29,INSUFFICIENT_FUNDS,low_engagement,930,0.3,0.7097,0.25,WAIT_AND_RETRY,0.7270928215171351,0.236176,2.0,104.11151504,68.74990724705987,WAIT_AND_RETRY,104.11151504,UPDATE_PAYMENT_METHOD,127.33184036,23.22032532,0.0,False,True
FAIL_000159,1656.39,INSUFFICIENT_FUNDS,reliable,835,0.8,0.8889,0.85,WAIT_AND_RETRY,0.7823409794061938,0.931868,2.0,1541.5368365200002,86.77418666705967,WAIT_AND_RETRY,1541.5368365200002,SEND_REMINDER,1564.40946647,22.87262994999992,0.0,False,True
FAIL_001019,449.29,INSUFFICIENT_FUNDS,low_engagement,930,0.3,0.7097,0.25,WAIT_AND_RETRY,0.7270928215171351,0.294846,2.0,130.47135934,68.74990724705987,WAIT_AND_RETRY,130.47135934,PAYMENT_LINK,152.72975477,22.258395430000007,0.0,False,True
FAIL_000272,553.77,INSUFFICIENT_FUNDS,friction_prone,692,0.35,0.6957,0.45,WAIT_AND_RETRY,0.6183113460751026,0.435345,2.0,239.08100065,6.3836688831745505,WAIT_AND_RETRY,239.08100065,PAYMENT_LINK,260.92733577,21.84633512000002,0.0,False,True
FAIL_001021,449.29,INSUFFICIENT_FUNDS,low_engagement,930,0.3,0.7097,0.25,WAIT_AND_RETRY,0.7270928215171351,0.255987,2.0,113.01239923000001,68.74990724705987,WAIT_AND_RETRY,113.01239923000001,SEND_REMINDER,133.94380221,20.931402979999987,0.0,False,True
FAIL_000537,404.59,INSUFFICIENT_FUNDS,low_engagement,877,0.3,0.7586,0.25,WAIT_AND_RETRY,0.7434005082028333,0.305125,2.0,121.45052374999999,15.76155974971482,WAIT_AND_RETRY,121.45052374999999,PAYMENT_LINK,140.06949744,18.618973690000004,0.0,False,True
FAIL_000662,648.75,INSUFFICIENT_FUNDS,normal,817,0.6,0.8519,0.6,WAIT_AND_RETRY,0.7711522797628496,0.766659,2.0,495.37002624999997,45.9232230008638,WAIT_AND_RETRY,495.37002624999997,PAYMENT_LINK,513.74559375,18.375567500000045,0.0,False,True
FAIL_000512,213.4,BANK_DECLINED,low_engagement,444,0.3,0.7857,0.25,PAYMENT_LINK,0.49328976437499183,0.257338,3.0,51.9159292,21.12456087776151,WAIT_AND_RETRY,70.1949272,WAIT_AND_RETRY,70.1949272,18.278997999999994,18.278997999999994,False,False
FAIL_000522,799.69,BANK_DECLINED,reliable,523,0.8,0.9412,0.85,WAIT_AND_RETRY,0.7879390134632245,0.921673,2.0,735.0526813700001,72.3996501822952,WAIT_AND_RETRY,735.0526813700001,RETRY_NOW,753.2056443700001,18.152963,0.0,False,True
FAIL_002269,638.25,LIMIT_EXCEEDED,low_engagement,715,0.3,0.6522,0.25,PAYMENT_LINK,0.6264198225963938,0.230916,3.0,144.382137,82.40756813460138,PAYMENT_LINK,144.382137,UPDATE_PAYMENT_METHOD,162.47205675,18.089919750000007,0.0,False,True
FAIL_000792,998.82,BANK_DECLINED,normal,905,0.6,0.8667,0.6,WAIT_AND_RETRY,0.6248477982361723,0.810295,2.0,807.3388519,94.05400145574879,WAIT_AND_RETRY,807.3388519,PAYMENT_LINK,825.2355274800001,17.89667558000008,0.0,False,True
FAIL_002608,295.63,NETWORK_ERROR,low_engagement,900,0.3,0.7333,0.25,RETRY_NOW,0.8737106231488551,0.333193,2.0,96.50184659,6.294014286772182,RETRY_NOW,96.50184659,WAIT_AND_RETRY,114.359968,17.858121409999995,0.0,False,True
FAIL_001878,1097.17,INSUFFICIENT_FUNDS,normal,938,0.6,0.8065,0.6,SEND_REMINDER,0.5936141141149882,0.738606,1.0,809.37634502,17.546444718201997,WAIT_AND_RETRY,796.06609762,UPDATE_PAYMENT_METHOD,826.9235257400001,17.54718072000003,-13.31024739999998,False,False
FAIL_001687,300.09,LIMIT_EXCEEDED,friction_prone,727,0.35,0.5,0.45,PAYMENT_LINK,0.4874558333784966,0.362133,3.0,105.67249196999998,23.024917259567943,PAYMENT_LINK,105.67249196999998,UPDATE_PAYMENT_METHOD,122.31038183999999,16.63788987000001,0.0,False,True
FAIL_000786,726.01,AUTHENTICATION_FAILED,low_engagement,749,0.3,0.75,0.25,UPDATE_PAYMENT_METHOD,0.7025003441281696,0.312494,3.0,223.87376894,191.86547937684128,UPDATE_PAYMENT_METHOD,223.87376894,PAYMENT_LINK,240.07395608,16.200187139999997,0.0,False,True
FAIL_001328,418.75,INSUFFICIENT_FUNDS,low_engagement,326,0.3,0.9,0.25,WAIT_AND_RETRY,0.8357347804197757,0.332587,2.0,137.27080625000002,77.19696536956366,WAIT_AND_RETRY,137.27080625000002,UPDATE_PAYMENT_METHOD,152.96050625,15.689699999999988,0.0,False,True
FAIL_000003,406.32,INSUFFICIENT_FUNDS,normal,744,0.6,0.8333,0.6,PAYMENT_LINK,0.7624076168424005,0.782679,3.0,315.01813128,14.180438911181398,WAIT_AND_RETRY,330.63346168,WAIT_AND_RETRY,330.63346168,15.615330400000005,15.615330400000005,False,False
FAIL_001989,200.0,INSUFFICIENT_FUNDS,low_engagement,824,0.3,0.7037,0.25,PAYMENT_LINK,0.7150434009332451,0.262294,3.0,49.458800000000004,11.004088288644681,WAIT_AND_RETRY,64.9964,WAIT_AND_RETRY,64.9964,15.53759999999999,15.53759999999999,False,False
FAIL_001994,200.0,AUTHENTICATION_FAILED,low_engagement,824,0.3,0.7037,0.25,UPDATE_PAYMENT_METHOD,0.5817049304724949,0.284112,3.0,53.822399999999995,18.993371994101423,UPDATE_PAYMENT_METHOD,53.822399999999995,PAYMENT_LINK,69.30959999999999,15.487199999999994,0.0,False,True
FAIL_002051,580.18,INSUFFICIENT_FUNDS,low_engagement,950,0.3,0.7419,0.25,WAIT_AND_RETRY,0.8574581014333196,0.299616,2.0,171.83121088,185.99217576519027,WAIT_AND_RETRY,171.83121088,PAYMENT_LINK,187.23580037999997,15.404589499999986,0.0,False,True
FAIL_001732,651.62,NETWORK_ERROR,low_engagement,62,0.3,0.5,0.25,RETRY_NOW,0.9361013542861235,0.237332,2.0,152.65027784,110.66308684739448,RETRY_NOW,152.65027784,WAIT_AND_RETRY,168.04154224,15.391264400000011,0.0,False,True
FAIL_002485,994.96,INSUFFICIENT_FUNDS,normal,736,0.6,0.8333,0.6,PAYMENT_LINK,0.7664899577813311,0.801578,3.0,794.53804688,71.51028185553321,WAIT_AND_RETRY,809.55205848,WAIT_AND_RETRY,809.55205848,15.014011600000003,15.014011600000003,False,False
FAIL_002652,319.2,INSUFFICIENT_FUNDS,low_engagement,788,0.3,0.7308,0.25,WAIT_AND_RETRY,0.7545141256037237,0.290041,2.0,90.5810872,71.21447444313813,WAIT_AND_RETRY,90.5810872,UPDATE_PAYMENT_METHOD,105.50150640000001,14.920419200000012,0.0,False,True
FAIL_000190,622.31,BANK_DECLINED,low_engagement,578,0.3,0.8947,0.25,WAIT_AND_RETRY,0.5055211044545825,0.411975,2.0,254.37616225,45.84653709998554,WAIT_AND_RETRY,254.37616225,PAYMENT_LINK,269.28925125999996,14.913089009999965,0.0,False,True
FAIL_000277,553.77,INSUFFICIENT_FUNDS,friction_prone,692,0.35,0.6957,0.45,WAIT_AND_RETRY,0.6183113460751026,0.394336,2.0,216.37144672,6.3836688831745505,WAIT_AND_RETRY,216.37144672,UPDATE_PAYMENT_METHOD,231.06694983,14.695503110000004,0.0,False,True
FAIL_001894,200.0,NETWORK_ERROR,low_engagement,798,0.3,0.8462,0.25,RETRY_NOW,0.8771856696401404,0.445042,2.0,87.0084,23.75198206720239,RETRY_NOW,87.0084,WAIT_AND_RETRY,101.4116,14.403200000000012,0.0,False,True
FAIL_002298,741.13,CARD_EXPIRED,normal,529,0.6,0.7059,0.6,UPDATE_PAYMENT_METHOD,0.9246583229799663,0.729041,3.0,537.3141563300001,280.7790006095422,UPDATE_PAYMENT_METHOD,537.3141563300001,PAYMENT_LINK,551.3993319799999,14.085175649999883,0.0,False,True
FAIL_001492,1096.45,BANK_DECLINED,low_engagement,952,0.3,0.7742,0.25,WAIT_AND_RETRY,0.5932312590163137,0.314821,2.0,343.18548545000004,177.1802264774696,WAIT_AND_RETRY,343.18548545000004,RETRY_NOW,356.83080570000004,13.645320249999997,0.0,False,True
FAIL_000871,533.16,BANK_DECLINED,normal,884,0.6,0.8276,0.6,WAIT_AND_RETRY,0.6655988908648106,0.766049,2.0,406.42668483999995,21.299617747195157,WAIT_AND_RETRY,406.42668483999995,RETRY_NOW,419.83405935999997,13.407374520000019,0.0,False,True
FAIL_002245,468.26,INSUFFICIENT_FUNDS,friction_prone,521,0.35,0.7059,0.45,WAIT_AND_RETRY,0.6897006909526452,0.386194,2.0,178.83920243999998,67.7658510501729,WAIT_AND_RETRY,178.83920243999998,SEND_REMINDER,192.12540832000002,13.28620588000004,0.0,False,True
FAIL_001416,507.97,BANK_DECLINED,low_engagement,930,0.3,0.6452,0.25,WAIT_AND_RETRY,0.6848101047330619,0.234786,2.0,117.26424442,57.903097086782,WAIT_AND_RETRY,117.26424442,UPDATE_PAYMENT_METHOD,129.99518149000002,12.730937070000024,0.0,False,True
FAIL_001069,745.87,BANK_DECLINED,low_engagement,843,0.3,0.7143,0.25,WAIT_AND_RETRY,0.6152263633535878,0.307545,2.0,227.38858915,66.98534544166893,WAIT_AND_RETRY,227.38858915,UPDATE_PAYMENT_METHOD,240.00444599999997,12.615856849999972,0.0,False,True
FAIL_000250,200.0,INSUFFICIENT_FUNDS,friction_prone,942,0.35,0.7097,0.45,PAYMENT_LINK,0.6972792818488789,0.489425,3.0,94.885,10.48554596543309,WAIT_AND_RETRY,107.15159999999999,WAIT_AND_RETRY,107.15159999999999,12.266599999999983,12.266599999999983,False,False
FAIL_000607,928.54,BANK_DECLINED,friction_prone,452,0.35,0.5333,0.45,PAYMENT_LINK,0.5704579313625434,0.335093,3.0,308.14725422,10.802318152316388,WAIT_AND_RETRY,319.88674785999996,WAIT_AND_RETRY,319.88674785999996,11.739493639999978,11.739493639999978,False,False
FAIL_001723,374.12,BANK_DECLINED,low_engagement,382,0.3,0.5,0.25,PAYMENT_LINK,0.46263376609741375,0.169158,3.0,60.28539096,18.270523111976672,WAIT_AND_RETRY,71.97699232,WAIT_AND_RETRY,71.97699232,11.691601359999993,11.691601359999993,False,False
FAIL_002022,200.0,AUTHENTICATION_FAILED,low_engagement,139,0.3,0.75,0.25,PAYMENT_LINK,0.7664289695476418,0.229581,3.0,42.9162,41.15188897869943,UPDATE_PAYMENT_METHOD,54.267199999999995,UPDATE_PAYMENT_METHOD,54.267199999999995,11.350999999999992,11.350999999999992,False,False
FAIL_000241,689.76,BANK_DECLINED,reliable,593,0.8,0.9474,0.85,WAIT_AND_RETRY,0.8114728057168845,0.932752,2.0,641.37501952,65.17580492528344,WAIT_AND_RETRY,641.37501952,PAYMENT_LINK,652.2719999999999,10.896980479999911,0.0,False,True
FAIL_001904,799.44,INSUFFICIENT_FUNDS,low_engagement,759,0.3,0.8,0.25,WAIT_AND_RETRY,0.8087803283179391,0.268468,2.0,212.62405792,167.15134867891112,WAIT_AND_RETRY,212.62405792,RETRY_NOW,223.26060712,10.63654919999999,0.0,False,True
FAIL_001668,232.1,BANK_DECLINED,low_engagement,182,0.3,0.3333,0.25,WAIT_AND_RETRY,0.6758307661597066,0.087935,2.0,18.4097135,75.27087867189584,WAIT_AND_RETRY,18.4097135,SEND_REMINDER,28.476235799999998,10.066522299999999,0.0,False,True
FAIL_001379,547.66,BANK_DECLINED,low_engagement,427,0.3,0.5714,0.25,WAIT_AND_RETRY,0.351659015469747,0.238897,2.0,128.83433101999998,3.8441126979249987,WAIT_AND_RETRY,128.83433101999998,PAYMENT_LINK,138.84448765999997,10.010156639999991,0.0,False,True
FAIL_002466,429.37,BANK_DECLINED,friction_prone,778,0.35,0.72,0.45,WAIT_AND_RETRY,0.5840980837550256,0.422493,2.0,179.40581941,14.181125060465519,WAIT_AND_RETRY,179.40581941,PAYMENT_LINK,189.20061058,9.794791169999996,0.0,False,True
FAIL_001840,360.66,LIMIT_EXCEEDED,friction_prone,928,0.35,0.7333,0.45,UPDATE_PAYMENT_METHOD,0.6962144043721955,0.467086,3.0,165.45923676,6.238611357731656,PAYMENT_LINK,174.94279146000002,PAYMENT_LINK,174.94279146000002,9.483554700000013,9.483554700000013,False,False
