experience_id,failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,action_taken,action_cost,recovered,recovered_amount,net_value
EXP_0007489,FAIL_000749,PAY_005152,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007490,FAIL_000749,PAY_005152,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,1,2288.88,2285.88
EXP_0007491,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007492,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007493,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007494,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007495,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007496,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007497,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007498,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007499,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,1,2288.88,2285.88
EXP_0007500,FAIL_000750,PAY_005153,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007501,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007502,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007503,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007504,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007505,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007506,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007507,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007508,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007509,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007510,FAIL_000751,PAY_005155,CUST_0307,SUB_0307,2288.88,INSUFFICIENT_FUNDS,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007511,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007512,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007513,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007514,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,1,2288.88,2285.88
EXP_0007515,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,2288.88,2285.88
EXP_0007516,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007517,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007518,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007519,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007520,FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007521,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007522,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007523,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007524,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,2288.88,2285.88
EXP_0007525,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007526,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007527,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007528,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007529,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007530,FAIL_000753,PAY_005159,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007531,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007532,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007533,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007534,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007535,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007536,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007537,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007538,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007539,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007540,FAIL_000754,PAY_005160,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007541,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007542,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007543,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,2288.88,2285.88
EXP_0007544,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007545,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,2288.88,2285.88
EXP_0007546,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007547,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007548,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007549,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007550,FAIL_000755,PAY_005163,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007551,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,2288.88,2287.88
EXP_0007552,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007553,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007554,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007555,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007556,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,2288.88,2285.88
EXP_0007557,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,2288.88,2286.88
EXP_0007558,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007559,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007560,FAIL_000756,PAY_005164,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,671,13,9,22,0.5909,0.35,0.45,friction_prone,RETRY_NOW,2.0,1,2288.88,2286.88
EXP_0007561,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007562,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007563,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,1591.11,1588.11
EXP_0007564,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,1,1591.11,1589.11
EXP_0007565,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007566,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007567,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007568,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007569,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007570,FAIL_000757,PAY_005182,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,1,1591.11,1589.11
EXP_0007571,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007572,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,1591.11,1589.11
EXP_0007573,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007574,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007575,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007576,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007577,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007578,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,1,1591.11,1589.11
EXP_0007579,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,1591.11,1588.11
EXP_0007580,FAIL_000758,PAY_005186,CUST_0309,SUB_0309,1591.11,BANK_DECLINED,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007581,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007582,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007583,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007584,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,1,1591.11,1590.11
EXP_0007585,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007586,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007587,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007588,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007589,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007590,FAIL_000759,PAY_005187,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007591,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,1591.11,1588.11
EXP_0007592,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007593,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007594,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0007595,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,1591.11,1589.11
EXP_0007596,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007597,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007598,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007599,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007600,FAIL_000760,PAY_005190,CUST_0309,SUB_0309,1591.11,INSUFFICIENT_FUNDS,391,9,4,13,0.6923,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0007601,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0007602,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,RETRY_NOW,2.0,1,1814.35,1812.35
EXP_0007603,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,RETRY_NOW,2.0,1,1814.35,1812.35
EXP_0007604,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007605,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,1814.35,1812.35
EXP_0007606,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007607,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007608,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,PAYMENT_LINK,3.0,1,1814.35,1811.35
EXP_0007609,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,1814.35,1812.35
EXP_0007610,FAIL_000761,PAY_005196,CUST_0310,SUB_0310,1814.35,NETWORK_ERROR,222,6,1,7,0.8571,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0007611,FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,1,13871.79,13869.79
EXP_0007612,FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,1,13871.79,13869.79
EXP_0007613,FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,1,13871.79,13868.79
EXP_0007614,FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0007615,FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,1,13871.79,13869.79
