failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,selected_action,estimated_recovery_probability,action_cost,expected_net_value,decision_margin
FAIL_002535,PAY_015589,CUST_0913,SUB_0913,1397.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3459,2.0,481.25,60.02
FAIL_002707,PAY_016677,CUST_0970,SUB_0970,827.8,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3659,2.0,300.92,37.0
FAIL_000040,PAY_000230,CUST_0020,SUB_0020,641.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3804,2.0,241.97,29.41
FAIL_002298,PAY_014489,CUST_0851,SUB_0851,741.13,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4078,2.0,300.25,34.81
FAIL_001752,PAY_011500,CUST_0676,SUB_0676,208.63,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3367,2.0,68.25,9.69
FAIL_002260,PAY_014391,CUST_0842,SUB_0842,5745.9,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4716,2.0,2707.85,274.78
FAIL_001810,PAY_011855,CUST_0697,SUB_0697,671.72,AUTHENTICATION_FAILED,normal,WAIT_AND_RETRY,0.446,2.0,297.59,32.58
FAIL_002630,PAY_016150,CUST_0942,SUB_0942,568.27,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.437,2.0,246.31,27.56
FAIL_001073,PAY_007262,CUST_0433,SUB_0433,699.79,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.368,2.0,255.53,31.52
FAIL_000536,PAY_003589,CUST_0212,SUB_0212,404.59,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3345,2.0,133.33,17.78
FAIL_001367,PAY_009026,CUST_0533,SUB_0533,444.14,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3602,2.0,158.0,20.16
FAIL_000015,PAY_000116,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3683,2.0,588.45,70.94
FAIL_000181,PAY_001113,CUST_0074,SUB_0074,756.59,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3196,2.0,239.82,31.57
FAIL_001134,PAY_007711,CUST_0457,SUB_0457,1961.94,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4402,2.0,861.72,92.89
FAIL_002555,PAY_015662,CUST_0917,SUB_0917,881.56,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3338,2.0,292.26,37.52
FAIL_000379,PAY_002551,CUST_0151,SUB_0151,1459.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4311,2.0,627.23,68.92
FAIL_000209,PAY_001440,CUST_0093,SUB_0093,333.96,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3444,2.0,113.02,15.08
FAIL_001029,PAY_006960,CUST_0417,SUB_0417,850.96,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4395,2.0,371.98,40.84
FAIL_002624,PAY_016134,CUST_0942,SUB_0942,568.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3788,2.0,213.26,26.12
FAIL_002071,PAY_013148,CUST_0769,SUB_0769,1716.97,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3765,2.0,644.41,76.69
FAIL_001082,PAY_007328,CUST_0436,SUB_0436,829.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.432,2.0,356.37,39.63
FAIL_000834,PAY_005674,CUST_0348,SUB_0348,10125.65,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4828,2.0,4886.43,485.49
FAIL_001405,PAY_009211,CUST_0547,SUB_0547,2231.07,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3769,2.0,839.0,99.41
FAIL_000863,PAY_005855,CUST_0354,SUB_0354,886.93,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5761,2.0,508.94,43.26
FAIL_001155,PAY_007798,CUST_0461,SUB_0461,1652.19,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.375,2.0,617.55,73.7
FAIL_001116,PAY_007506,CUST_0444,SUB_0444,1927.55,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3657,2.0,702.93,84.8
FAIL_002760,PAY_017013,CUST_0989,SUB_0989,997.84,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4265,2.0,423.62,47.27
FAIL_002656,PAY_016363,CUST_0955,SUB_0955,319.2,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3624,2.0,113.67,14.81
FAIL_000439,PAY_002873,CUST_0168,SUB_0168,1204.32,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4242,2.0,508.92,56.74
FAIL_000473,PAY_003085,CUST_0180,SUB_0180,1171.97,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4246,2.0,495.6,55.26
FAIL_002750,PAY_016989,CUST_0988,SUB_0988,747.97,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.343,2.0,254.54,32.45
FAIL_000551,PAY_003710,CUST_0217,SUB_0217,437.85,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3351,2.0,144.71,19.18
FAIL_000425,PAY_002777,CUST_0162,SUB_0162,293.46,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3469,2.0,99.81,13.42
FAIL_001227,PAY_008134,CUST_0477,SUB_0477,580.5,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5249,2.0,302.69,28.97
FAIL_002272,PAY_014416,CUST_0844,SUB_0844,471.41,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3335,2.0,155.19,20.52
FAIL_000033,PAY_000201,CUST_0017,SUB_0017,988.37,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4874,2.0,479.75,48.36
FAIL_002167,PAY_013823,CUST_0807,SUB_0807,200.0,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3471,2.0,67.43,9.47
FAIL_001240,PAY_008189,CUST_0481,SUB_0481,3208.7,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5379,2.0,1724.06,155.46
FAIL_002226,PAY_014174,CUST_0830,SUB_0830,636.05,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.403,2.0,254.3,29.88
FAIL_002595,PAY_015883,CUST_0929,SUB_0929,329.53,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5276,2.0,171.85,16.87
FAIL_000647,PAY_004357,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3595,2.0,319.34,39.53
FAIL_001168,PAY_007864,CUST_0465,SUB_0465,200.0,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4673,2.0,91.46,10.51
FAIL_001514,PAY_009969,CUST_0588,SUB_0588,278.46,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3141,2.0,85.46,12.14
FAIL_001001,PAY_006733,CUST_0405,SUB_0405,703.31,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3958,2.0,276.4,32.7
FAIL_000282,PAY_001833,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,128.1,15.71
FAIL_001430,PAY_009399,CUST_0556,SUB_0556,1271.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.434,2.0,549.66,60.28
FAIL_000543,PAY_003652,CUST_0214,SUB_0214,12636.68,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.546,2.0,6897.39,608.59
FAIL_002515,PAY_015478,CUST_0908,SUB_0908,210.14,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3468,2.0,70.88,9.89
FAIL_002073,PAY_013157,CUST_0770,SUB_0770,601.44,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3586,2.0,213.68,26.89
FAIL_000874,PAY_005928,CUST_0358,SUB_0358,533.16,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.487,2.0,257.66,26.54
FAIL_002203,PAY_014047,CUST_0820,SUB_0820,259.64,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.483,2.0,123.41,13.42
FAIL_000301,PAY_001950,CUST_0119,SUB_0119,15000.0,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.4599,2.0,6896.5,711.82
FAIL_000410,PAY_002670,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4329,2.0,424.66,46.92
FAIL_002307,PAY_014535,CUST_0853,SUB_0853,256.05,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3183,2.0,79.49,11.32
FAIL_001878,PAY_012099,CUST_0708,SUB_0708,1097.17,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4882,2.0,533.62,53.58
FAIL_000039,PAY_000221,CUST_0019,SUB_0019,2269.23,AUTHENTICATION_FAILED,reliable,WAIT_AND_RETRY,0.482,2.0,1091.77,109.55
FAIL_000298,PAY_001944,CUST_0119,SUB_0119,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5502,2.0,8251.61,721.62
FAIL_002751,PAY_016995,CUST_0988,SUB_0988,747.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3992,2.0,296.58,34.83
FAIL_001873,PAY_012085,CUST_0707,SUB_0707,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4387,2.0,407.59,44.69
FAIL_001229,PAY_008138,CUST_0477,SUB_0477,580.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3765,2.0,216.58,26.59
FAIL_000537,PAY_003590,CUST_0212,SUB_0212,404.59,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4024,2.0,160.82,19.36
FAIL_001622,PAY_010798,CUST_0636,SUB_0636,666.71,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3633,2.0,240.18,29.89
FAIL_001088,PAY_007334,CUST_0436,SUB_0436,829.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3741,2.0,308.3,37.46
FAIL_000978,PAY_006515,CUST_0393,SUB_0393,814.36,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3176,2.0,256.66,33.78
FAIL_001287,PAY_008436,CUST_0493,SUB_0493,489.64,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.365,2.0,176.7,22.26
FAIL_000837,PAY_005692,CUST_0348,SUB_0348,10125.65,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6306,2.0,6383.56,466.13
FAIL_001069,PAY_007241,CUST_0431,SUB_0431,745.87,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3453,2.0,255.57,32.48
FAIL_001296,PAY_008485,CUST_0494,SUB_0494,14846.24,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6343,2.0,9414.8,680.63
FAIL_002142,PAY_013691,CUST_0800,SUB_0800,1826.29,BANK_DECLINED,normal,WAIT_AND_RETRY,0.414,2.0,754.11,84.8
FAIL_002316,PAY_014565,CUST_0854,SUB_0854,272.78,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3653,2.0,97.64,12.85
FAIL_002678,PAY_016511,CUST_0964,SUB_0964,1091.43,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3492,2.0,379.11,47.34
FAIL_001718,PAY_011268,CUST_0662,SUB_0662,8298.83,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6323,2.0,5245.03,381.63
FAIL_000336,PAY_002207,CUST_0131,SUB_0131,569.52,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3604,2.0,203.26,25.58
FAIL_000163,PAY_000982,CUST_0062,SUB_0062,438.99,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3944,2.0,171.12,20.76
FAIL_002436,PAY_015120,CUST_0887,SUB_0887,8464.41,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4837,2.0,4092.23,406.12
FAIL_002372,PAY_014910,CUST_0874,SUB_0874,763.19,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.347,2.0,262.85,33.3
FAIL_001009,PAY_006796,CUST_0408,SUB_0408,1572.78,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3593,2.0,563.18,68.78
FAIL_002334,PAY_014673,CUST_0862,SUB_0862,1374.15,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3783,2.0,517.8,61.71
FAIL_000492,PAY_003224,CUST_0188,SUB_0188,221.49,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3993,2.0,86.45,11.02
FAIL_001654,PAY_010897,CUST_0640,SUB_0640,1249.65,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3768,2.0,468.87,56.11
FAIL_000964,PAY_006438,CUST_0387,SUB_0387,524.81,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3582,2.0,186.01,23.58
FAIL_000279,PAY_001827,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,128.1,15.71
FAIL_002438,PAY_015129,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.542,2.0,8123.67,722.35
FAIL_000281,PAY_001830,CUST_0113,SUB_0113,324.58,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.333,2.0,106.08,14.43
FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6295,2.0,8730.05,638.88
FAIL_000329,PAY_002193,CUST_0130,SUB_0130,785.26,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3595,2.0,280.27,34.85
FAIL_002081,PAY_013271,CUST_0777,SUB_0777,772.21,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.6111,2.0,469.87,37.05
FAIL_000233,PAY_001571,CUST_0101,SUB_0101,247.97,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4942,2.0,120.55,12.9
FAIL_000645,PAY_004352,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3595,2.0,319.34,39.53
FAIL_002176,PAY_013872,CUST_0810,SUB_0810,1736.57,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.351,2.0,607.56,74.94
FAIL_002060,PAY_013078,CUST_0764,SUB_0764,880.92,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3637,2.0,318.42,39.19
FAIL_001953,PAY_012520,CUST_0732,SUB_0732,1339.11,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5756,2.0,768.78,64.82
FAIL_002393,PAY_014953,CUST_0875,SUB_0875,1152.64,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3774,2.0,432.97,51.87
FAIL_000206,PAY_001428,CUST_0093,SUB_0093,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4007,2.0,131.82,16.13
FAIL_000235,PAY_001580,CUST_0101,SUB_0101,247.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4047,2.0,98.36,12.28
FAIL_001285,PAY_008418,CUST_0491,SUB_0491,540.07,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5284,2.0,283.37,27.02
FAIL_000250,PAY_001724,CUST_0108,SUB_0108,200.0,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4374,2.0,85.48,10.35
FAIL_002221,PAY_014145,CUST_0827,SUB_0827,768.09,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3958,2.0,302.04,35.62
FAIL_002373,PAY_014911,CUST_0874,SUB_0874,763.19,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4035,2.0,305.95,35.67
FAIL_000240,PAY_001601,CUST_0101,SUB_0101,247.97,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4942,2.0,120.55,12.9
FAIL_000892,PAY_005993,CUST_0364,SUB_0364,376.34,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3772,2.0,139.96,17.6
FAIL_001216,PAY_008109,CUST_0476,SUB_0476,457.08,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3609,2.0,162.94,20.74
FAIL_000778,PAY_005355,CUST_0322,SUB_0322,676.83,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3946,2.0,265.08,31.47
FAIL_000635,PAY_004297,CUST_0252,SUB_0252,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3991,2.0,241.17,28.56
FAIL_001994,PAY_012707,CUST_0744,SUB_0744,200.0,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3625,2.0,70.51,9.66
FAIL_002277,PAY_014430,CUST_0845,SUB_0845,1868.13,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4799,2.0,894.58,90.3
FAIL_001733,PAY_011356,CUST_0668,SUB_0668,1279.62,CARD_EXPIRED,reliable,WAIT_AND_RETRY,0.4532,2.0,577.93,61.42
FAIL_001169,PAY_007915,CUST_0467,SUB_0467,2634.12,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.5302,2.0,1394.61,127.88
FAIL_001864,PAY_012049,CUST_0705,SUB_0705,937.29,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3352,2.0,312.14,39.92
FAIL_001087,PAY_007333,CUST_0436,SUB_0436,829.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3741,2.0,308.3,37.46
FAIL_001600,PAY_010652,CUST_0628,SUB_0628,1735.47,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4863,2.0,841.89,84.13
FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4667,2.0,1353.81,139.11
FAIL_001553,PAY_010354,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.545,2.0,6366.36,562.89
FAIL_000675,PAY_004692,CUST_0277,SUB_0277,470.05,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4845,2.0,225.73,23.5
FAIL_000241,PAY_001620,CUST_0102,SUB_0102,689.76,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4623,2.0,316.91,33.73
FAIL_001643,PAY_010878,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4349,2.0,541.45,59.31
FAIL_000876,PAY_005933,CUST_0359,SUB_0359,762.6,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4867,2.0,369.13,37.53
FAIL_001972,PAY_012635,CUST_0739,SUB_0739,325.73,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3973,2.0,127.42,15.7
FAIL_001990,PAY_012697,CUST_0744,SUB_0744,200.0,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3625,2.0,70.51,9.66
FAIL_001665,PAY_010956,CUST_0644,SUB_0644,289.39,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.345,2.0,97.83,13.21
FAIL_000682,PAY_004706,CUST_0277,SUB_0277,470.05,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3954,2.0,183.84,22.18
FAIL_000969,PAY_006445,CUST_0387,SUB_0387,524.81,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4855,2.0,252.78,26.13
FAIL_000383,PAY_002580,CUST_0152,SUB_0152,979.43,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4837,2.0,471.74,47.88
FAIL_000061,PAY_000301,CUST_0023,SUB_0023,1192.85,LIMIT_EXCEEDED,normal,WAIT_AND_RETRY,0.3978,2.0,472.54,54.88
FAIL_002215,PAY_014117,CUST_0825,SUB_0825,8971.98,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5402,2.0,4844.28,432.77
FAIL_000208,PAY_001435,CUST_0093,SUB_0093,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4007,2.0,131.82,16.13
FAIL_000402,PAY_002656,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4329,2.0,424.66,46.92
FAIL_002255,PAY_014372,CUST_0841,SUB_0841,609.78,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4318,2.0,261.31,29.39
FAIL_001816,PAY_011883,CUST_0698,SUB_0698,636.44,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3438,2.0,216.84,27.8
FAIL_000309,PAY_002022,CUST_0121,SUB_0121,746.25,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3663,2.0,271.34,33.47
FAIL_001024,PAY_006884,CUST_0412,SUB_0412,449.29,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3463,2.0,153.58,19.99
FAIL_001895,PAY_012189,CUST_0713,SUB_0713,200.0,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3457,2.0,67.14,9.45
FAIL_002667,PAY_016439,CUST_0959,SUB_0959,1165.14,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3992,2.0,463.09,53.7
FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3476,2.0,793.66,97.95
FAIL_002783,PAY_017131,CUST_0998,SUB_0998,1639.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4884,2.0,798.6,79.57
FAIL_000575,PAY_003877,CUST_0227,SUB_0227,9730.73,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5407,2.0,5258.94,469.25
FAIL_001838,PAY_011978,CUST_0703,SUB_0703,360.66,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3795,2.0,134.87,16.96
FAIL_002747,PAY_016915,CUST_0984,SUB_0984,634.7,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3264,2.0,205.19,26.96
FAIL_002560,PAY_015675,CUST_0918,SUB_0918,595.63,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5238,2.0,310.02,29.69
FAIL_000785,PAY_005400,CUST_0325,SUB_0325,726.01,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,288.96,33.89
FAIL_001019,PAY_006872,CUST_0412,SUB_0412,449.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4027,2.0,178.93,21.39
FAIL_000448,PAY_002939,CUST_0171,SUB_0171,14917.0,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4908,2.0,7319.44,716.45
FAIL_001390,PAY_009154,CUST_0543,SUB_0543,601.97,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.334,2.0,199.05,25.95
FAIL_001650,PAY_010891,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4349,2.0,541.45,59.31
FAIL_000249,PAY_001717,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.6096,2.0,1028.25,79.98
FAIL_000404,PAY_002659,CUST_0156,SUB_0156,985.5,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3936,2.0,385.92,45.32
FAIL_000222,PAY_001476,CUST_0096,SUB_0096,722.92,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3721,2.0,266.98,32.69
FAIL_001913,PAY_012287,CUST_0719,SUB_0719,984.04,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4333,2.0,424.35,46.86
FAIL_001684,PAY_011029,CUST_0647,SUB_0647,1055.34,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3517,2.0,369.2,45.98
FAIL_001735,PAY_011399,CUST_0670,SUB_0670,891.7,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5737,2.0,509.56,43.53
FAIL_001452,PAY_009556,CUST_0567,SUB_0567,950.44,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4026,2.0,380.68,44.14
FAIL_001766,PAY_011582,CUST_0680,SUB_0680,1595.24,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3768,2.0,599.16,71.35
FAIL_000398,PAY_002648,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3749,2.0,367.51,44.36
FAIL_000387,PAY_002621,CUST_0155,SUB_0155,663.98,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.438,2.0,288.83,32.05
FAIL_000780,PAY_005367,CUST_0323,SUB_0323,262.8,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3995,2.0,103.0,12.89
FAIL_001668,PAY_010992,CUST_0646,SUB_0646,232.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3304,2.0,74.68,10.56
FAIL_001938,PAY_012425,CUST_0728,SUB_0728,1036.92,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4369,2.0,451.02,49.46
FAIL_000996,PAY_006650,CUST_0400,SUB_0400,7063.31,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5424,2.0,3829.07,340.81
FAIL_001937,PAY_012424,CUST_0728,SUB_0728,1036.92,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3975,2.0,410.15,47.82
FAIL_002361,PAY_014833,CUST_0868,SUB_0868,848.64,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3589,2.0,302.57,37.55
FAIL_002339,PAY_014722,CUST_0863,SUB_0863,9301.15,AUTHENTICATION_FAILED,high_value_loyal,WAIT_AND_RETRY,0.5038,2.0,4683.87,448.34
FAIL_000542,PAY_003650,CUST_0214,SUB_0214,12636.68,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.4556,2.0,5755.66,598.47
FAIL_002600,PAY_015936,CUST_0931,SUB_0931,729.59,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4263,2.0,309.06,34.83
FAIL_000878,PAY_005939,CUST_0359,SUB_0359,762.6,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3593,2.0,272.03,33.86
FAIL_001989,PAY_012696,CUST_0744,SUB_0744,200.0,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,78.16,10.06
FAIL_001141,PAY_007744,CUST_0458,SUB_0458,3086.94,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4099,2.0,1263.35,142.11
FAIL_000975,PAY_006500,CUST_0393,SUB_0393,814.36,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3445,2.0,278.51,35.33
FAIL_002106,PAY_013411,CUST_0785,SUB_0785,1990.77,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3458,2.0,686.37,85.09
FAIL_002580,PAY_015820,CUST_0925,SUB_0925,200.0,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3595,2.0,69.9,9.62
