payment_id,subscription_id,customer_id,payment_date,amount,payment_status,attempt_number
PAY_005038,SUB_0301,CUST_0301,2024-11-05,627.37,SUCCESS,1
PAY_005039,SUB_0301,CUST_0301,2024-12-05,627.37,SUCCESS,1
PAY_005040,SUB_0301,CUST_0301,2025-01-04,627.37,SUCCESS,1
PAY_005041,SUB_0301,CUST_0301,2025-02-03,627.37,SUCCESS,1
PAY_005042,SUB_0301,CUST_0301,2025-03-05,627.37,SUCCESS,1
PAY_005043,SUB_0301,CUST_0301,2025-04-04,627.37,SUCCESS,1
PAY_005044,SUB_0301,CUST_0301,2025-05-04,627.37,SUCCESS,1
PAY_005045,SUB_0301,CUST_0301,2025-06-03,627.37,SUCCESS,1
PAY_005046,SUB_0301,CUST_0301,2025-07-03,627.37,SUCCESS,1
PAY_005047,SUB_0301,CUST_0301,2025-08-02,627.37,SUCCESS,1
PAY_005048,SUB_0301,CUST_0301,2025-09-01,627.37,SUCCESS,1
PAY_005049,SUB_0301,CUST_0301,2025-10-01,627.37,SUCCESS,1
PAY_005050,SUB_0301,CUST_0301,2025-10-31,627.37,SUCCESS,1
PAY_005051,SUB_0301,CUST_0301,2025-11-30,627.37,SUCCESS,1
PAY_005052,SUB_0301,CUST_0301,2025-12-30,627.37,SUCCESS,1
PAY_005053,SUB_0301,CUST_0301,2026-01-29,627.37,SUCCESS,1
PAY_005054,SUB_0301,CUST_0301,2026-02-28,627.37,SUCCESS,1
PAY_005055,SUB_0301,CUST_0301,2026-03-30,627.37,SUCCESS,1
PAY_005056,SUB_0301,CUST_0301,2026-04-29,627.37,SUCCESS,1
PAY_005057,SUB_0301,CUST_0301,2026-05-29,627.37,SUCCESS,1
PAY_005058,SUB_0301,CUST_0301,2026-06-28,627.37,SUCCESS,1
PAY_005059,SUB_0301,CUST_0301,2026-07-28,627.37,FAILED,1
PAY_005060,SUB_0302,CUST_0302,2026-02-01,548.74,SUCCESS,1
PAY_005061,SUB_0302,CUST_0302,2026-03-03,548.74,SUCCESS,1
PAY_005062,SUB_0302,CUST_0302,2026-04-02,548.74,SUCCESS,1
PAY_005063,SUB_0302,CUST_0302,2026-05-02,548.74,SUCCESS,1
PAY_005064,SUB_0302,CUST_0302,2026-06-01,548.74,SUCCESS,1
PAY_005065,SUB_0302,CUST_0302,2026-07-01,548.74,SUCCESS,1
PAY_005066,SUB_0302,CUST_0302,2026-07-31,548.74,SUCCESS,1
PAY_005067,SUB_0303,CUST_0303,2024-06-26,1311.68,SUCCESS,1
PAY_005068,SUB_0303,CUST_0303,2024-07-26,1311.68,FAILED,1
PAY_005069,SUB_0303,CUST_0303,2024-08-25,1311.68,SUCCESS,1
PAY_005070,SUB_0303,CUST_0303,2024-09-24,1311.68,SUCCESS,1
PAY_005071,SUB_0303,CUST_0303,2024-10-24,1311.68,SUCCESS,1
PAY_005072,SUB_0303,CUST_0303,2024-11-23,1311.68,SUCCESS,1
PAY_005073,SUB_0303,CUST_0303,2024-12-23,1311.68,SUCCESS,1
PAY_005074,SUB_0303,CUST_0303,2025-01-22,1311.68,SUCCESS,1
PAY_005075,SUB_0303,CUST_0303,2025-02-21,1311.68,SUCCESS,1
PAY_005076,SUB_0303,CUST_0303,2025-03-23,1311.68,SUCCESS,1
PAY_005077,SUB_0303,CUST_0303,2025-04-22,1311.68,FAILED,1
PAY_005078,SUB_0303,CUST_0303,2025-05-22,1311.68,SUCCESS,1
PAY_005079,SUB_0303,CUST_0303,2025-06-21,1311.68,SUCCESS,1
PAY_005080,SUB_0303,CUST_0303,2025-07-21,1311.68,SUCCESS,1
PAY_005081,SUB_0303,CUST_0303,2025-08-20,1311.68,SUCCESS,1
PAY_005082,SUB_0303,CUST_0303,2025-09-19,1311.68,SUCCESS,1
PAY_005083,SUB_0303,CUST_0303,2025-10-19,1311.68,FAILED,1
PAY_005084,SUB_0303,CUST_0303,2025-11-18,1311.68,SUCCESS,1
PAY_005085,SUB_0303,CUST_0303,2025-12-18,1311.68,SUCCESS,1
PAY_005086,SUB_0303,CUST_0303,2026-01-17,1311.68,SUCCESS,1
PAY_005087,SUB_0303,CUST_0303,2026-02-16,1311.68,SUCCESS,1
PAY_005088,SUB_0303,CUST_0303,2026-03-18,1311.68,SUCCESS,1
PAY_005089,SUB_0303,CUST_0303,2026-04-17,1311.68,FAILED,1
PAY_005090,SUB_0303,CUST_0303,2026-05-17,1311.68,SUCCESS,1
PAY_005091,SUB_0303,CUST_0303,2026-06-16,1311.68,SUCCESS,1
PAY_005092,SUB_0303,CUST_0303,2026-07-16,1311.68,SUCCESS,1
PAY_005093,SUB_0304,CUST_0304,2026-02-06,5470.67,SUCCESS,1
PAY_005094,SUB_0304,CUST_0304,2026-03-08,5470.67,FAILED,1
PAY_005095,SUB_0304,CUST_0304,2026-04-07,5470.67,SUCCESS,1
PAY_005096,SUB_0304,CUST_0304,2026-05-07,5470.67,FAILED,1
PAY_005097,SUB_0304,CUST_0304,2026-06-06,5470.67,SUCCESS,1
PAY_005098,SUB_0304,CUST_0304,2026-07-06,5470.67,SUCCESS,1
PAY_005099,SUB_0305,CUST_0305,2025-01-11,200.0,FAILED,1
PAY_005100,SUB_0305,CUST_0305,2025-02-10,200.0,SUCCESS,1
PAY_005101,SUB_0305,CUST_0305,2025-03-12,200.0,FAILED,1
PAY_005102,SUB_0305,CUST_0305,2025-04-11,200.0,SUCCESS,1
PAY_005103,SUB_0305,CUST_0305,2025-05-11,200.0,SUCCESS,1
PAY_005104,SUB_0305,CUST_0305,2025-06-10,200.0,FAILED,1
PAY_005105,SUB_0305,CUST_0305,2025-07-10,200.0,FAILED,1
PAY_005106,SUB_0305,CUST_0305,2025-08-09,200.0,SUCCESS,1
PAY_005107,SUB_0305,CUST_0305,2025-09-08,200.0,SUCCESS,1
PAY_005108,SUB_0305,CUST_0305,2025-10-08,200.0,SUCCESS,1
PAY_005109,SUB_0305,CUST_0305,2025-11-07,200.0,SUCCESS,1
PAY_005110,SUB_0305,CUST_0305,2025-12-07,200.0,SUCCESS,1
PAY_005111,SUB_0305,CUST_0305,2026-01-06,200.0,SUCCESS,1
PAY_005112,SUB_0305,CUST_0305,2026-02-05,200.0,SUCCESS,1
PAY_005113,SUB_0305,CUST_0305,2026-03-07,200.0,SUCCESS,1
PAY_005114,SUB_0305,CUST_0305,2026-04-06,200.0,SUCCESS,1
PAY_005115,SUB_0305,CUST_0305,2026-05-06,200.0,FAILED,1
PAY_005116,SUB_0305,CUST_0305,2026-06-05,200.0,SUCCESS,1
PAY_005117,SUB_0305,CUST_0305,2026-07-05,200.0,SUCCESS,1
PAY_005118,SUB_0306,CUST_0306,2024-07-10,11449.16,SUCCESS,1
PAY_005119,SUB_0306,CUST_0306,2024-08-09,11449.16,SUCCESS,1
PAY_005120,SUB_0306,CUST_0306,2024-09-08,11449.16,SUCCESS,1
PAY_005121,SUB_0306,CUST_0306,2024-10-08,11449.16,SUCCESS,1
PAY_005122,SUB_0306,CUST_0306,2024-11-07,11449.16,SUCCESS,1
PAY_005123,SUB_0306,CUST_0306,2024-12-07,11449.16,SUCCESS,1
PAY_005124,SUB_0306,CUST_0306,2025-01-06,11449.16,SUCCESS,1
PAY_005125,SUB_0306,CUST_0306,2025-02-05,11449.16,SUCCESS,1
PAY_005126,SUB_0306,CUST_0306,2025-03-07,11449.16,SUCCESS,1
PAY_005127,SUB_0306,CUST_0306,2025-04-06,11449.16,SUCCESS,1
PAY_005128,SUB_0306,CUST_0306,2025-05-06,11449.16,SUCCESS,1
PAY_005129,SUB_0306,CUST_0306,2025-06-05,11449.16,SUCCESS,1
PAY_005130,SUB_0306,CUST_0306,2025-07-05,11449.16,SUCCESS,1
PAY_005131,SUB_0306,CUST_0306,2025-08-04,11449.16,SUCCESS,1
PAY_005132,SUB_0306,CUST_0306,2025-09-03,11449.16,SUCCESS,1
PAY_005133,SUB_0306,CUST_0306,2025-10-03,11449.16,SUCCESS,1
PAY_005134,SUB_0306,CUST_0306,2025-11-02,11449.16,SUCCESS,1
PAY_005135,SUB_0306,CUST_0306,2025-12-02,11449.16,SUCCESS,1
PAY_005136,SUB_0306,CUST_0306,2026-01-01,11449.16,SUCCESS,1
PAY_005137,SUB_0306,CUST_0306,2026-01-31,11449.16,SUCCESS,1
PAY_005138,SUB_0306,CUST_0306,2026-03-02,11449.16,SUCCESS,1
PAY_005139,SUB_0306,CUST_0306,2026-04-01,11449.16,SUCCESS,1
PAY_005140,SUB_0306,CUST_0306,2026-05-01,11449.16,SUCCESS,1
PAY_005141,SUB_0306,CUST_0306,2026-05-31,11449.16,SUCCESS,1
PAY_005142,SUB_0306,CUST_0306,2026-06-30,11449.16,SUCCESS,1
PAY_005143,SUB_0306,CUST_0306,2026-07-30,11449.16,SUCCESS,1
PAY_005144,SUB_0307,CUST_0307,2024-10-28,2288.88,SUCCESS,1
PAY_005145,SUB_0307,CUST_0307,2024-11-27,2288.88,FAILED,1
PAY_005146,SUB_0307,CUST_0307,2024-12-27,2288.88,FAILED,1
PAY_005147,SUB_0307,CUST_0307,2025-01-26,2288.88,FAILED,1
PAY_005148,SUB_0307,CUST_0307,2025-02-25,2288.88,FAILED,1
PAY_005149,SUB_0307,CUST_0307,2025-03-27,2288.88,FAILED,1
PAY_005150,SUB_0307,CUST_0307,2025-04-26,2288.88,SUCCESS,1
PAY_005151,SUB_0307,CUST_0307,2025-05-26,2288.88,FAILED,1
PAY_005152,SUB_0307,CUST_0307,2025-06-25,2288.88,FAILED,1
PAY_005153,SUB_0307,CUST_0307,2025-07-25,2288.88,FAILED,1
PAY_005154,SUB_0307,CUST_0307,2025-08-24,2288.88,SUCCESS,1
PAY_005155,SUB_0307,CUST_0307,2025-09-23,2288.88,FAILED,1
PAY_005156,SUB_0307,CUST_0307,2025-10-23,2288.88,FAILED,1
PAY_005157,SUB_0307,CUST_0307,2025-11-22,2288.88,SUCCESS,1
PAY_005158,SUB_0307,CUST_0307,2025-12-22,2288.88,SUCCESS,1
PAY_005159,SUB_0307,CUST_0307,2026-01-21,2288.88,FAILED,1
PAY_005160,SUB_0307,CUST_0307,2026-02-20,2288.88,FAILED,1
PAY_005161,SUB_0307,CUST_0307,2026-03-22,2288.88,SUCCESS,1
PAY_005162,SUB_0307,CUST_0307,2026-04-21,2288.88,SUCCESS,1
PAY_005163,SUB_0307,CUST_0307,2026-05-21,2288.88,FAILED,1
PAY_005164,SUB_0307,CUST_0307,2026-06-20,2288.88,FAILED,1
PAY_005165,SUB_0307,CUST_0307,2026-07-20,2288.88,SUCCESS,1
PAY_005166,SUB_0308,CUST_0308,2025-07-22,1193.71,SUCCESS,1
PAY_005167,SUB_0308,CUST_0308,2025-08-21,1193.71,SUCCESS,1
PAY_005168,SUB_0308,CUST_0308,2025-09-20,1193.71,SUCCESS,1
PAY_005169,SUB_0308,CUST_0308,2025-10-20,1193.71,SUCCESS,1
PAY_005170,SUB_0308,CUST_0308,2025-11-19,1193.71,SUCCESS,1
PAY_005171,SUB_0308,CUST_0308,2025-12-19,1193.71,SUCCESS,1
PAY_005172,SUB_0308,CUST_0308,2026-01-18,1193.71,SUCCESS,1
PAY_005173,SUB_0308,CUST_0308,2026-02-17,1193.71,SUCCESS,1
PAY_005174,SUB_0308,CUST_0308,2026-03-19,1193.71,SUCCESS,1
PAY_005175,SUB_0308,CUST_0308,2026-04-18,1193.71,SUCCESS,1
PAY_005176,SUB_0308,CUST_0308,2026-05-18,1193.71,SUCCESS,1
PAY_005177,SUB_0308,CUST_0308,2026-06-17,1193.71,SUCCESS,1
PAY_005178,SUB_0308,CUST_0308,2026-07-17,1193.71,SUCCESS,1
PAY_005179,SUB_0309,CUST_0309,2025-08-04,1591.11,SUCCESS,1
PAY_005180,SUB_0309,CUST_0309,2025-09-03,1591.11,SUCCESS,1
PAY_005181,SUB_0309,CUST_0309,2025-10-03,1591.11,SUCCESS,1
PAY_005182,SUB_0309,CUST_0309,2025-11-02,1591.11,FAILED,1
PAY_005183,SUB_0309,CUST_0309,2025-12-02,1591.11,SUCCESS,1
PAY_005184,SUB_0309,CUST_0309,2026-01-01,1591.11,SUCCESS,1
PAY_005185,SUB_0309,CUST_0309,2026-01-31,1591.11,SUCCESS,1
PAY_005186,SUB_0309,CUST_0309,2026-03-02,1591.11,FAILED,1
PAY_005187,SUB_0309,CUST_0309,2026-04-01,1591.11,FAILED,1
PAY_005188,SUB_0309,CUST_0309,2026-05-01,1591.11,SUCCESS,1
PAY_005189,SUB_0309,CUST_0309,2026-05-31,1591.11,SUCCESS,1
PAY_005190,SUB_0309,CUST_0309,2026-06-30,1591.11,FAILED,1
PAY_005191,SUB_0309,CUST_0309,2026-07-30,1591.11,SUCCESS,1
PAY_005192,SUB_0310,CUST_0310,2026-01-20,1814.35,SUCCESS,1
PAY_005193,SUB_0310,CUST_0310,2026-02-19,1814.35,SUCCESS,1
PAY_005194,SUB_0310,CUST_0310,2026-03-21,1814.35,SUCCESS,1
PAY_005195,SUB_0310,CUST_0310,2026-04-20,1814.35,SUCCESS,1
PAY_005196,SUB_0310,CUST_0310,2026-05-20,1814.35,FAILED,1
PAY_005197,SUB_0310,CUST_0310,2026-06-19,1814.35,SUCCESS,1
PAY_005198,SUB_0310,CUST_0310,2026-07-19,1814.35,SUCCESS,1
PAY_005199,SUB_0311,CUST_0311,2024-08-17,3905.75,SUCCESS,1
PAY_005200,SUB_0311,CUST_0311,2024-09-16,3905.75,SUCCESS,1
PAY_005201,SUB_0311,CUST_0311,2024-10-16,3905.75,SUCCESS,1
PAY_005202,SUB_0311,CUST_0311,2024-11-15,3905.75,SUCCESS,1
PAY_005203,SUB_0311,CUST_0311,2024-12-15,3905.75,SUCCESS,1
PAY_005204,SUB_0311,CUST_0311,2025-01-14,3905.75,SUCCESS,1
PAY_005205,SUB_0311,CUST_0311,2025-02-13,3905.75,SUCCESS,1
PAY_005206,SUB_0311,CUST_0311,2025-03-15,3905.75,SUCCESS,1
PAY_005207,SUB_0311,CUST_0311,2025-04-14,3905.75,SUCCESS,1
PAY_005208,SUB_0311,CUST_0311,2025-05-14,3905.75,SUCCESS,1
PAY_005209,SUB_0311,CUST_0311,2025-06-13,3905.75,SUCCESS,1
PAY_005210,SUB_0311,CUST_0311,2025-07-13,3905.75,SUCCESS,1
PAY_005211,SUB_0311,CUST_0311,2025-08-12,3905.75,SUCCESS,1
PAY_005212,SUB_0311,CUST_0311,2025-09-11,3905.75,SUCCESS,1
PAY_005213,SUB_0311,CUST_0311,2025-10-11,3905.75,SUCCESS,1
PAY_005214,SUB_0311,CUST_0311,2025-11-10,3905.75,SUCCESS,1
PAY_005215,SUB_0311,CUST_0311,2025-12-10,3905.75,SUCCESS,1
PAY_005216,SUB_0311,CUST_0311,2026-01-09,3905.75,SUCCESS,1
PAY_005217,SUB_0311,CUST_0311,2026-02-08,3905.75,SUCCESS,1
PAY_005218,SUB_0311,CUST_0311,2026-03-10,3905.75,SUCCESS,1
PAY_005219,SUB_0311,CUST_0311,2026-04-09,3905.75,SUCCESS,1
PAY_005220,SUB_0311,CUST_0311,2026-05-09,3905.75,SUCCESS,1
PAY_005221,SUB_0311,CUST_0311,2026-06-08,3905.75,SUCCESS,1
PAY_005222,SUB_0311,CUST_0311,2026-07-08,3905.75,SUCCESS,1
PAY_005223,SUB_0312,CUST_0312,2025-04-19,13871.79,SUCCESS,1
PAY_005224,SUB_0312,CUST_0312,2025-05-19,13871.79,SUCCESS,1
PAY_005225,SUB_0312,CUST_0312,2025-06-18,13871.79,SUCCESS,1
PAY_005226,SUB_0312,CUST_0312,2025-07-18,13871.79,FAILED,1
PAY_005227,SUB_0312,CUST_0312,2025-08-17,13871.79,FAILED,1
PAY_005228,SUB_0312,CUST_0312,2025-09-16,13871.79,SUCCESS,1
PAY_005229,SUB_0312,CUST_0312,2025-10-16,13871.79,SUCCESS,1
PAY_005230,SUB_0312,CUST_0312,2025-11-15,13871.79,SUCCESS,1
PAY_005231,SUB_0312,CUST_0312,2025-12-15,13871.79,SUCCESS,1
PAY_005232,SUB_0312,CUST_0312,2026-01-14,13871.79,SUCCESS,1
PAY_005233,SUB_0312,CUST_0312,2026-02-13,13871.79,SUCCESS,1
PAY_005234,SUB_0312,CUST_0312,2026-03-15,13871.79,SUCCESS,1
PAY_005235,SUB_0312,CUST_0312,2026-04-14,13871.79,SUCCESS,1
PAY_005236,SUB_0312,CUST_0312,2026-05-14,13871.79,SUCCESS,1
PAY_005237,SUB_0312,CUST_0312,2026-06-13,13871.79,SUCCESS,1
PAY_005238,SUB_0312,CUST_0312,2026-07-13,13871.79,SUCCESS,1
PAY_005239,SUB_0313,CUST_0313,2026-02-16,1783.18,SUCCESS,1
PAY_005240,SUB_0313,CUST_0313,2026-03-18,1783.18,SUCCESS,1
PAY_005241,SUB_0313,CUST_0313,2026-04-17,1783.18,SUCCESS,1
PAY_005242,SUB_0313,CUST_0313,2026-05-17,1783.18,SUCCESS,1
PAY_005243,SUB_0313,CUST_0313,2026-06-16,1783.18,SUCCESS,1
PAY_005244,SUB_0313,CUST_0313,2026-07-16,1783.18,SUCCESS,1
PAY_005245,SUB_0314,CUST_0314,2024-09-18,2055.11,SUCCESS,1
PAY_005246,SUB_0314,CUST_0314,2024-10-18,2055.11,SUCCESS,1
PAY_005247,SUB_0314,CUST_0314,2024-11-17,2055.11,FAILED,1
PAY_005248,SUB_0314,CUST_0314,2024-12-17,2055.11,SUCCESS,1
PAY_005249,SUB_0314,CUST_0314,2025-01-16,2055.11,SUCCESS,1
PAY_005250,SUB_0314,CUST_0314,2025-02-15,2055.11,SUCCESS,1
PAY_005251,SUB_0314,CUST_0314,2025-03-17,2055.11,SUCCESS,1
PAY_005252,SUB_0314,CUST_0314,2025-04-16,2055.11,SUCCESS,1
PAY_005253,SUB_0314,CUST_0314,2025-05-16,2055.11,SUCCESS,1
PAY_005254,SUB_0314,CUST_0314,2025-06-15,2055.11,SUCCESS,1
PAY_005255,SUB_0314,CUST_0314,2025-07-15,2055.11,SUCCESS,1
PAY_005256,SUB_0314,CUST_0314,2025-08-14,2055.11,SUCCESS,1
PAY_005257,SUB_0314,CUST_0314,2025-09-13,2055.11,SUCCESS,1
PAY_005258,SUB_0314,CUST_0314,2025-10-13,2055.11,SUCCESS,1
PAY_005259,SUB_0314,CUST_0314,2025-11-12,2055.11,SUCCESS,1
PAY_005260,SUB_0314,CUST_0314,2025-12-12,2055.11,SUCCESS,1
PAY_005261,SUB_0314,CUST_0314,2026-01-11,2055.11,SUCCESS,1
PAY_005262,SUB_0314,CUST_0314,2026-02-10,2055.11,SUCCESS,1
PAY_005263,SUB_0314,CUST_0314,2026-03-12,2055.11,SUCCESS,1
PAY_005264,SUB_0314,CUST_0314,2026-04-11,2055.11,SUCCESS,1
PAY_005265,SUB_0314,CUST_0314,2026-05-11,2055.11,SUCCESS,1
PAY_005266,SUB_0314,CUST_0314,2026-06-10,2055.11,SUCCESS,1
PAY_005267,SUB_0314,CUST_0314,2026-07-10,2055.11,SUCCESS,1
PAY_005268,SUB_0315,CUST_0315,2025-08-19,13496.14,SUCCESS,1
PAY_005269,SUB_0315,CUST_0315,2025-09-18,13496.14,SUCCESS,1
PAY_005270,SUB_0315,CUST_0315,2025-10-18,13496.14,SUCCESS,1
PAY_005271,SUB_0315,CUST_0315,2025-11-17,13496.14,SUCCESS,1
PAY_005272,SUB_0315,CUST_0315,2025-12-17,13496.14,SUCCESS,1
PAY_005273,SUB_0315,CUST_0315,2026-01-16,13496.14,SUCCESS,1
PAY_005274,SUB_0315,CUST_0315,2026-02-15,13496.14,SUCCESS,1
PAY_005275,SUB_0315,CUST_0315,2026-03-17,13496.14,SUCCESS,1
PAY_005276,SUB_0315,CUST_0315,2026-04-16,13496.14,SUCCESS,1
PAY_005277,SUB_0315,CUST_0315,2026-05-16,13496.14,SUCCESS,1
PAY_005278,SUB_0315,CUST_0315,2026-06-15,13496.14,SUCCESS,1
PAY_005279,SUB_0315,CUST_0315,2026-07-15,13496.14,SUCCESS,1
PAY_005280,SUB_0316,CUST_0316,2025-12-16,389.48,SUCCESS,1
PAY_005281,SUB_0316,CUST_0316,2026-01-15,389.48,FAILED,1
PAY_005282,SUB_0316,CUST_0316,2026-02-14,389.48,SUCCESS,1
PAY_005283,SUB_0316,CUST_0316,2026-03-16,389.48,FAILED,1
PAY_005284,SUB_0316,CUST_0316,2026-04-15,389.48,SUCCESS,1
PAY_005285,SUB_0316,CUST_0316,2026-05-15,389.48,SUCCESS,1
PAY_005286,SUB_0316,CUST_0316,2026-06-14,389.48,FAILED,1
PAY_005287,SUB_0316,CUST_0316,2026-07-14,389.48,FAILED,1
PAY_005288,SUB_0317,CUST_0317,2025-03-16,1595.17,SUCCESS,1
PAY_005289,SUB_0317,CUST_0317,2025-04-15,1595.17,SUCCESS,1
PAY_005290,SUB_0317,CUST_0317,2025-05-15,1595.17,SUCCESS,1
PAY_005291,SUB_0317,CUST_0317,2025-06-14,1595.17,SUCCESS,1
PAY_005292,SUB_0317,CUST_0317,2025-07-14,1595.17,SUCCESS,1
PAY_005293,SUB_0317,CUST_0317,2025-08-13,1595.17,SUCCESS,1
PAY_005294,SUB_0317,CUST_0317,2025-09-12,1595.17,SUCCESS,1
PAY_005295,SUB_0317,CUST_0317,2025-10-12,1595.17,SUCCESS,1
PAY_005296,SUB_0317,CUST_0317,2025-11-11,1595.17,SUCCESS,1
PAY_005297,SUB_0317,CUST_0317,2025-12-11,1595.17,FAILED,1
PAY_005298,SUB_0317,CUST_0317,2026-01-10,1595.17,SUCCESS,1
PAY_005299,SUB_0317,CUST_0317,2026-02-09,1595.17,SUCCESS,1
PAY_005300,SUB_0317,CUST_0317,2026-03-11,1595.17,SUCCESS,1
PAY_005301,SUB_0317,CUST_0317,2026-04-10,1595.17,SUCCESS,1
PAY_005302,SUB_0317,CUST_0317,2026-05-10,1595.17,SUCCESS,1
PAY_005303,SUB_0317,CUST_0317,2026-06-09,1595.17,FAILED,1
PAY_005304,SUB_0317,CUST_0317,2026-07-09,1595.17,SUCCESS,1
PAY_005305,SUB_0318,CUST_0318,2025-10-09,9947.05,SUCCESS,1
PAY_005306,SUB_0318,CUST_0318,2025-11-08,9947.05,SUCCESS,1
PAY_005307,SUB_0318,CUST_0318,2025-12-08,9947.05,SUCCESS,1
PAY_005308,SUB_0318,CUST_0318,2026-01-07,9947.05,SUCCESS,1
PAY_005309,SUB_0318,CUST_0318,2026-02-06,9947.05,SUCCESS,1
PAY_005310,SUB_0318,CUST_0318,2026-03-08,9947.05,SUCCESS,1
PAY_005311,SUB_0318,CUST_0318,2026-04-07,9947.05,FAILED,1
PAY_005312,SUB_0318,CUST_0318,2026-05-07,9947.05,FAILED,1
PAY_005313,SUB_0318,CUST_0318,2026-06-06,9947.05,SUCCESS,1
PAY_005314,SUB_0318,CUST_0318,2026-07-06,9947.05,SUCCESS,1
PAY_005315,SUB_0319,CUST_0319,2026-05-25,354.6,SUCCESS,1
PAY_005316,SUB_0319,CUST_0319,2026-06-24,354.6,FAILED,1
PAY_005317,SUB_0319,CUST_0319,2026-07-24,354.6,SUCCESS,1
PAY_005318,SUB_0320,CUST_0320,2024-10-15,9080.78,SUCCESS,1
PAY_005319,SUB_0320,CUST_0320,2024-11-14,9080.78,SUCCESS,1
PAY_005320,SUB_0320,CUST_0320,2024-12-14,9080.78,FAILED,1
PAY_005321,SUB_0320,CUST_0320,2025-01-13,9080.78,SUCCESS,1
PAY_005322,SUB_0320,CUST_0320,2025-02-12,9080.78,SUCCESS,1
PAY_005323,SUB_0320,CUST_0320,2025-03-14,9080.78,SUCCESS,1
PAY_005324,SUB_0320,CUST_0320,2025-04-13,9080.78,SUCCESS,1
PAY_005325,SUB_0320,CUST_0320,2025-05-13,9080.78,SUCCESS,1
PAY_005326,SUB_0320,CUST_0320,2025-06-12,9080.78,SUCCESS,1
PAY_005327,SUB_0320,CUST_0320,2025-07-12,9080.78,SUCCESS,1
PAY_005328,SUB_0320,CUST_0320,2025-08-11,9080.78,SUCCESS,1
PAY_005329,SUB_0320,CUST_0320,2025-09-10,9080.78,SUCCESS,1
PAY_005330,SUB_0320,CUST_0320,2025-10-10,9080.78,SUCCESS,1
PAY_005331,SUB_0320,CUST_0320,2025-11-09,9080.78,SUCCESS,1
PAY_005332,SUB_0320,CUST_0320,2025-12-09,9080.78,SUCCESS,1
PAY_005333,SUB_0320,CUST_0320,2026-01-08,9080.78,FAILED,1
PAY_005334,SUB_0320,CUST_0320,2026-02-07,9080.78,SUCCESS,1
PAY_005335,SUB_0320,CUST_0320,2026-03-09,9080.78,SUCCESS,1
PAY_005336,SUB_0320,CUST_0320,2026-04-08,9080.78,SUCCESS,1
PAY_005337,SUB_0320,CUST_0320,2026-05-08,9080.78,SUCCESS,1
PAY_005338,SUB_0320,CUST_0320,2026-06-07,9080.78,SUCCESS,1
PAY_005339,SUB_0320,CUST_0320,2026-07-07,9080.78,SUCCESS,1
PAY_005340,SUB_0321,CUST_0321,2026-01-29,12689.54,SUCCESS,1
PAY_005341,SUB_0321,CUST_0321,2026-02-28,12689.54,SUCCESS,1
PAY_005342,SUB_0321,CUST_0321,2026-03-30,12689.54,SUCCESS,1
PAY_005343,SUB_0321,CUST_0321,2026-04-29,12689.54,SUCCESS,1
PAY_005344,SUB_0321,CUST_0321,2026-05-29,12689.54,SUCCESS,1
PAY_005345,SUB_0321,CUST_0321,2026-06-28,12689.54,FAILED,1
PAY_005346,SUB_0321,CUST_0321,2026-07-28,12689.54,SUCCESS,1
PAY_005347,SUB_0322,CUST_0322,2024-12-13,676.83,SUCCESS,1
PAY_005348,SUB_0322,CUST_0322,2025-01-12,676.83,SUCCESS,1
PAY_005349,SUB_0322,CUST_0322,2025-02-11,676.83,SUCCESS,1
PAY_005350,SUB_0322,CUST_0322,2025-03-13,676.83,SUCCESS,1
PAY_005351,SUB_0322,CUST_0322,2025-04-12,676.83,FAILED,1
PAY_005352,SUB_0322,CUST_0322,2025-05-12,676.83,SUCCESS,1
PAY_005353,SUB_0322,CUST_0322,2025-06-11,676.83,SUCCESS,1
PAY_005354,SUB_0322,CUST_0322,2025-07-11,676.83,SUCCESS,1
PAY_005355,SUB_0322,CUST_0322,2025-08-10,676.83,FAILED,1
PAY_005356,SUB_0322,CUST_0322,2025-09-09,676.83,SUCCESS,1
PAY_005357,SUB_0322,CUST_0322,2025-10-09,676.83,SUCCESS,1
PAY_005358,SUB_0322,CUST_0322,2025-11-08,676.83,SUCCESS,1
PAY_005359,SUB_0322,CUST_0322,2025-12-08,676.83,SUCCESS,1
PAY_005360,SUB_0322,CUST_0322,2026-01-07,676.83,SUCCESS,1
PAY_005361,SUB_0322,CUST_0322,2026-02-06,676.83,SUCCESS,1
PAY_005362,SUB_0322,CUST_0322,2026-03-08,676.83,FAILED,1
PAY_005363,SUB_0322,CUST_0322,2026-04-07,676.83,SUCCESS,1
PAY_005364,SUB_0322,CUST_0322,2026-05-07,676.83,SUCCESS,1
PAY_005365,SUB_0322,CUST_0322,2026-06-06,676.83,SUCCESS,1
PAY_005366,SUB_0322,CUST_0322,2026-07-06,676.83,SUCCESS,1
PAY_005367,SUB_0323,CUST_0323,2024-10-15,262.8,FAILED,1
PAY_005368,SUB_0323,CUST_0323,2024-11-14,262.8,SUCCESS,1
PAY_005369,SUB_0323,CUST_0323,2024-12-14,262.8,SUCCESS,1
PAY_005370,SUB_0323,CUST_0323,2025-01-13,262.8,SUCCESS,1
PAY_005371,SUB_0323,CUST_0323,2025-02-12,262.8,FAILED,1
PAY_005372,SUB_0323,CUST_0323,2025-03-14,262.8,SUCCESS,1
PAY_005373,SUB_0323,CUST_0323,2025-04-13,262.8,SUCCESS,1
PAY_005374,SUB_0323,CUST_0323,2025-05-13,262.8,FAILED,1
