failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,failure_category,behavior_profile,selected_action,estimated_recovery_probability,action_cost,expected_net_value,decision_margin
FAIL_001820,PAY_011892,CUST_0699,SUB_0699,5610.27,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.5236,2.0,2935.54,371.28
FAIL_002714,PAY_016707,CUST_0971,SUB_0971,401.23,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.364,2.0,144.05,16.65
FAIL_001498,PAY_009824,CUST_0581,SUB_0581,369.27,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.356,2.0,129.46,12.45
FAIL_000100,PAY_000566,CUST_0038,SUB_0038,1015.59,AUTHENTICATION_FAILED,CUSTOMER_ACTION,normal,UPDATE_PAYMENT_METHOD,0.56,3.0,565.73,152.34
FAIL_000145,PAY_000835,CUST_0053,SUB_0053,619.66,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.3476,2.0,213.36,29.85
FAIL_002077,PAY_013172,CUST_0770,SUB_0770,601.44,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.472,2.0,281.88,73.77
FAIL_001253,PAY_008274,CUST_0484,SUB_0484,846.76,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.7226,2.0,609.88,84.68
FAIL_000884,PAY_005970,CUST_0363,SUB_0363,260.32,AUTHENTICATION_FAILED,CUSTOMER_ACTION,low_engagement,UPDATE_PAYMENT_METHOD,0.501,3.0,127.42,39.05
FAIL_000715,PAY_004922,CUST_0294,SUB_0294,9361.25,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4695,2.0,4392.92,580.27
FAIL_001627,PAY_010809,CUST_0636,SUB_0636,666.71,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3591,2.0,237.4,23.72
FAIL_001565,PAY_010471,CUST_0617,SUB_0617,469.95,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,236.67,93.99
FAIL_001911,PAY_012284,CUST_0719,SUB_0719,984.04,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.436,2.0,427.04,110.23
FAIL_002775,PAY_017103,CUST_0995,SUB_0995,1739.2,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.421,2.0,730.2,81.0
FAIL_000727,PAY_004994,CUST_0299,SUB_0299,8559.42,CARD_EXPIRED,PAYMENT_METHOD,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7576,3.0,6481.62,3423.77
FAIL_001923,PAY_012348,CUST_0722,SUB_0722,1554.01,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4563,2.0,707.1,150.66
FAIL_002115,PAY_013458,CUST_0787,SUB_0787,1715.08,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.3953,2.0,675.9,61.47
FAIL_002016,PAY_012777,CUST_0747,SUB_0747,795.67,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.3663,2.0,289.44,52.95
FAIL_001026,PAY_006938,CUST_0417,SUB_0417,850.96,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,443.75,127.64
FAIL_001211,PAY_008086,CUST_0475,SUB_0475,332.6,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4163,2.0,136.46,22.71
FAIL_002159,PAY_013793,CUST_0806,SUB_0806,778.26,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6556,2.0,508.26,77.83
FAIL_001960,PAY_012596,CUST_0737,SUB_0737,997.2,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,646.18,398.88
FAIL_000917,PAY_006150,CUST_0373,SUB_0373,1062.38,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7556,2.0,800.7,106.24
FAIL_002360,PAY_014825,CUST_0867,SUB_0867,2055.45,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.505,2.0,1035.94,196.2
FAIL_002422,PAY_015058,CUST_0883,SUB_0883,1083.08,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4076,2.0,439.46,36.31
FAIL_001117,PAY_007511,CUST_0444,SUB_0444,1927.55,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4134,2.0,794.86,75.03
FAIL_002137,PAY_013662,CUST_0798,SUB_0798,712.38,AUTHENTICATION_FAILED,CUSTOMER_ACTION,low_engagement,UPDATE_PAYMENT_METHOD,0.501,3.0,353.9,106.86
FAIL_001971,PAY_012630,CUST_0739,SUB_0739,325.73,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4812,2.0,154.74,35.59
FAIL_001333,PAY_008761,CUST_0515,SUB_0515,801.81,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.432,2.0,344.38,106.04
FAIL_001607,PAY_010711,CUST_0631,SUB_0631,761.44,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6685,2.0,507.0,76.14
FAIL_000062,PAY_000303,CUST_0023,SUB_0023,1192.85,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7489,2.0,891.27,119.28
FAIL_000075,PAY_000329,CUST_0025,SUB_0025,2062.52,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7475,2.0,1539.81,206.25
FAIL_000465,PAY_003042,CUST_0176,SUB_0176,1639.0,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.356,2.0,581.48,51.81
FAIL_001740,PAY_011461,CUST_0675,SUB_0675,859.71,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4104,2.0,350.87,31.48
FAIL_002367,PAY_014889,CUST_0872,SUB_0872,471.51,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4746,2.0,221.78,59.28
FAIL_001604,PAY_010690,CUST_0629,SUB_0629,6133.24,CARD_EXPIRED,PAYMENT_METHOD,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7576,3.0,4643.54,2453.3
FAIL_002066,PAY_013096,CUST_0766,SUB_0766,1882.53,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.411,2.0,771.72,68.77
FAIL_002356,PAY_014806,CUST_0867,SUB_0867,2055.45,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.755,2.0,1549.8,205.54
FAIL_001413,PAY_009286,CUST_0551,SUB_0551,996.1,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.384,2.0,380.5,24.91
FAIL_001832,PAY_011961,CUST_0702,SUB_0702,618.03,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4542,2.0,278.68,59.19
FAIL_000845,PAY_005720,CUST_0349,SUB_0349,3058.5,AUTHENTICATION_FAILED,CUSTOMER_ACTION,normal,UPDATE_PAYMENT_METHOD,0.56,3.0,1709.76,458.78
FAIL_000765,PAY_005281,CUST_0316,SUB_0316,389.48,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.652,2.0,251.94,38.95
FAIL_002416,PAY_015048,CUST_0883,SUB_0883,1083.08,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3576,2.0,385.31,36.31
FAIL_002687,PAY_016552,CUST_0966,SUB_0966,231.48,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,147.69,92.59
FAIL_000216,PAY_001456,CUST_0095,SUB_0095,1425.63,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,674.17,285.13
FAIL_002697,PAY_016638,CUST_0969,SUB_0969,956.83,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.4282,2.0,407.72,122.72
FAIL_001846,PAY_012006,CUST_0704,SUB_0704,685.76,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,459.89,274.3
FAIL_000047,PAY_000261,CUST_0021,SUB_0021,7397.62,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,PAYMENT_LINK,0.4576,3.0,3382.15,43.39
FAIL_000982,PAY_006546,CUST_0396,SUB_0396,5752.09,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,3204.37,1150.42
FAIL_002581,PAY_015822,CUST_0925,SUB_0925,200.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4129,2.0,80.58,13.38
FAIL_000843,PAY_005712,CUST_0349,SUB_0349,3058.5,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.746,2.0,2279.64,305.85
FAIL_002254,PAY_014369,CUST_0841,SUB_0841,609.78,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.418,2.0,252.89,27.22
FAIL_000346,PAY_002272,CUST_0135,SUB_0135,771.04,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,517.45,308.42
FAIL_002133,PAY_013641,CUST_0797,SUB_0797,802.81,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5085,2.0,406.23,80.07
FAIL_000176,PAY_001104,CUST_0073,SUB_0073,1637.14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.416,2.0,679.05,68.12
FAIL_000749,PAY_005152,CUST_0307,SUB_0307,2288.88,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3633,2.0,829.49,88.6
FAIL_000595,PAY_004015,CUST_0236,SUB_0236,1414.91,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.418,2.0,589.43,61.84
FAIL_002399,PAY_014959,CUST_0877,SUB_0877,1893.79,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,1275.31,757.52
FAIL_002777,PAY_017107,CUST_0995,SUB_0995,1739.2,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,1170.96,695.68
FAIL_002026,PAY_012823,CUST_0750,SUB_0750,1696.9,AUTHENTICATION_FAILED,CUSTOMER_ACTION,normal,UPDATE_PAYMENT_METHOD,0.56,3.0,947.26,254.54
FAIL_000096,PAY_000547,CUST_0037,SUB_0037,9606.42,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.475,2.0,4561.36,648.78
FAIL_002774,PAY_017102,CUST_0995,SUB_0995,1739.2,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.421,2.0,730.2,81.0
FAIL_001936,PAY_012417,CUST_0728,SUB_0728,1036.92,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,489.54,207.38
FAIL_002127,PAY_013553,CUST_0791,SUB_0791,368.47,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.48,2.0,174.87,39.69
FAIL_000669,PAY_004627,CUST_0272,SUB_0272,585.74,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.726,2.0,423.25,58.57
FAIL_000777,PAY_005351,CUST_0322,SUB_0322,676.83,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,318.49,135.37
FAIL_001364,PAY_009020,CUST_0533,SUB_0533,444.14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4142,2.0,181.95,29.06
FAIL_001659,PAY_010943,CUST_0643,SUB_0643,1063.34,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,539.3,212.67
FAIL_000257,PAY_001745,CUST_0108,SUB_0108,200.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4228,2.0,82.56,10.56
FAIL_000804,PAY_005499,CUST_0333,SUB_0333,1523.74,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,720.78,304.75
FAIL_001669,PAY_010993,CUST_0646,SUB_0646,232.1,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6387,2.0,146.23,23.21
FAIL_001975,PAY_012644,CUST_0739,SUB_0739,325.73,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,216.87,130.29
FAIL_002291,PAY_014463,CUST_0848,SUB_0848,9033.52,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,5034.09,1806.7
FAIL_000231,PAY_001530,CUST_0099,SUB_0099,2030.82,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,reliable,WAIT_AND_RETRY,0.5282,2.0,1070.66,157.76
FAIL_002232,PAY_014217,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4482,2.0,1097.07,217.33
FAIL_001365,PAY_009023,CUST_0533,SUB_0533,444.14,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,286.14,177.66
FAIL_002244,PAY_014274,CUST_0836,SUB_0836,468.26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4225,2.0,195.83,23.23
FAIL_001708,PAY_011203,CUST_0659,SUB_0659,1906.5,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4193,2.0,797.46,85.53
FAIL_001167,PAY_007849,CUST_0464,SUB_0464,428.01,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4574,2.0,193.79,42.7
FAIL_001707,PAY_011202,CUST_0659,SUB_0659,1906.5,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6693,2.0,1274.09,190.65
FAIL_001371,PAY_009043,CUST_0534,SUB_0534,5341.14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.524,2.0,2796.76,355.65
FAIL_000057,PAY_000283,CUST_0022,SUB_0022,929.98,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.436,2.0,403.47,25.18
FAIL_000986,PAY_006595,CUST_0398,SUB_0398,669.19,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,432.64,267.68
FAIL_000444,PAY_002891,CUST_0169,SUB_0169,14872.16,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,8289.72,2974.43
FAIL_001986,PAY_012691,CUST_0743,SUB_0743,1245.07,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,807.54,498.03
FAIL_000949,PAY_006405,CUST_0385,SUB_0385,15000.0,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,8361.0,3000.0
FAIL_000602,PAY_004087,CUST_0242,SUB_0242,408.16,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,262.71,163.26
FAIL_002666,PAY_016426,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5042,2.0,937.55,176.46
FAIL_002526,PAY_015540,CUST_0911,SUB_0911,2077.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5063,2.0,1049.59,201.02
FAIL_002701,PAY_016655,CUST_0969,SUB_0969,956.83,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4782,2.0,455.56,122.72
FAIL_000353,PAY_002316,CUST_0137,SUB_0137,1355.73,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,688.42,271.15
FAIL_000530,PAY_003572,CUST_0211,SUB_0211,1170.85,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4766,2.0,556.04,119.97
FAIL_002017,PAY_012780,CUST_0747,SUB_0747,795.67,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.3663,2.0,289.44,52.95
FAIL_001777,PAY_011706,CUST_0687,SUB_0687,345.77,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.4402,2.0,150.21,11.44
FAIL_001545,PAY_010327,CUST_0609,SUB_0609,1520.27,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3672,2.0,556.24,65.16
FAIL_001855,PAY_012025,CUST_0705,SUB_0705,937.29,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,607.18,374.92
FAIL_002445,PAY_015146,CUST_0889,SUB_0889,1368.01,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6617,2.0,903.23,136.8
FAIL_002576,PAY_015810,CUST_0924,SUB_0924,2313.87,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4571,2.0,1055.7,225.7
FAIL_001467,PAY_009651,CUST_0573,SUB_0573,557.68,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,289.78,83.65
FAIL_001935,PAY_012416,CUST_0728,SUB_0728,1036.92,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4231,2.0,436.77,50.92
FAIL_002788,PAY_017140,CUST_0998,SUB_0998,1639.15,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5022,2.0,821.19,152.14
FAIL_001425,PAY_009340,CUST_0553,SUB_0553,2560.17,BANK_DECLINED,ISSUER_DECLINE,reliable,WAIT_AND_RETRY,0.4788,2.0,1223.81,200.18
FAIL_001999,PAY_012727,CUST_0745,SUB_0745,2286.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5022,2.0,1146.05,211.79
FAIL_001536,PAY_010175,CUST_0600,SUB_0600,482.28,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.372,2.0,177.41,23.67
FAIL_000738,PAY_005099,CUST_0305,SUB_0305,200.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4167,2.0,81.35,14.15
FAIL_002463,PAY_015197,CUST_0891,SUB_0891,13553.62,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4713,2.0,6385.77,864.31
FAIL_001457,PAY_009629,CUST_0573,SUB_0573,557.68,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3704,2.0,204.56,26.32
FAIL_001380,PAY_009099,CUST_0537,SUB_0537,547.66,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4077,2.0,221.29,32.06
FAIL_001268,PAY_008329,CUST_0487,SUB_0487,15000.0,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.5284,2.0,7924.6,1063.6
FAIL_000133,PAY_000796,CUST_0051,SUB_0051,706.77,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,368.05,106.02
FAIL_000565,PAY_003776,CUST_0221,SUB_0221,3408.64,AUTHENTICATION_FAILED,CUSTOMER_ACTION,reliable,UPDATE_PAYMENT_METHOD,0.601,3.0,2045.59,511.3
FAIL_002464,PAY_015202,CUST_0892,SUB_0892,429.37,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4236,2.0,179.88,21.87
FAIL_002104,PAY_013407,CUST_0785,SUB_0785,1990.77,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.421,2.0,836.11,92.58
FAIL_001574,PAY_010534,CUST_0623,SUB_0623,1621.46,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6633,2.0,1073.47,162.15
FAIL_002143,PAY_013702,CUST_0802,SUB_0802,200.0,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,92.0,40.0
FAIL_001501,PAY_009827,CUST_0581,SUB_0581,369.27,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.656,2.0,240.24,36.93
FAIL_000974,PAY_006488,CUST_0390,SUB_0390,1773.37,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,928.02,266.01
FAIL_000506,PAY_003419,CUST_0200,SUB_0200,339.89,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,218.27,135.96
FAIL_002207,PAY_014085,CUST_0823,SUB_0823,10550.69,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,5880.06,2110.14
FAIL_001035,PAY_007031,CUST_0422,SUB_0422,306.79,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4787,2.0,144.85,40.17
FAIL_001655,PAY_010899,CUST_0640,SUB_0640,1249.65,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3589,2.0,446.44,43.31
FAIL_000937,PAY_006310,CUST_0378,SUB_0378,3115.09,NETWORK_ERROR,TECHNICAL,reliable,RETRY_NOW,0.7753,2.0,2413.24,311.51
FAIL_002242,PAY_014271,CUST_0836,SUB_0836,468.26,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,219.42,93.65
FAIL_001619,PAY_010764,CUST_0634,SUB_0634,1890.32,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5098,2.0,961.78,189.74
FAIL_001033,PAY_006987,CUST_0419,SUB_0419,1157.68,NETWORK_ERROR,TECHNICAL,reliable,RETRY_NOW,0.766,2.0,884.78,115.77
FAIL_000179,PAY_001107,CUST_0073,SUB_0073,1637.14,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.366,2.0,597.19,68.12
FAIL_002764,PAY_017031,CUST_0990,SUB_0990,1096.67,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5032,2.0,549.84,103.21
FAIL_001174,PAY_007925,CUST_0468,SUB_0468,1737.7,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.411,2.0,712.19,63.56
FAIL_002605,PAY_016037,CUST_0935,SUB_0935,295.63,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4207,2.0,122.36,21.59
FAIL_002462,PAY_015191,CUST_0891,SUB_0891,13553.62,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,7554.5,2710.72
FAIL_002187,PAY_013910,CUST_0811,SUB_0811,417.48,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.426,2.0,175.85,53.19
FAIL_001359,PAY_008989,CUST_0531,SUB_0531,412.94,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,275.73,165.18
FAIL_001952,PAY_012506,CUST_0732,SUB_0732,1339.11,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7527,2.0,1005.9,133.91
FAIL_002005,PAY_012753,CUST_0746,SUB_0746,450.36,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4117,2.0,183.42,17.53
FAIL_002174,PAY_013847,CUST_0809,SUB_0809,1243.67,AUTHENTICATION_FAILED,CUSTOMER_ACTION,reliable,UPDATE_PAYMENT_METHOD,0.601,3.0,744.45,186.55
FAIL_000328,PAY_002192,CUST_0130,SUB_0130,785.26,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,409.26,117.79
FAIL_001970,PAY_012627,CUST_0739,SUB_0739,325.73,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4812,2.0,154.74,35.59
FAIL_001252,PAY_008266,CUST_0484,SUB_0484,846.76,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.4226,2.0,355.85,103.97
FAIL_000456,PAY_002984,CUST_0173,SUB_0173,655.36,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,423.64,262.14
FAIL_000177,PAY_001105,CUST_0073,SUB_0073,1637.14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.416,2.0,679.05,68.12
FAIL_001524,PAY_010072,CUST_0595,SUB_0595,10967.98,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4732,2.0,5187.7,720.15
FAIL_001706,PAY_011198,CUST_0659,SUB_0659,1906.5,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,902.59,381.3
FAIL_000854,PAY_005806,CUST_0353,SUB_0353,1421.41,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7539,2.0,1069.57,142.14
FAIL_000126,PAY_000777,CUST_0050,SUB_0050,1733.33,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.506,2.0,875.06,167.4
FAIL_002353,PAY_014795,CUST_0866,SUB_0866,1434.91,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3664,2.0,523.71,60.36
FAIL_000503,PAY_003356,CUST_0195,SUB_0195,4257.08,BANK_DECLINED,ISSUER_DECLINE,reliable,WAIT_AND_RETRY,0.472,2.0,2007.34,303.25
FAIL_000711,PAY_004886,CUST_0290,SUB_0290,2040.67,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.6852,2.0,1396.33,204.07
