counterfactual_id,failure_id,payment_id,subscription_id,customer_id,amount,failure_reason,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,candidate_action,action_cost,true_recovery_probability,expected_gross_recovery,expected_net_value
FAIL_000552__UPDATE_PAYMENT_METHOD,FAIL_000552,PAY_003711,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.396876,173.77,170.77
FAIL_000553__RETRY_NOW,FAIL_000553,PAY_003712,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.251819,110.26,108.26
FAIL_000553__WAIT_AND_RETRY,FAIL_000553,PAY_003712,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.362571,158.75,156.75
FAIL_000553__SEND_REMINDER,FAIL_000553,PAY_003712,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.233665,102.31,101.31
FAIL_000553__PAYMENT_LINK,FAIL_000553,PAY_003712,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.327878,143.56,140.56
FAIL_000553__UPDATE_PAYMENT_METHOD,FAIL_000553,PAY_003712,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.359395,157.36,154.36
FAIL_000554__RETRY_NOW,FAIL_000554,PAY_003716,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.263651,115.44,113.44
FAIL_000554__WAIT_AND_RETRY,FAIL_000554,PAY_003716,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.334813,146.60,144.60
FAIL_000554__SEND_REMINDER,FAIL_000554,PAY_003716,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.273139,119.59,118.59
FAIL_000554__PAYMENT_LINK,FAIL_000554,PAY_003716,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.368350,161.28,158.28
FAIL_000554__UPDATE_PAYMENT_METHOD,FAIL_000554,PAY_003716,SUB_0217,CUST_0217,437.85,CARD_EXPIRED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.383646,167.98,164.98
FAIL_000555__RETRY_NOW,FAIL_000555,PAY_003719,SUB_0217,CUST_0217,437.85,AUTHENTICATION_FAILED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.269262,117.90,115.90
FAIL_000555__WAIT_AND_RETRY,FAIL_000555,PAY_003719,SUB_0217,CUST_0217,437.85,AUTHENTICATION_FAILED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.229433,100.46,98.46
FAIL_000555__SEND_REMINDER,FAIL_000555,PAY_003719,SUB_0217,CUST_0217,437.85,AUTHENTICATION_FAILED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.243851,106.77,105.77
FAIL_000555__PAYMENT_LINK,FAIL_000555,PAY_003719,SUB_0217,CUST_0217,437.85,AUTHENTICATION_FAILED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.323972,141.85,138.85
FAIL_000555__UPDATE_PAYMENT_METHOD,FAIL_000555,PAY_003719,SUB_0217,CUST_0217,437.85,AUTHENTICATION_FAILED,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.402187,176.10,173.10
FAIL_000556__RETRY_NOW,FAIL_000556,PAY_003722,SUB_0217,CUST_0217,437.85,NETWORK_ERROR,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.496945,217.59,215.59
FAIL_000556__WAIT_AND_RETRY,FAIL_000556,PAY_003722,SUB_0217,CUST_0217,437.85,NETWORK_ERROR,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.433121,189.64,187.64
FAIL_000556__SEND_REMINDER,FAIL_000556,PAY_003722,SUB_0217,CUST_0217,437.85,NETWORK_ERROR,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.211657,92.67,91.67
FAIL_000556__PAYMENT_LINK,FAIL_000556,PAY_003722,SUB_0217,CUST_0217,437.85,NETWORK_ERROR,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.283773,124.25,121.25
FAIL_000556__UPDATE_PAYMENT_METHOD,FAIL_000556,PAY_003722,SUB_0217,CUST_0217,437.85,NETWORK_ERROR,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.264469,115.80,112.80
FAIL_000557__RETRY_NOW,FAIL_000557,PAY_003723,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.312972,137.03,135.03
FAIL_000557__WAIT_AND_RETRY,FAIL_000557,PAY_003723,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.361285,158.19,156.19
FAIL_000557__SEND_REMINDER,FAIL_000557,PAY_003723,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.244786,107.18,106.18
FAIL_000557__PAYMENT_LINK,FAIL_000557,PAY_003723,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.368361,161.29,158.29
FAIL_000557__UPDATE_PAYMENT_METHOD,FAIL_000557,PAY_003723,SUB_0217,CUST_0217,437.85,INSUFFICIENT_FUNDS,862,23,5,28,0.821400,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.308589,135.12,132.12
FAIL_000558__RETRY_NOW,FAIL_000558,PAY_003727,SUB_0218,CUST_0218,7125.56,LIMIT_EXCEEDED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,RETRY_NOW,2.00,0.912032,6498.74,6496.74
FAIL_000558__WAIT_AND_RETRY,FAIL_000558,PAY_003727,SUB_0218,CUST_0218,7125.56,LIMIT_EXCEEDED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,WAIT_AND_RETRY,2.00,0.923098,6577.59,6575.59
FAIL_000558__SEND_REMINDER,FAIL_000558,PAY_003727,SUB_0218,CUST_0218,7125.56,LIMIT_EXCEEDED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,SEND_REMINDER,1.00,0.931328,6636.23,6635.23
FAIL_000558__PAYMENT_LINK,FAIL_000558,PAY_003727,SUB_0218,CUST_0218,7125.56,LIMIT_EXCEEDED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,PAYMENT_LINK,3.00,0.950000,6769.28,6766.28
FAIL_000558__UPDATE_PAYMENT_METHOD,FAIL_000558,PAY_003727,SUB_0218,CUST_0218,7125.56,LIMIT_EXCEEDED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,UPDATE_PAYMENT_METHOD,3.00,0.950000,6769.28,6766.28
FAIL_000559__RETRY_NOW,FAIL_000559,PAY_003736,SUB_0218,CUST_0218,7125.56,AUTHENTICATION_FAILED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,RETRY_NOW,2.00,0.942534,6716.08,6714.08
FAIL_000559__WAIT_AND_RETRY,FAIL_000559,PAY_003736,SUB_0218,CUST_0218,7125.56,AUTHENTICATION_FAILED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,WAIT_AND_RETRY,2.00,0.944301,6728.67,6726.67
FAIL_000559__SEND_REMINDER,FAIL_000559,PAY_003736,SUB_0218,CUST_0218,7125.56,AUTHENTICATION_FAILED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,SEND_REMINDER,1.00,0.933583,6652.30,6651.30
FAIL_000559__PAYMENT_LINK,FAIL_000559,PAY_003736,SUB_0218,CUST_0218,7125.56,AUTHENTICATION_FAILED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,PAYMENT_LINK,3.00,0.950000,6769.28,6766.28
FAIL_000559__UPDATE_PAYMENT_METHOD,FAIL_000559,PAY_003736,SUB_0218,CUST_0218,7125.56,AUTHENTICATION_FAILED,351,10,1,11,0.909100,0.820000,0.900000,high_value_loyal,UPDATE_PAYMENT_METHOD,3.00,0.950000,6769.28,6766.28
FAIL_000560__RETRY_NOW,FAIL_000560,PAY_003738,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.729070,331.06,329.06
FAIL_000560__WAIT_AND_RETRY,FAIL_000560,PAY_003738,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.723616,328.59,326.59
FAIL_000560__SEND_REMINDER,FAIL_000560,PAY_003738,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.736548,334.46,333.46
FAIL_000560__PAYMENT_LINK,FAIL_000560,PAY_003738,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.791008,359.19,356.19
FAIL_000560__UPDATE_PAYMENT_METHOD,FAIL_000560,PAY_003738,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.698180,317.04,314.04
FAIL_000561__RETRY_NOW,FAIL_000561,PAY_003744,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.683707,310.46,308.46
FAIL_000561__WAIT_AND_RETRY,FAIL_000561,PAY_003744,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.777114,352.88,350.88
FAIL_000561__SEND_REMINDER,FAIL_000561,PAY_003744,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.704454,319.89,318.89
FAIL_000561__PAYMENT_LINK,FAIL_000561,PAY_003744,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.770725,349.98,346.98
FAIL_000561__UPDATE_PAYMENT_METHOD,FAIL_000561,PAY_003744,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.676459,307.17,304.17
FAIL_000562__RETRY_NOW,FAIL_000562,PAY_003749,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.614959,279.25,277.25
FAIL_000562__WAIT_AND_RETRY,FAIL_000562,PAY_003749,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.745609,338.57,336.57
FAIL_000562__SEND_REMINDER,FAIL_000562,PAY_003749,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.673039,305.62,304.62
FAIL_000562__PAYMENT_LINK,FAIL_000562,PAY_003749,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.772850,350.94,347.94
FAIL_000562__UPDATE_PAYMENT_METHOD,FAIL_000562,PAY_003749,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.674953,306.49,303.49
FAIL_000563__RETRY_NOW,FAIL_000563,PAY_003752,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.723757,328.65,326.65
FAIL_000563__WAIT_AND_RETRY,FAIL_000563,PAY_003752,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.765143,347.44,345.44
FAIL_000563__SEND_REMINDER,FAIL_000563,PAY_003752,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.651007,295.62,294.62
FAIL_000563__PAYMENT_LINK,FAIL_000563,PAY_003752,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.790298,358.87,355.87
FAIL_000563__UPDATE_PAYMENT_METHOD,FAIL_000563,PAY_003752,SUB_0219,CUST_0219,454.09,BANK_DECLINED,886,23,6,29,0.793100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.694069,315.17,312.17
FAIL_000564__RETRY_NOW,FAIL_000564,PAY_003759,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.655122,297.48,295.48
FAIL_000564__WAIT_AND_RETRY,FAIL_000564,PAY_003759,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.774125,351.52,349.52
FAIL_000564__SEND_REMINDER,FAIL_000564,PAY_003759,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.706989,321.04,320.04
FAIL_000564__PAYMENT_LINK,FAIL_000564,PAY_003759,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.731295,332.07,329.07
FAIL_000564__UPDATE_PAYMENT_METHOD,FAIL_000564,PAY_003759,SUB_0219,CUST_0219,454.09,INSUFFICIENT_FUNDS,886,23,6,29,0.793100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.731147,332.01,329.01
FAIL_000565__RETRY_NOW,FAIL_000565,PAY_003776,SUB_0221,CUST_0221,3408.64,AUTHENTICATION_FAILED,363,11,1,12,0.916700,0.800000,0.850000,reliable,RETRY_NOW,2.00,0.931471,3175.05,3173.05
FAIL_000565__WAIT_AND_RETRY,FAIL_000565,PAY_003776,SUB_0221,CUST_0221,3408.64,AUTHENTICATION_FAILED,363,11,1,12,0.916700,0.800000,0.850000,reliable,WAIT_AND_RETRY,2.00,0.891514,3038.85,3036.85
FAIL_000565__SEND_REMINDER,FAIL_000565,PAY_003776,SUB_0221,CUST_0221,3408.64,AUTHENTICATION_FAILED,363,11,1,12,0.916700,0.800000,0.850000,reliable,SEND_REMINDER,1.00,0.892091,3040.82,3039.82
FAIL_000565__PAYMENT_LINK,FAIL_000565,PAY_003776,SUB_0221,CUST_0221,3408.64,AUTHENTICATION_FAILED,363,11,1,12,0.916700,0.800000,0.850000,reliable,PAYMENT_LINK,3.00,0.950000,3238.21,3235.21
FAIL_000565__UPDATE_PAYMENT_METHOD,FAIL_000565,PAY_003776,SUB_0221,CUST_0221,3408.64,AUTHENTICATION_FAILED,363,11,1,12,0.916700,0.800000,0.850000,reliable,UPDATE_PAYMENT_METHOD,3.00,0.950000,3238.21,3235.21
FAIL_000566__RETRY_NOW,FAIL_000566,PAY_003791,SUB_0222,CUST_0222,1605.38,CARD_EXPIRED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,RETRY_NOW,2.00,0.356051,571.60,569.60
FAIL_000566__WAIT_AND_RETRY,FAIL_000566,PAY_003791,SUB_0222,CUST_0222,1605.38,CARD_EXPIRED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,WAIT_AND_RETRY,2.00,0.442047,709.65,707.65
FAIL_000566__SEND_REMINDER,FAIL_000566,PAY_003791,SUB_0222,CUST_0222,1605.38,CARD_EXPIRED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,SEND_REMINDER,1.00,0.290070,465.67,464.67
FAIL_000566__PAYMENT_LINK,FAIL_000566,PAY_003791,SUB_0222,CUST_0222,1605.38,CARD_EXPIRED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,PAYMENT_LINK,3.00,0.554637,890.40,887.40
FAIL_000566__UPDATE_PAYMENT_METHOD,FAIL_000566,PAY_003791,SUB_0222,CUST_0222,1605.38,CARD_EXPIRED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,UPDATE_PAYMENT_METHOD,3.00,0.664486,1066.75,1063.75
FAIL_000567__RETRY_NOW,FAIL_000567,PAY_003794,SUB_0222,CUST_0222,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,RETRY_NOW,2.00,0.323128,518.74,516.74
FAIL_000567__WAIT_AND_RETRY,FAIL_000567,PAY_003794,SUB_0222,CUST_0222,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,WAIT_AND_RETRY,2.00,0.558996,897.40,895.40
FAIL_000567__SEND_REMINDER,FAIL_000567,PAY_003794,SUB_0222,CUST_0222,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,SEND_REMINDER,1.00,0.397349,637.90,636.90
FAIL_000567__PAYMENT_LINK,FAIL_000567,PAY_003794,SUB_0222,CUST_0222,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,PAYMENT_LINK,3.00,0.439046,704.84,701.84
FAIL_000567__UPDATE_PAYMENT_METHOD,FAIL_000567,PAY_003794,SUB_0222,CUST_0222,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,UPDATE_PAYMENT_METHOD,3.00,0.447113,717.79,714.79
FAIL_000568__RETRY_NOW,FAIL_000568,PAY_003798,SUB_0222,CUST_0222,1605.38,LIMIT_EXCEEDED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,RETRY_NOW,2.00,0.452194,725.94,723.94
FAIL_000568__WAIT_AND_RETRY,FAIL_000568,PAY_003798,SUB_0222,CUST_0222,1605.38,LIMIT_EXCEEDED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,WAIT_AND_RETRY,2.00,0.410465,658.95,656.95
FAIL_000568__SEND_REMINDER,FAIL_000568,PAY_003798,SUB_0222,CUST_0222,1605.38,LIMIT_EXCEEDED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,SEND_REMINDER,1.00,0.425913,683.75,682.75
FAIL_000568__PAYMENT_LINK,FAIL_000568,PAY_003798,SUB_0222,CUST_0222,1605.38,LIMIT_EXCEEDED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,PAYMENT_LINK,3.00,0.601539,965.70,962.70
FAIL_000568__UPDATE_PAYMENT_METHOD,FAIL_000568,PAY_003798,SUB_0222,CUST_0222,1605.38,LIMIT_EXCEEDED,491,13,3,16,0.812500,0.350000,0.450000,friction_prone,UPDATE_PAYMENT_METHOD,3.00,0.451213,724.37,721.37
FAIL_000569__RETRY_NOW,FAIL_000569,PAY_003805,SUB_0223,CUST_0223,819.65,CARD_EXPIRED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.338284,277.27,275.27
FAIL_000569__WAIT_AND_RETRY,FAIL_000569,PAY_003805,SUB_0223,CUST_0223,819.65,CARD_EXPIRED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.323563,265.21,263.21
FAIL_000569__SEND_REMINDER,FAIL_000569,PAY_003805,SUB_0223,CUST_0223,819.65,CARD_EXPIRED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.246166,201.77,200.77
FAIL_000569__PAYMENT_LINK,FAIL_000569,PAY_003805,SUB_0223,CUST_0223,819.65,CARD_EXPIRED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.289210,237.05,234.05
FAIL_000569__UPDATE_PAYMENT_METHOD,FAIL_000569,PAY_003805,SUB_0223,CUST_0223,819.65,CARD_EXPIRED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.478303,392.04,389.04
FAIL_000570__RETRY_NOW,FAIL_000570,PAY_003808,SUB_0223,CUST_0223,819.65,AUTHENTICATION_FAILED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.301631,247.23,245.23
FAIL_000570__WAIT_AND_RETRY,FAIL_000570,PAY_003808,SUB_0223,CUST_0223,819.65,AUTHENTICATION_FAILED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.295440,242.16,240.16
FAIL_000570__SEND_REMINDER,FAIL_000570,PAY_003808,SUB_0223,CUST_0223,819.65,AUTHENTICATION_FAILED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.278962,228.65,227.65
FAIL_000570__PAYMENT_LINK,FAIL_000570,PAY_003808,SUB_0223,CUST_0223,819.65,AUTHENTICATION_FAILED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.349545,286.50,283.50
FAIL_000570__UPDATE_PAYMENT_METHOD,FAIL_000570,PAY_003808,SUB_0223,CUST_0223,819.65,AUTHENTICATION_FAILED,576,16,3,19,0.842100,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.338609,277.54,274.54
FAIL_000571__RETRY_NOW,FAIL_000571,PAY_003821,SUB_0224,CUST_0224,1274.95,CARD_EXPIRED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.340036,433.53,431.53
FAIL_000571__WAIT_AND_RETRY,FAIL_000571,PAY_003821,SUB_0224,CUST_0224,1274.95,CARD_EXPIRED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.265509,338.51,336.51
FAIL_000571__SEND_REMINDER,FAIL_000571,PAY_003821,SUB_0224,CUST_0224,1274.95,CARD_EXPIRED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.245028,312.40,311.40
FAIL_000571__PAYMENT_LINK,FAIL_000571,PAY_003821,SUB_0224,CUST_0224,1274.95,CARD_EXPIRED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.349725,445.88,442.88
FAIL_000571__UPDATE_PAYMENT_METHOD,FAIL_000571,PAY_003821,SUB_0224,CUST_0224,1274.95,CARD_EXPIRED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.435583,555.35,552.35
FAIL_000572__RETRY_NOW,FAIL_000572,PAY_003822,SUB_0224,CUST_0224,1274.95,BANK_DECLINED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,RETRY_NOW,2.00,0.333359,425.02,423.02
FAIL_000572__WAIT_AND_RETRY,FAIL_000572,PAY_003822,SUB_0224,CUST_0224,1274.95,BANK_DECLINED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,WAIT_AND_RETRY,2.00,0.360612,459.76,457.76
FAIL_000572__SEND_REMINDER,FAIL_000572,PAY_003822,SUB_0224,CUST_0224,1274.95,BANK_DECLINED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,SEND_REMINDER,1.00,0.229759,292.93,291.93
FAIL_000572__PAYMENT_LINK,FAIL_000572,PAY_003822,SUB_0224,CUST_0224,1274.95,BANK_DECLINED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,PAYMENT_LINK,3.00,0.287623,366.70,363.70
FAIL_000572__UPDATE_PAYMENT_METHOD,FAIL_000572,PAY_003822,SUB_0224,CUST_0224,1274.95,BANK_DECLINED,233,6,1,7,0.857100,0.300000,0.250000,low_engagement,UPDATE_PAYMENT_METHOD,3.00,0.269148,343.15,340.15
FAIL_000573__RETRY_NOW,FAIL_000573,PAY_003861,SUB_0226,CUST_0226,974.55,NETWORK_ERROR,436,12,2,14,0.857100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.851822,830.14,828.14
FAIL_000573__WAIT_AND_RETRY,FAIL_000573,PAY_003861,SUB_0226,CUST_0226,974.55,NETWORK_ERROR,436,12,2,14,0.857100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.848380,826.79,824.79
FAIL_000573__SEND_REMINDER,FAIL_000573,PAY_003861,SUB_0226,CUST_0226,974.55,NETWORK_ERROR,436,12,2,14,0.857100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.689258,671.72,670.72
FAIL_000573__PAYMENT_LINK,FAIL_000573,PAY_003861,SUB_0226,CUST_0226,974.55,NETWORK_ERROR,436,12,2,14,0.857100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.777514,757.73,754.73
FAIL_000573__UPDATE_PAYMENT_METHOD,FAIL_000573,PAY_003861,SUB_0226,CUST_0226,974.55,NETWORK_ERROR,436,12,2,14,0.857100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.714457,696.27,693.27
FAIL_000574__RETRY_NOW,FAIL_000574,PAY_003865,SUB_0226,CUST_0226,974.55,LIMIT_EXCEEDED,436,12,2,14,0.857100,0.600000,0.600000,normal,RETRY_NOW,2.00,0.734698,716.00,714.00
FAIL_000574__WAIT_AND_RETRY,FAIL_000574,PAY_003865,SUB_0226,CUST_0226,974.55,LIMIT_EXCEEDED,436,12,2,14,0.857100,0.600000,0.600000,normal,WAIT_AND_RETRY,2.00,0.722612,704.22,702.22
FAIL_000574__SEND_REMINDER,FAIL_000574,PAY_003865,SUB_0226,CUST_0226,974.55,LIMIT_EXCEEDED,436,12,2,14,0.857100,0.600000,0.600000,normal,SEND_REMINDER,1.00,0.793317,773.13,772.13
FAIL_000574__PAYMENT_LINK,FAIL_000574,PAY_003865,SUB_0226,CUST_0226,974.55,LIMIT_EXCEEDED,436,12,2,14,0.857100,0.600000,0.600000,normal,PAYMENT_LINK,3.00,0.774521,754.81,751.81
FAIL_000574__UPDATE_PAYMENT_METHOD,FAIL_000574,PAY_003865,SUB_0226,CUST_0226,974.55,LIMIT_EXCEEDED,436,12,2,14,0.857100,0.600000,0.600000,normal,UPDATE_PAYMENT_METHOD,3.00,0.738364,719.57,716.57
