subscription_id,customer_id,plan,monthly_amount,billing_interval,start_date,next_billing_date,status
SUB_0336,CUST_0336,growth,1661.44,monthly,2024-09-22,2026-09-12,active
SUB_0337,CUST_0337,growth,6301.58,monthly,2024-09-24,2026-09-14,active
SUB_0338,CUST_0338,pro,1129.28,monthly,2026-06-04,2026-09-02,active
SUB_0339,CUST_0339,starter,387.33,monthly,2026-05-06,2026-09-03,active
SUB_0340,CUST_0340,pro,570.98,monthly,2026-07-11,2026-09-09,active
SUB_0341,CUST_0341,pro,15000,monthly,2024-09-26,2026-09-16,active
SUB_0342,CUST_0342,starter,240.82,monthly,2025-12-24,2026-09-20,active
SUB_0343,CUST_0343,starter,308.67,monthly,2025-08-21,2026-09-15,active
SUB_0344,CUST_0344,starter,482.81,monthly,2025-02-19,2026-09-12,active
SUB_0345,CUST_0345,starter,1403.81,monthly,2025-07-23,2026-09-16,active
SUB_0346,CUST_0346,growth,278.73,monthly,2025-12-02,2026-09-28,active
SUB_0347,CUST_0347,starter,256.66,monthly,2026-02-18,2026-09-16,active
SUB_0348,CUST_0348,pro,10125.65,monthly,2024-05-21,2026-09-08,active
SUB_0349,CUST_0349,pro,3058.5,monthly,2023-12-17,2026-09-02,active
SUB_0350,CUST_0350,starter,2135.52,monthly,2025-01-30,2026-09-22,active
SUB_0351,CUST_0351,growth,10238.83,monthly,2024-07-07,2026-09-25,active
SUB_0352,CUST_0352,growth,953.66,monthly,2024-03-16,2026-09-02,active
SUB_0353,CUST_0353,pro,1421.41,monthly,2023-12-05,2026-09-20,active
SUB_0354,CUST_0354,starter,886.93,monthly,2024-07-31,2026-09-19,active
SUB_0355,CUST_0355,pro,6549.87,monthly,2026-03-18,2026-09-14,active
SUB_0356,CUST_0356,growth,8418.6,monthly,2024-02-20,2026-09-07,active
SUB_0357,CUST_0357,pro,9181.79,monthly,2026-04-07,2026-09-04,active
SUB_0358,CUST_0358,pro,533.16,monthly,2024-03-29,2026-09-15,active
SUB_0359,CUST_0359,starter,762.6,monthly,2025-04-24,2026-09-16,active
SUB_0360,CUST_0360,pro,11218.69,monthly,2026-05-01,2026-09-28,active
SUB_0361,CUST_0361,growth,1451.55,monthly,2026-03-30,2026-09-26,active
SUB_0362,CUST_0362,starter,275.12,monthly,2025-07-29,2026-09-22,active
SUB_0363,CUST_0363,starter,260.32,monthly,2025-08-16,2026-09-10,active
SUB_0364,CUST_0364,starter,376.34,monthly,2024-03-22,2026-09-08,active
SUB_0365,CUST_0365,pro,578.62,monthly,2026-01-23,2026-09-20,active
SUB_0366,CUST_0366,starter,1420.91,monthly,2024-09-28,2026-09-18,active
SUB_0367,CUST_0367,starter,543.21,monthly,2026-01-17,2026-09-14,active
SUB_0368,CUST_0368,pro,12064.37,monthly,2025-04-05,2026-09-27,active
SUB_0369,CUST_0369,starter,803.69,monthly,2024-07-19,2026-09-07,active
SUB_0370,CUST_0370,pro,12230.7,monthly,2026-03-19,2026-09-15,active
SUB_0371,CUST_0371,pro,1607.44,monthly,2024-05-07,2026-09-24,active
SUB_0372,CUST_0372,growth,454.36,monthly,2024-06-04,2026-09-22,active
SUB_0373,CUST_0373,starter,1062.38,monthly,2024-10-07,2026-09-27,active
SUB_0374,CUST_0374,pro,1655.04,monthly,2023-12-08,2026-09-23,active
SUB_0375,CUST_0375,growth,1091.55,monthly,2024-05-15,2026-09-02,active
SUB_0376,CUST_0376,growth,1048.92,monthly,2024-03-22,2026-09-08,active
SUB_0377,CUST_0377,starter,929.32,monthly,2024-08-02,2026-09-21,active
SUB_0378,CUST_0378,pro,3115.09,monthly,2024-08-19,2026-09-08,active
SUB_0379,CUST_0379,starter,1699.45,monthly,2026-03-28,2026-09-24,active
SUB_0380,CUST_0380,pro,2093.21,monthly,2024-05-22,2026-09-09,active
SUB_0381,CUST_0381,growth,525.92,monthly,2026-01-15,2026-09-12,active
SUB_0382,CUST_0382,growth,1828.58,monthly,2024-09-25,2026-09-15,active
SUB_0383,CUST_0383,pro,1267.95,monthly,2026-02-24,2026-09-22,active
SUB_0384,CUST_0384,starter,686.09,monthly,2025-06-27,2026-09-20,active
SUB_0385,CUST_0385,pro,15000,monthly,2025-01-11,2026-09-03,active
SUB_0386,CUST_0386,pro,978.94,monthly,2025-01-27,2026-09-19,active
SUB_0387,CUST_0387,growth,524.81,monthly,2025-01-01,2026-09-23,active
SUB_0388,CUST_0388,starter,1500.02,monthly,2024-01-08,2026-09-24,active
SUB_0389,CUST_0389,pro,1690.4,monthly,2026-04-30,2026-09-27,active
SUB_0390,CUST_0390,growth,1773.37,monthly,2026-06-24,2026-09-22,active
SUB_0391,CUST_0391,starter,1224.04,monthly,2026-07-24,2026-09-22,active
SUB_0392,CUST_0392,pro,13086.81,monthly,2026-04-09,2026-09-06,active
SUB_0393,CUST_0393,growth,814.36,monthly,2024-09-11,2026-09-01,active
SUB_0394,CUST_0394,pro,9198.37,monthly,2025-10-24,2026-09-19,active
SUB_0395,CUST_0395,growth,1512.62,monthly,2025-08-23,2026-09-17,active
SUB_0396,CUST_0396,pro,5752.09,monthly,2024-04-25,2026-09-12,active
SUB_0397,CUST_0397,growth,834.28,monthly,2025-01-05,2026-09-27,active
SUB_0398,CUST_0398,starter,669.19,monthly,2024-05-14,2026-09-01,active
SUB_0399,CUST_0399,pro,1294.46,monthly,2025-05-25,2026-09-17,active
SUB_0400,CUST_0400,growth,7063.31,monthly,2024-02-15,2026-09-02,active
SUB_0401,CUST_0401,pro,896.73,monthly,2026-01-30,2026-09-27,active
SUB_0402,CUST_0402,pro,568.13,monthly,2023-12-16,2026-09-01,active
SUB_0403,CUST_0403,growth,9056.34,monthly,2024-05-13,2026-08-31,active
SUB_0404,CUST_0404,growth,2937.04,monthly,2026-03-16,2026-09-12,active
SUB_0405,CUST_0405,growth,703.31,monthly,2025-08-21,2026-09-15,active
SUB_0406,CUST_0406,starter,449.13,monthly,2024-10-10,2026-08-31,active
SUB_0407,CUST_0407,growth,12772.18,monthly,2024-04-11,2026-09-28,active
SUB_0408,CUST_0408,growth,1572.78,monthly,2025-08-18,2026-09-12,active
SUB_0409,CUST_0409,starter,432.26,monthly,2024-01-08,2026-09-24,active
SUB_0410,CUST_0410,growth,1152.66,monthly,2025-06-28,2026-09-21,active
SUB_0411,CUST_0411,pro,7190.16,monthly,2026-05-27,2026-09-24,active
SUB_0412,CUST_0412,starter,449.29,monthly,2024-02-12,2026-09-29,active
SUB_0413,CUST_0413,starter,527.99,monthly,2026-03-29,2026-09-25,active
SUB_0414,CUST_0414,growth,461.99,monthly,2025-11-15,2026-09-11,active
SUB_0415,CUST_0415,pro,1312.45,monthly,2025-11-17,2026-09-13,active
SUB_0416,CUST_0416,growth,5049.84,monthly,2024-04-12,2026-09-29,active
SUB_0417,CUST_0417,starter,850.96,monthly,2024-01-13,2026-09-29,active
SUB_0418,CUST_0418,growth,3172.22,monthly,2026-05-24,2026-09-21,active
SUB_0419,CUST_0419,starter,1157.68,monthly,2024-08-01,2026-09-20,active
SUB_0420,CUST_0420,pro,2483.15,monthly,2024-11-07,2026-09-28,active
SUB_0421,CUST_0421,starter,926.0,monthly,2025-12-09,2026-09-05,active
SUB_0422,CUST_0422,starter,306.79,monthly,2024-02-19,2026-09-06,active
SUB_0423,CUST_0423,pro,8809.89,monthly,2025-05-06,2026-09-28,active
SUB_0424,CUST_0424,growth,6888.32,monthly,2025-01-02,2026-09-24,active
SUB_0425,CUST_0425,growth,752.67,monthly,2026-02-15,2026-09-13,active
SUB_0426,CUST_0426,pro,542.66,monthly,2024-08-17,2026-09-06,active
SUB_0427,CUST_0427,starter,317.18,monthly,2024-01-12,2026-09-28,active
SUB_0428,CUST_0428,pro,7431.85,monthly,2026-01-26,2026-09-23,active
SUB_0429,CUST_0429,growth,946.68,monthly,2024-01-20,2026-09-06,active
SUB_0430,CUST_0430,pro,2619.41,monthly,2023-12-11,2026-09-26,active
SUB_0431,CUST_0431,starter,745.87,monthly,2024-05-09,2026-09-26,active
SUB_0432,CUST_0432,starter,1528.56,monthly,2026-04-14,2026-09-11,active
SUB_0433,CUST_0433,starter,699.79,monthly,2025-12-18,2026-09-14,active
SUB_0434,CUST_0434,starter,418.23,monthly,2023-12-20,2026-09-05,active
SUB_0435,CUST_0435,growth,779.11,monthly,2024-09-20,2026-09-10,active
SUB_0436,CUST_0436,growth,829.5,monthly,2024-08-09,2026-09-28,active
SUB_0437,CUST_0437,growth,1516.92,monthly,2024-08-13,2026-09-02,active
SUB_0438,CUST_0438,starter,1106.29,monthly,2023-12-26,2026-09-11,active
SUB_0439,CUST_0439,starter,694.64,monthly,2024-12-22,2026-09-13,active
SUB_0440,CUST_0440,starter,591.55,monthly,2025-01-26,2026-09-18,active
SUB_0441,CUST_0441,starter,791.33,monthly,2025-07-24,2026-09-17,active
SUB_0442,CUST_0442,starter,976.78,monthly,2025-01-26,2026-09-18,active
SUB_0443,CUST_0443,growth,976.9,monthly,2024-09-07,2026-09-27,active
SUB_0444,CUST_0444,pro,1927.55,monthly,2024-05-26,2026-09-13,active
SUB_0445,CUST_0445,growth,8141.29,monthly,2025-03-30,2026-09-21,active
SUB_0446,CUST_0446,growth,330.54,monthly,2025-10-11,2026-09-06,active
SUB_0447,CUST_0447,pro,1097.93,monthly,2026-05-14,2026-09-11,active
SUB_0448,CUST_0448,starter,493.96,monthly,2024-06-30,2026-09-18,active
SUB_0449,CUST_0449,starter,688.54,monthly,2025-04-28,2026-09-20,active
SUB_0450,CUST_0450,pro,919.98,monthly,2025-10-07,2026-09-02,active
SUB_0451,CUST_0451,pro,10230.7,monthly,2024-01-30,2026-09-16,active
SUB_0452,CUST_0452,pro,488.96,monthly,2026-04-09,2026-09-06,active
SUB_0453,CUST_0453,growth,993.42,monthly,2024-09-17,2026-09-07,active
SUB_0454,CUST_0454,pro,9617.0,monthly,2024-11-27,2026-09-18,active
SUB_0455,CUST_0455,pro,1599.52,monthly,2025-12-09,2026-09-05,active
SUB_0456,CUST_0456,pro,9811.15,monthly,2025-02-09,2026-09-02,active
SUB_0457,CUST_0457,pro,1961.94,monthly,2024-01-13,2026-09-29,active
SUB_0458,CUST_0458,pro,3086.94,monthly,2025-01-31,2026-09-23,active
SUB_0459,CUST_0459,growth,2362.25,monthly,2025-10-08,2026-09-03,active
SUB_0460,CUST_0460,starter,447.47,monthly,2025-07-03,2026-09-26,active
SUB_0461,CUST_0461,growth,1652.19,monthly,2025-01-12,2026-09-04,active
SUB_0462,CUST_0462,growth,1399.49,monthly,2024-07-22,2026-09-10,active
SUB_0463,CUST_0463,pro,8177.88,monthly,2026-02-22,2026-09-20,active
SUB_0464,CUST_0464,starter,428.01,monthly,2024-04-17,2026-09-04,active
SUB_0465,CUST_0465,starter,200,monthly,2026-07-18,2026-09-16,active
SUB_0466,CUST_0466,growth,1309.62,monthly,2025-01-22,2026-09-14,active
SUB_0467,CUST_0467,growth,2634.12,monthly,2024-01-09,2026-09-25,active
SUB_0468,CUST_0468,pro,1737.7,monthly,2023-12-19,2026-09-04,active
SUB_0469,CUST_0469,starter,725.12,monthly,2025-01-28,2026-09-20,active
SUB_0470,CUST_0470,pro,3089.81,monthly,2025-10-03,2026-09-28,active
SUB_0471,CUST_0471,growth,1458.52,monthly,2024-08-18,2026-09-07,active
SUB_0472,CUST_0472,pro,1179.38,monthly,2024-02-10,2026-09-27,active
SUB_0473,CUST_0473,growth,1039.13,monthly,2024-10-07,2026-09-27,active
SUB_0474,CUST_0474,starter,468.79,monthly,2025-07-31,2026-09-24,active
SUB_0475,CUST_0475,starter,332.6,monthly,2024-05-07,2026-09-24,active
SUB_0476,CUST_0476,starter,457.08,monthly,2024-11-17,2026-09-08,active
SUB_0477,CUST_0477,starter,580.5,monthly,2024-06-10,2026-09-28,active
SUB_0478,CUST_0478,growth,7886.47,monthly,2026-02-19,2026-09-17,active
SUB_0479,CUST_0479,growth,493.48,monthly,2024-01-22,2026-09-08,active
SUB_0480,CUST_0480,pro,2425.48,monthly,2026-05-07,2026-09-04,active
SUB_0481,CUST_0481,growth,3208.7,monthly,2024-02-20,2026-09-07,active
SUB_0482,CUST_0482,starter,1120.08,monthly,2024-01-25,2026-09-11,active
SUB_0483,CUST_0483,pro,6848.66,monthly,2025-06-03,2026-09-26,active
SUB_0484,CUST_0484,starter,846.76,monthly,2023-12-14,2026-09-29,active
SUB_0485,CUST_0485,starter,929.62,monthly,2025-09-20,2026-09-15,active
SUB_0486,CUST_0486,starter,434.48,monthly,2025-08-22,2026-09-16,active
SUB_0487,CUST_0487,pro,15000,monthly,2024-01-18,2026-09-04,active
SUB_0488,CUST_0488,growth,2159.58,monthly,2024-07-18,2026-09-06,active
SUB_0489,CUST_0489,growth,8583.5,monthly,2025-07-12,2026-09-05,active
SUB_0490,CUST_0490,starter,648.86,monthly,2026-07-26,2026-09-24,active
SUB_0491,CUST_0491,starter,540.07,monthly,2023-12-26,2026-09-11,active
SUB_0492,CUST_0492,pro,7417.42,monthly,2025-05-14,2026-09-06,active
SUB_0493,CUST_0493,starter,489.64,monthly,2024-04-06,2026-09-23,active
SUB_0494,CUST_0494,pro,14846.24,monthly,2024-09-01,2026-09-21,active
SUB_0495,CUST_0495,growth,2001.46,monthly,2026-05-21,2026-09-18,active
SUB_0496,CUST_0496,growth,1134.96,monthly,2025-09-10,2026-09-05,active
SUB_0497,CUST_0497,starter,366.04,monthly,2026-04-17,2026-09-14,active
SUB_0498,CUST_0498,pro,8777.43,monthly,2025-12-12,2026-09-08,active
SUB_0499,CUST_0499,starter,1378.57,monthly,2026-04-09,2026-09-06,active
SUB_0500,CUST_0500,pro,878.95,monthly,2024-08-15,2026-09-04,active
SUB_0501,CUST_0501,growth,1796.45,monthly,2026-05-16,2026-09-13,active
SUB_0502,CUST_0502,growth,4047.84,monthly,2024-04-14,2026-09-01,active
SUB_0503,CUST_0503,pro,6464.53,monthly,2026-01-21,2026-09-18,active
SUB_0504,CUST_0504,pro,2913.77,monthly,2025-06-20,2026-09-13,active
SUB_0505,CUST_0505,pro,4374.76,monthly,2024-10-08,2026-09-28,active
SUB_0506,CUST_0506,pro,1460.98,monthly,2024-03-10,2026-09-26,active
SUB_0507,CUST_0507,pro,11079.34,monthly,2025-03-16,2026-09-07,active
SUB_0508,CUST_0508,starter,676.53,monthly,2024-09-24,2026-09-14,active
SUB_0509,CUST_0509,growth,898.72,monthly,2026-01-17,2026-09-14,active
SUB_0510,CUST_0510,starter,398.64,monthly,2026-04-10,2026-09-07,active
SUB_0511,CUST_0511,starter,418.75,monthly,2025-10-08,2026-09-03,active
SUB_0512,CUST_0512,pro,2720.0,monthly,2025-05-17,2026-09-09,active
SUB_0513,CUST_0513,starter,1546.99,monthly,2026-06-29,2026-09-27,active
SUB_0514,CUST_0514,pro,8629.72,monthly,2025-05-25,2026-09-17,active
SUB_0515,CUST_0515,starter,801.81,monthly,2023-12-25,2026-09-10,active
SUB_0516,CUST_0516,starter,635.27,monthly,2025-04-16,2026-09-08,active
SUB_0517,CUST_0517,growth,3107.07,monthly,2026-03-14,2026-09-10,active
SUB_0518,CUST_0518,pro,10718.51,monthly,2024-10-31,2026-09-21,active
SUB_0519,CUST_0519,starter,1408.58,monthly,2026-01-23,2026-09-20,active
SUB_0520,CUST_0520,growth,1276.97,monthly,2024-12-06,2026-09-27,active
SUB_0521,CUST_0521,growth,1196.46,monthly,2025-03-06,2026-09-27,active
SUB_0522,CUST_0522,growth,11070.11,monthly,2024-11-18,2026-09-09,active
SUB_0523,CUST_0523,growth,1492.87,monthly,2026-04-15,2026-09-12,active
SUB_0524,CUST_0524,growth,956.5,monthly,2026-05-29,2026-09-26,active
SUB_0525,CUST_0525,pro,7349.37,monthly,2024-06-10,2026-09-28,active
SUB_0526,CUST_0526,starter,1281.89,monthly,2024-09-01,2026-09-21,active
SUB_0527,CUST_0527,starter,633.24,monthly,2025-06-27,2026-09-20,active
SUB_0528,CUST_0528,pro,3000.68,monthly,2026-06-28,2026-09-26,active
SUB_0529,CUST_0529,growth,971.62,monthly,2026-03-11,2026-09-07,active
SUB_0530,CUST_0530,pro,2315.15,monthly,2025-03-13,2026-09-04,active
SUB_0531,CUST_0531,growth,412.94,monthly,2025-05-16,2026-09-08,active
SUB_0532,CUST_0532,pro,8636.92,monthly,2024-08-12,2026-09-01,active
SUB_0533,CUST_0533,starter,444.14,monthly,2024-09-29,2026-09-19,active
SUB_0534,CUST_0534,pro,5341.14,monthly,2024-08-08,2026-09-27,active
SUB_0535,CUST_0535,pro,11601.39,monthly,2025-07-03,2026-09-26,active
SUB_0536,CUST_0536,starter,200,monthly,2025-12-22,2026-09-18,active
SUB_0537,CUST_0537,growth,547.66,monthly,2025-06-29,2026-09-22,active
SUB_0538,CUST_0538,pro,1824.63,monthly,2026-05-05,2026-09-02,active
SUB_0539,CUST_0539,growth,10328.15,monthly,2026-06-22,2026-09-20,active
SUB_0540,CUST_0540,pro,2023.63,monthly,2024-05-21,2026-09-08,active
SUB_0541,CUST_0541,growth,1477.75,monthly,2025-12-05,2026-09-01,active
SUB_0542,CUST_0542,starter,815.82,monthly,2026-07-15,2026-09-13,active
SUB_0543,CUST_0543,starter,601.97,monthly,2024-07-26,2026-09-14,active
SUB_0544,CUST_0544,starter,1730.41,monthly,2026-04-14,2026-09-11,active
SUB_0545,CUST_0545,starter,321.75,monthly,2024-08-01,2026-09-20,active
SUB_0546,CUST_0546,growth,424.05,monthly,2025-11-25,2026-09-21,active
SUB_0547,CUST_0547,pro,2231.07,monthly,2025-01-04,2026-09-26,active
SUB_0548,CUST_0548,pro,8387.64,monthly,2024-10-22,2026-09-12,active
SUB_0549,CUST_0549,pro,2176.93,monthly,2025-08-21,2026-09-15,active
SUB_0550,CUST_0550,pro,7064.05,monthly,2024-08-14,2026-09-03,active
SUB_0551,CUST_0551,growth,996.1,monthly,2026-03-07,2026-09-03,active
SUB_0552,CUST_0552,growth,507.97,monthly,2024-02-12,2026-09-29,active
SUB_0553,CUST_0553,pro,2560.17,monthly,2024-07-28,2026-09-16,active
SUB_0554,CUST_0554,growth,1092.97,monthly,2024-03-22,2026-09-08,active
SUB_0555,CUST_0555,growth,7113.82,monthly,2025-02-03,2026-09-26,active
SUB_0556,CUST_0556,pro,1271.26,monthly,2024-09-23,2026-09-13,active
SUB_0557,CUST_0557,pro,829.31,monthly,2025-09-19,2026-09-14,active
SUB_0558,CUST_0558,pro,4623.56,monthly,2026-04-30,2026-09-27,active
SUB_0559,CUST_0559,starter,595.41,monthly,2025-02-15,2026-09-08,active
SUB_0560,CUST_0560,growth,798.04,monthly,2025-10-15,2026-09-10,active
SUB_0561,CUST_0561,starter,1744.32,monthly,2026-05-14,2026-09-11,active
SUB_0562,CUST_0562,pro,4845.26,monthly,2026-07-16,2026-09-14,active
SUB_0563,CUST_0563,starter,404.63,monthly,2024-01-02,2026-09-18,active
SUB_0564,CUST_0564,pro,5516.54,monthly,2025-01-01,2026-09-23,active
SUB_0565,CUST_0565,starter,200,monthly,2024-08-25,2026-09-14,active
SUB_0566,CUST_0566,pro,6189.75,monthly,2025-03-11,2026-09-02,active
SUB_0567,CUST_0567,starter,950.44,monthly,2024-07-30,2026-09-18,active
SUB_0568,CUST_0568,growth,554.06,monthly,2025-08-12,2026-09-06,active
SUB_0569,CUST_0569,growth,979.02,monthly,2026-02-25,2026-09-23,active
SUB_0570,CUST_0570,growth,10396.75,monthly,2025-08-27,2026-09-21,active
SUB_0571,CUST_0571,starter,1026.5,monthly,2026-03-07,2026-09-03,active
SUB_0572,CUST_0572,pro,12441.81,monthly,2025-05-22,2026-09-14,active
SUB_0573,CUST_0573,starter,557.68,monthly,2024-08-02,2026-09-21,active
SUB_0574,CUST_0574,growth,918.08,monthly,2024-01-11,2026-09-27,active
SUB_0575,CUST_0575,starter,200,monthly,2026-04-23,2026-09-20,active
SUB_0576,CUST_0576,starter,245.25,monthly,2024-03-26,2026-09-12,active
SUB_0577,CUST_0577,starter,576.58,monthly,2023-12-22,2026-09-07,active
SUB_0578,CUST_0578,pro,1586.51,monthly,2024-12-16,2026-09-07,active
SUB_0579,CUST_0579,starter,1224.26,monthly,2025-11-09,2026-09-05,active
SUB_0580,CUST_0580,growth,1096.45,monthly,2024-01-21,2026-09-07,active
SUB_0581,CUST_0581,starter,369.27,monthly,2024-12-17,2026-09-08,active
SUB_0582,CUST_0582,starter,1476.54,monthly,2024-02-08,2026-09-25,active
SUB_0583,CUST_0583,starter,687.18,monthly,2026-07-04,2026-09-02,active
SUB_0584,CUST_0584,pro,2485.65,monthly,2024-06-05,2026-09-23,active
SUB_0585,CUST_0585,pro,15000,monthly,2024-04-30,2026-09-17,active
SUB_0586,CUST_0586,starter,825.5,monthly,2025-11-09,2026-09-05,active
SUB_0587,CUST_0587,starter,918.65,monthly,2024-08-28,2026-09-17,active
SUB_0588,CUST_0588,starter,278.46,monthly,2024-12-26,2026-09-17,active
SUB_0589,CUST_0589,starter,998.51,monthly,2024-12-24,2026-09-15,active
SUB_0590,CUST_0590,growth,2278.63,monthly,2025-10-23,2026-09-18,active
SUB_0591,CUST_0591,growth,9218.33,monthly,2024-12-06,2026-09-27,active
SUB_0592,CUST_0592,starter,336.38,monthly,2025-07-18,2026-09-11,active
SUB_0593,CUST_0593,pro,11278.37,monthly,2023-12-31,2026-09-16,active
SUB_0594,CUST_0594,pro,1217.21,monthly,2026-07-28,2026-09-26,active
SUB_0595,CUST_0595,pro,10967.98,monthly,2024-09-28,2026-09-18,active
SUB_0596,CUST_0596,growth,644.07,monthly,2024-02-28,2026-09-15,active
SUB_0597,CUST_0597,pro,12778.74,monthly,2026-05-20,2026-09-17,active
SUB_0598,CUST_0598,pro,4042.08,monthly,2024-07-29,2026-09-17,active
SUB_0599,CUST_0599,starter,1262.66,monthly,2025-11-03,2026-09-29,active
SUB_0600,CUST_0600,starter,482.28,monthly,2024-12-27,2026-09-18,active
SUB_0601,CUST_0601,growth,2076.6,monthly,2024-03-12,2026-09-28,active
SUB_0602,CUST_0602,pro,10274.65,monthly,2025-04-17,2026-09-09,active
SUB_0603,CUST_0603,growth,1520.52,monthly,2024-05-05,2026-09-22,active
SUB_0604,CUST_0604,pro,10204.8,monthly,2026-04-03,2026-08-31,active
SUB_0605,CUST_0605,pro,11387.01,monthly,2025-09-27,2026-09-22,active
SUB_0606,CUST_0606,pro,10691.8,monthly,2024-11-23,2026-09-14,active
SUB_0607,CUST_0607,starter,472.62,monthly,2026-04-26,2026-09-23,active
SUB_0608,CUST_0608,growth,1135.3,monthly,2024-05-25,2026-09-12,active
SUB_0609,CUST_0609,pro,1520.27,monthly,2024-07-17,2026-09-05,active
SUB_0610,CUST_0610,pro,11684.35,monthly,2024-03-07,2026-09-23,active
SUB_0611,CUST_0611,pro,1755.93,monthly,2025-05-09,2026-09-01,active
SUB_0612,CUST_0612,growth,1619.28,monthly,2025-09-06,2026-09-01,active
SUB_0613,CUST_0613,growth,1400.65,monthly,2024-04-01,2026-09-18,active
SUB_0614,CUST_0614,pro,1335.49,monthly,2026-05-18,2026-09-15,active
SUB_0615,CUST_0615,growth,2225.6,monthly,2025-06-15,2026-09-08,active
SUB_0616,CUST_0616,starter,200,monthly,2026-02-25,2026-09-23,active
SUB_0617,CUST_0617,starter,469.95,monthly,2025-01-24,2026-09-16,active
SUB_0618,CUST_0618,pro,8001.98,monthly,2026-06-11,2026-09-09,active
SUB_0619,CUST_0619,pro,9630.47,monthly,2024-12-04,2026-09-25,active
SUB_0620,CUST_0620,starter,1511.7,monthly,2025-08-02,2026-09-26,active
SUB_0621,CUST_0621,pro,3237.73,monthly,2026-03-09,2026-09-05,active
SUB_0622,CUST_0622,growth,2104.71,monthly,2026-05-30,2026-09-27,active
SUB_0623,CUST_0623,pro,1621.46,monthly,2024-11-06,2026-09-27,active
SUB_0624,CUST_0624,pro,1572.39,monthly,2025-01-25,2026-09-17,active
SUB_0625,CUST_0625,pro,2210.87,monthly,2024-09-27,2026-09-17,active
SUB_0626,CUST_0626,growth,548.8,monthly,2024-02-08,2026-09-25,active
SUB_0627,CUST_0627,starter,200,monthly,2024-01-30,2026-09-16,active
SUB_0628,CUST_0628,growth,1735.47,monthly,2024-07-10,2026-09-28,active
SUB_0629,CUST_0629,pro,6133.24,monthly,2024-01-28,2026-09-14,active
SUB_0630,CUST_0630,growth,4465.68,monthly,2026-03-08,2026-09-04,active
SUB_0631,CUST_0631,starter,761.44,monthly,2025-04-05,2026-09-27,active
SUB_0632,CUST_0632,pro,6040.58,monthly,2024-06-15,2026-09-03,active
SUB_0633,CUST_0633,starter,228.11,monthly,2025-05-13,2026-09-05,active
SUB_0634,CUST_0634,growth,1890.32,monthly,2025-07-27,2026-09-20,active
SUB_0635,CUST_0635,pro,13569.88,monthly,2024-09-14,2026-09-04,active
SUB_0636,CUST_0636,pro,666.71,monthly,2024-07-03,2026-09-21,active
SUB_0637,CUST_0637,starter,1251.31,monthly,2024-12-13,2026-09-04,active
SUB_0638,CUST_0638,pro,1633.25,monthly,2024-11-10,2026-09-01,active
SUB_0639,CUST_0639,starter,676.5,monthly,2026-01-16,2026-09-13,active
SUB_0640,CUST_0640,growth,1249.65,monthly,2024-04-30,2026-09-17,active
SUB_0641,CUST_0641,starter,644.44,monthly,2025-05-09,2026-09-01,active
SUB_0642,CUST_0642,pro,1471.22,monthly,2024-07-31,2026-09-19,active
SUB_0643,CUST_0643,growth,1063.34,monthly,2025-11-19,2026-09-15,active
SUB_0644,CUST_0644,starter,289.39,monthly,2024-08-13,2026-09-02,active
SUB_0645,CUST_0645,pro,1963.54,monthly,2025-02-05,2026-09-28,active
SUB_0646,CUST_0646,starter,232.1,monthly,2026-03-01,2026-09-27,active
SUB_0647,CUST_0647,pro,1055.34,monthly,2023-12-17,2026-09-02,active
SUB_0648,CUST_0648,starter,808.49,monthly,2025-01-01,2026-09-23,active
SUB_0649,CUST_0649,starter,2141.95,monthly,2025-02-06,2026-09-29,active
SUB_0650,CUST_0650,growth,300.09,monthly,2024-09-02,2026-09-22,active
SUB_0651,CUST_0651,starter,1314.12,monthly,2026-03-08,2026-09-04,active
SUB_0652,CUST_0652,growth,570.52,monthly,2026-01-03,2026-08-31,active
SUB_0653,CUST_0653,pro,15000,monthly,2025-11-14,2026-09-10,active
SUB_0654,CUST_0654,pro,8671.76,monthly,2026-05-24,2026-09-21,active
SUB_0655,CUST_0655,pro,5023.95,monthly,2025-10-13,2026-09-08,active
SUB_0656,CUST_0656,growth,397.94,monthly,2026-06-25,2026-09-23,active
SUB_0657,CUST_0657,starter,1695.02,monthly,2024-03-30,2026-09-16,active
SUB_0658,CUST_0658,starter,1786.82,monthly,2024-02-20,2026-09-07,active
SUB_0659,CUST_0659,pro,1906.5,monthly,2024-08-28,2026-09-17,active
SUB_0660,CUST_0660,growth,2082.3,monthly,2025-06-15,2026-09-08,active
SUB_0661,CUST_0661,growth,629.8,monthly,2024-12-26,2026-09-17,active
SUB_0662,CUST_0662,pro,8298.83,monthly,2023-12-15,2026-08-31,active
SUB_0663,CUST_0663,starter,774.01,monthly,2025-12-25,2026-09-21,active
SUB_0664,CUST_0664,pro,3710.81,monthly,2024-05-01,2026-09-18,active
SUB_0665,CUST_0665,starter,374.12,monthly,2025-08-13,2026-09-07,active
SUB_0666,CUST_0666,growth,1090.5,monthly,2024-08-02,2026-09-21,active
SUB_0667,CUST_0667,starter,651.62,monthly,2026-06-29,2026-09-27,active
SUB_0668,CUST_0668,pro,1279.62,monthly,2024-07-09,2026-09-27,active
SUB_0669,CUST_0669,growth,944.28,monthly,2025-11-25,2026-09-21,active
SUB_0670,CUST_0670,starter,891.7,monthly,2024-12-12,2026-09-03,active
SUB_0671,CUST_0671,starter,550.66,monthly,2024-08-05,2026-09-24,active
