customer_id,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,monthly_subscription_value,historical_recovery_rate,engagement_score,behavior_profile
CUST_0388,965,32,0,32,1.0,1965,0.8,0.85,reliable
CUST_0389,122,4,0,4,1.0,1311,0.6,0.6,normal
CUST_0390,67,1,1,2,0.5,1441,0.35,0.45,friction_prone
CUST_0391,37,1,0,1,1.0,1981,0.6,0.6,normal
CUST_0392,143,4,0,4,1.0,8405,0.82,0.9,high_value_loyal
CUST_0393,718,18,5,23,0.7826,642,0.3,0.25,low_engagement
CUST_0394,310,10,0,10,1.0,6210,0.82,0.9,high_value_loyal
CUST_0395,372,11,1,12,0.9167,1282,0.6,0.6,normal
CUST_0396,857,25,3,28,0.8929,3834,0.82,0.9,high_value_loyal
CUST_0397,602,20,0,20,1.0,776,0.8,0.85,reliable
CUST_0398,838,23,4,27,0.8519,772,0.3,0.25,low_engagement
CUST_0399,462,14,1,15,0.9333,929,0.8,0.85,reliable
CUST_0400,927,28,2,30,0.9333,7542,0.82,0.9,high_value_loyal
CUST_0401,212,7,0,7,1.0,527,0.6,0.6,normal
CUST_0402,988,26,6,32,0.8125,366,0.35,0.45,friction_prone
CUST_0403,839,26,1,27,0.963,7510,0.82,0.9,high_value_loyal
CUST_0404,167,5,0,5,1.0,2598,0.8,0.85,reliable
CUST_0405,374,10,2,12,0.8333,725,0.3,0.25,low_engagement
CUST_0406,689,20,2,22,0.9091,613,0.3,0.25,low_engagement
CUST_0407,871,28,1,29,0.9655,9834,0.82,0.9,high_value_loyal
CUST_0408,377,8,4,12,0.6667,1363,0.35,0.45,friction_prone
CUST_0409,965,27,5,32,0.8438,689,0.3,0.25,low_engagement
CUST_0410,428,13,1,14,0.9286,1084,0.8,0.85,reliable
CUST_0411,95,3,0,3,1.0,5694,0.82,0.9,high_value_loyal
CUST_0412,930,22,9,31,0.7097,621,0.3,0.25,low_engagement
CUST_0413,154,4,1,5,0.8,661,0.3,0.25,low_engagement
CUST_0414,288,9,0,9,1.0,377,0.6,0.6,normal
CUST_0415,286,8,1,9,0.8889,1074,0.8,0.85,reliable
CUST_0416,870,29,0,29,1.0,5045,0.82,0.9,high_value_loyal
CUST_0417,960,26,6,32,0.8125,955,0.35,0.45,friction_prone
CUST_0418,98,3,0,3,1.0,2546,0.8,0.85,reliable
CUST_0419,759,20,5,25,0.8,1452,0.8,0.85,reliable
CUST_0420,661,21,1,22,0.9545,1681,0.8,0.85,reliable
CUST_0421,264,8,0,8,1.0,1411,0.8,0.85,reliable
CUST_0422,923,25,5,30,0.8333,371,0.3,0.25,low_engagement
CUST_0423,481,15,1,16,0.9375,5320,0.82,0.9,high_value_loyal
CUST_0424,605,18,2,20,0.9,6152,0.82,0.9,high_value_loyal
CUST_0425,196,5,1,6,0.8333,700,0.3,0.25,low_engagement
CUST_0426,743,18,6,24,0.75,364,0.35,0.45,friction_prone
CUST_0427,961,26,6,32,0.8125,402,0.3,0.25,low_engagement
CUST_0428,216,7,0,7,1.0,4571,0.82,0.9,high_value_loyal
CUST_0429,953,23,8,31,0.7419,845,0.35,0.45,friction_prone
CUST_0430,993,24,9,33,0.7273,1813,0.6,0.6,normal
CUST_0431,843,20,8,28,0.7143,875,0.3,0.25,low_engagement
CUST_0432,138,4,0,4,1.0,2070,0.8,0.85,reliable
CUST_0433,255,5,3,8,0.625,881,0.35,0.45,friction_prone
CUST_0434,984,27,5,32,0.8438,558,0.6,0.6,normal
CUST_0435,709,17,6,23,0.7391,706,0.3,0.25,low_engagement
CUST_0436,751,12,13,25,0.48,778,0.35,0.45,friction_prone
CUST_0437,747,21,3,24,0.875,1174,0.6,0.6,normal
CUST_0438,978,29,3,32,0.9062,1501,0.6,0.6,normal
CUST_0439,616,16,4,20,0.8,1057,0.3,0.25,low_engagement
CUST_0440,581,13,6,19,0.6842,718,0.3,0.25,low_engagement
CUST_0441,402,9,4,13,0.6923,921,0.35,0.45,friction_prone
CUST_0442,581,18,1,19,0.9474,1167,0.3,0.25,low_engagement
CUST_0443,722,20,4,24,0.8333,943,0.35,0.45,friction_prone
CUST_0444,826,16,11,27,0.5926,1417,0.35,0.45,friction_prone
CUST_0445,518,17,0,17,1.0,6839,0.82,0.9,high_value_loyal
CUST_0446,323,5,5,10,0.5,292,0.3,0.25,low_engagement
CUST_0447,108,3,0,3,1.0,735,0.8,0.85,reliable
CUST_0448,791,24,2,26,0.9231,673,0.8,0.85,reliable
CUST_0449,489,11,5,16,0.6875,984,0.3,0.25,low_engagement
CUST_0450,327,10,0,10,1.0,645,0.8,0.85,reliable
CUST_0451,943,31,0,31,1.0,5942,0.82,0.9,high_value_loyal
CUST_0452,143,4,0,4,1.0,364,0.6,0.6,normal
CUST_0453,712,21,2,23,0.913,1000,0.6,0.6,normal
CUST_0454,641,19,2,21,0.9048,7843,0.82,0.9,high_value_loyal
CUST_0455,264,7,1,8,0.875,1078,0.6,0.6,normal
CUST_0456,567,18,0,18,1.0,6867,0.82,0.9,high_value_loyal
CUST_0457,960,25,7,32,0.7812,1171,0.35,0.45,friction_prone
CUST_0458,576,12,7,19,0.6316,1726,0.6,0.6,normal
CUST_0459,326,8,2,10,0.8,1837,0.6,0.6,normal
CUST_0460,423,12,2,14,0.8571,503,0.3,0.25,low_engagement
CUST_0461,595,13,6,19,0.6842,1324,0.35,0.45,friction_prone
CUST_0462,769,18,7,25,0.72,1489,0.35,0.45,friction_prone
CUST_0463,189,6,0,6,1.0,6763,0.82,0.9,high_value_loyal
CUST_0464,865,25,3,28,0.8929,592,0.6,0.6,normal
CUST_0465,43,0,1,1,0.0,209,0.3,0.25,low_engagement
CUST_0466,585,19,0,19,1.0,1080,0.8,0.85,reliable
CUST_0467,964,30,2,32,0.9375,2544,0.8,0.85,reliable
CUST_0468,985,18,14,32,0.5625,1208,0.35,0.45,friction_prone
CUST_0469,579,13,6,19,0.6842,1038,0.3,0.25,low_engagement
CUST_0470,331,10,1,11,0.9091,1801,0.6,0.6,normal
CUST_0471,742,23,1,24,0.9583,1138,0.8,0.85,reliable
CUST_0472,932,29,2,31,0.9355,723,0.8,0.85,reliable
CUST_0473,692,19,4,23,0.8261,832,0.35,0.45,friction_prone
CUST_0474,395,12,1,13,0.9231,597,0.8,0.85,reliable
CUST_0475,845,19,9,28,0.6786,413,0.3,0.25,low_engagement
CUST_0476,651,16,5,21,0.7619,684,0.3,0.25,low_engagement
CUST_0477,811,17,10,27,0.6296,795,0.35,0.45,friction_prone
CUST_0478,192,6,0,6,1.0,6837,0.82,0.9,high_value_loyal
CUST_0479,951,24,7,31,0.7742,458,0.3,0.25,low_engagement
CUST_0480,115,3,0,3,1.0,1758,0.6,0.6,normal
CUST_0481,922,27,3,30,0.9,3116,0.82,0.9,high_value_loyal
CUST_0482,948,23,8,31,0.7419,1628,0.6,0.6,normal
CUST_0483,453,15,0,15,1.0,5320,0.82,0.9,high_value_loyal
CUST_0484,990,25,8,33,0.7576,1100,0.3,0.25,low_engagement
CUST_0485,344,6,5,11,0.5455,1428,0.35,0.45,friction_prone
CUST_0486,373,10,2,12,0.8333,555,0.35,0.45,friction_prone
CUST_0487,955,29,2,31,0.9355,9885,0.82,0.9,high_value_loyal
CUST_0488,773,22,3,25,0.88,1707,0.6,0.6,normal
CUST_0489,414,12,1,13,0.9231,7915,0.82,0.9,high_value_loyal
CUST_0490,35,1,0,1,1.0,959,0.3,0.25,low_engagement
CUST_0491,978,22,10,32,0.6875,621,0.35,0.45,friction_prone
CUST_0492,473,15,0,15,1.0,5404,0.82,0.9,high_value_loyal
CUST_0493,876,24,5,29,0.8276,787,0.3,0.25,low_engagement
CUST_0494,728,22,2,24,0.9167,8282,0.82,0.9,high_value_loyal
CUST_0495,101,3,0,3,1.0,1732,0.8,0.85,reliable
CUST_0496,354,8,3,11,0.7273,965,0.35,0.45,friction_prone
CUST_0497,135,4,0,4,1.0,530,0.3,0.25,low_engagement
CUST_0498,261,6,2,8,0.75,5127,0.82,0.9,high_value_loyal
CUST_0499,143,4,0,4,1.0,2054,0.8,0.85,reliable
CUST_0500,745,17,7,24,0.7083,621,0.35,0.45,friction_prone
CUST_0501,106,2,1,3,0.6667,1385,0.8,0.85,reliable
CUST_0502,868,26,2,28,0.9286,3135,0.82,0.9,high_value_loyal
CUST_0503,221,7,0,7,1.0,4737,0.82,0.9,high_value_loyal
CUST_0504,436,14,0,14,1.0,1695,0.6,0.6,normal
CUST_0505,691,23,0,23,1.0,2452,0.8,0.85,reliable
CUST_0506,903,23,7,30,0.7667,887,0.35,0.45,friction_prone
CUST_0507,532,16,1,17,0.9412,6361,0.82,0.9,high_value_loyal
CUST_0508,705,16,7,23,0.6957,865,0.6,0.6,normal
CUST_0509,225,6,1,7,0.8571,910,0.35,0.45,friction_prone
CUST_0510,142,3,1,4,0.75,507,0.35,0.45,friction_prone
CUST_0511,326,9,1,10,0.9,513,0.3,0.25,low_engagement
CUST_0512,470,13,2,15,0.8667,1691,0.8,0.85,reliable
CUST_0513,62,2,0,2,1.0,1962,0.6,0.6,normal
CUST_0514,462,15,0,15,1.0,5435,0.82,0.9,high_value_loyal
CUST_0515,979,28,4,32,0.875,1095,0.3,0.25,low_engagement
CUST_0516,501,12,4,16,0.75,775,0.3,0.25,low_engagement
CUST_0517,169,5,0,5,1.0,3052,0.82,0.9,high_value_loyal
CUST_0518,668,21,1,22,0.9545,8211,0.82,0.9,high_value_loyal
CUST_0519,219,7,0,7,1.0,1685,0.8,0.85,reliable
CUST_0520,632,20,1,21,0.9524,1148,0.8,0.85,reliable
CUST_0521,542,11,7,18,0.6111,971,0.35,0.45,friction_prone
CUST_0522,650,18,3,21,0.8571,9001,0.82,0.9,high_value_loyal
CUST_0523,137,2,2,4,0.5,1160,0.6,0.6,normal
CUST_0524,93,3,0,3,1.0,798,0.8,0.85,reliable
CUST_0525,811,26,1,27,0.963,5791,0.82,0.9,high_value_loyal
CUST_0526,728,22,2,24,0.9167,1996,0.6,0.6,normal
CUST_0527,429,9,5,14,0.6429,738,0.35,0.45,friction_prone
CUST_0528,63,2,0,2,1.0,1870,0.8,0.85,reliable
CUST_0529,172,5,0,5,1.0,755,0.8,0.85,reliable
CUST_0530,535,12,5,17,0.7059,1631,0.6,0.6,normal
CUST_0531,471,11,4,15,0.7333,456,0.35,0.45,friction_prone
CUST_0532,748,22,2,24,0.9167,5864,0.82,0.9,high_value_loyal
CUST_0533,700,15,8,23,0.6522,554,0.3,0.25,low_engagement
CUST_0534,752,22,3,25,0.88,3154,0.82,0.9,high_value_loyal
CUST_0535,423,13,1,14,0.9286,9171,0.82,0.9,high_value_loyal
CUST_0536,251,7,1,8,0.875,311,0.3,0.25,low_engagement
CUST_0537,427,8,6,14,0.5714,487,0.3,0.25,low_engagement
CUST_0538,117,1,2,3,0.3333,1369,0.35,0.45,friction_prone
CUST_0539,69,2,0,2,1.0,8400,0.82,0.9,high_value_loyal
CUST_0540,831,21,6,27,0.7778,1465,0.35,0.45,friction_prone
CUST_0541,268,8,0,8,1.0,1561,0.8,0.85,reliable
CUST_0542,46,1,0,1,1.0,923,0.35,0.45,friction_prone
CUST_0543,765,21,4,25,0.84,805,0.3,0.25,low_engagement
CUST_0544,138,4,0,4,1.0,2581,0.8,0.85,reliable
CUST_0545,759,20,5,25,0.8,449,0.3,0.25,low_engagement
CUST_0546,278,5,4,9,0.5556,363,0.35,0.45,friction_prone
CUST_0547,603,16,4,20,0.8,1379,0.35,0.45,friction_prone
CUST_0548,677,22,0,22,1.0,5403,0.82,0.9,high_value_loyal
CUST_0549,374,11,1,12,0.9167,1684,0.8,0.85,reliable
CUST_0550,746,22,2,24,0.9167,5609,0.82,0.9,high_value_loyal
CUST_0551,176,3,2,5,0.6,869,0.6,0.6,normal
CUST_0552,930,20,11,31,0.6452,502,0.3,0.25,low_engagement
CUST_0553,763,24,1,25,0.96,1800,0.8,0.85,reliable
CUST_0554,891,27,2,29,0.931,1014,0.6,0.6,normal
CUST_0555,573,18,1,19,0.9474,6807,0.82,0.9,high_value_loyal
CUST_0556,706,15,8,23,0.6522,895,0.35,0.45,friction_prone
CUST_0557,345,9,2,11,0.8182,586,0.8,0.85,reliable
CUST_0558,122,4,0,4,1.0,3519,0.82,0.9,high_value_loyal
CUST_0559,561,17,1,18,0.9444,673,0.8,0.85,reliable
CUST_0560,319,10,0,10,1.0,852,0.6,0.6,normal
CUST_0561,108,3,0,3,1.0,2201,0.8,0.85,reliable
CUST_0562,45,1,0,1,1.0,2718,0.8,0.85,reliable
CUST_0563,971,28,4,32,0.875,578,0.3,0.25,low_engagement
CUST_0564,606,19,1,20,0.95,3299,0.82,0.9,high_value_loyal
CUST_0565,735,16,8,24,0.6667,279,0.35,0.45,friction_prone
CUST_0566,537,17,0,17,1.0,4674,0.82,0.9,high_value_loyal
CUST_0567,761,22,3,25,0.88,1104,0.3,0.25,low_engagement
CUST_0568,383,10,2,12,0.8333,458,0.6,0.6,normal
CUST_0569,186,6,0,6,1.0,860,0.3,0.25,low_engagement
CUST_0570,368,11,1,12,0.9167,8037,0.82,0.9,high_value_loyal
CUST_0571,176,3,2,5,0.6,1347,0.6,0.6,normal
CUST_0572,465,13,2,15,0.8667,9828,0.82,0.9,high_value_loyal
CUST_0573,758,17,8,25,0.68,872,0.35,0.45,friction_prone
CUST_0574,962,30,2,32,0.9375,755,0.8,0.85,reliable
CUST_0575,129,2,2,4,0.5,234,0.35,0.45,friction_prone
CUST_0576,887,21,8,29,0.7241,376,0.35,0.45,friction_prone
CUST_0577,982,27,5,32,0.8438,701,0.3,0.25,low_engagement
CUST_0578,622,14,6,20,0.7,1251,0.35,0.45,friction_prone
CUST_0579,294,8,1,9,0.8889,1648,0.6,0.6,normal
CUST_0580,952,24,7,31,0.7742,992,0.3,0.25,low_engagement
CUST_0581,621,10,10,20,0.5,502,0.35,0.45,friction_prone
CUST_0582,934,27,4,31,0.871,1671,0.6,0.6,normal
CUST_0583,57,1,0,1,1.0,823,0.3,0.25,low_engagement
CUST_0584,816,26,1,27,0.963,1643,0.6,0.6,normal
CUST_0585,852,26,2,28,0.9286,8796,0.82,0.9,high_value_loyal
CUST_0586,294,8,1,9,0.8889,1110,0.3,0.25,low_engagement
CUST_0587,732,23,1,24,0.9583,1140,0.3,0.25,low_engagement
CUST_0588,612,13,7,20,0.65,319,0.3,0.25,low_engagement
CUST_0589,614,18,2,20,0.9,1148,0.6,0.6,normal
CUST_0590,311,9,1,10,0.9,1993,0.6,0.6,normal
CUST_0591,632,20,1,21,0.9524,9127,0.82,0.9,high_value_loyal
CUST_0592,408,13,0,13,1.0,440,0.3,0.25,low_engagement
CUST_0593,973,29,3,32,0.9062,6277,0.82,0.9,high_value_loyal
CUST_0594,33,1,0,1,1.0,884,0.35,0.45,friction_prone
CUST_0595,701,20,3,23,0.8696,7522,0.82,0.9,high_value_loyal
CUST_0596,914,25,5,30,0.8333,681,0.3,0.25,low_engagement
CUST_0597,102,2,1,3,0.6667,7401,0.82,0.9,high_value_loyal
CUST_0598,762,25,0,25,1.0,2476,0.8,0.85,reliable
CUST_0599,300,9,1,10,0.9,1732,0.6,0.6,normal
CUST_0600,611,14,6,20,0.7,666,0.35,0.45,friction_prone
CUST_0601,901,29,1,30,0.9667,1960,0.8,0.85,reliable
CUST_0602,500,14,2,16,0.875,7405,0.82,0.9,high_value_loyal
CUST_0603,847,28,0,28,1.0,1304,0.8,0.85,reliable
CUST_0604,149,4,0,4,1.0,7901,0.82,0.9,high_value_loyal
CUST_0605,337,11,0,11,1.0,9181,0.82,0.9,high_value_loyal
CUST_0606,645,21,0,21,1.0,8513,0.82,0.9,high_value_loyal
CUST_0607,126,3,1,4,0.75,574,0.35,0.45,friction_prone
CUST_0608,827,25,2,27,0.9259,927,0.6,0.6,normal
CUST_0609,774,16,9,25,0.64,1230,0.35,0.45,friction_prone
CUST_0610,906,24,6,30,0.8,7602,0.82,0.9,high_value_loyal
CUST_0611,478,15,0,15,1.0,1379,0.8,0.85,reliable
CUST_0612,358,11,0,11,1.0,1296,0.6,0.6,normal
CUST_0613,881,27,2,29,0.931,1123,0.8,0.85,reliable
CUST_0614,104,3,0,3,1.0,1085,0.35,0.45,friction_prone
CUST_0615,441,14,0,14,1.0,1952,0.8,0.85,reliable
CUST_0616,186,5,1,6,0.8333,240,0.3,0.25,low_engagement
CUST_0617,583,10,9,19,0.5263,727,0.6,0.6,normal
CUST_0618,80,2,0,2,1.0,4684,0.82,0.9,high_value_loyal
CUST_0619,634,20,1,21,0.9524,6279,0.82,0.9,high_value_loyal
CUST_0620,393,12,1,13,0.9231,1824,0.8,0.85,reliable
CUST_0621,174,5,0,5,1.0,2424,0.8,0.85,reliable
CUST_0622,92,3,0,3,1.0,1700,0.8,0.85,reliable
CUST_0623,662,13,9,22,0.5909,1034,0.35,0.45,friction_prone
CUST_0624,582,17,2,19,0.8947,1025,0.8,0.85,reliable
CUST_0625,702,16,7,23,0.6957,1258,0.35,0.45,friction_prone
CUST_0626,934,21,10,31,0.6774,545,0.3,0.25,low_engagement
CUST_0627,943,18,13,31,0.5806,234,0.35,0.45,friction_prone
CUST_0628,781,21,5,26,0.8077,1368,0.6,0.6,normal
CUST_0629,945,27,4,31,0.871,4686,0.82,0.9,high_value_loyal
CUST_0630,175,5,0,5,1.0,3840,0.82,0.9,high_value_loyal
CUST_0631,512,12,5,17,0.7059,926,0.3,0.25,low_engagement
CUST_0632,806,25,1,26,0.9615,4813,0.82,0.9,high_value_loyal
CUST_0633,474,10,5,15,0.6667,320,0.3,0.25,low_engagement
CUST_0634,399,12,1,13,0.9231,1824,0.6,0.6,normal
CUST_0635,715,22,1,23,0.9565,8310,0.82,0.9,high_value_loyal
CUST_0636,788,14,12,26,0.5385,428,0.35,0.45,friction_prone
CUST_0637,625,18,2,20,0.9,1935,0.6,0.6,normal
CUST_0638,658,17,4,21,0.8095,1328,0.35,0.45,friction_prone
CUST_0639,226,4,3,7,0.5714,923,0.3,0.25,low_engagement
CUST_0640,852,15,13,28,0.5357,1142,0.35,0.45,friction_prone
CUST_0641,478,12,3,15,0.8,945,0.3,0.25,low_engagement
CUST_0642,760,23,2,25,0.92,1160,0.8,0.85,reliable
CUST_0643,284,6,3,9,0.6667,1126,0.6,0.6,normal
CUST_0644,747,20,4,24,0.8333,372,0.3,0.25,low_engagement
CUST_0645,571,18,1,19,0.9474,1227,0.8,0.85,reliable
CUST_0646,182,2,4,6,0.3333,323,0.3,0.25,low_engagement
CUST_0647,987,20,12,32,0.625,856,0.35,0.45,friction_prone
CUST_0648,606,18,2,20,0.9,915,0.3,0.25,low_engagement
CUST_0649,570,18,1,19,0.9474,2583,0.8,0.85,reliable
CUST_0650,727,12,12,24,0.5,291,0.35,0.45,friction_prone
CUST_0651,175,4,1,5,0.8,1754,0.6,0.6,normal
CUST_0652,239,4,3,7,0.5714,588,0.35,0.45,friction_prone
CUST_0653,289,9,0,9,1.0,9481,0.82,0.9,high_value_loyal
CUST_0654,98,2,1,3,0.6667,5101,0.82,0.9,high_value_loyal
CUST_0655,321,9,1,10,0.9,4041,0.82,0.9,high_value_loyal
CUST_0656,66,2,0,2,1.0,434,0.3,0.25,low_engagement
CUST_0657,883,28,1,29,0.9655,2297,0.8,0.85,reliable
CUST_0658,922,30,0,30,1.0,2081,0.8,0.85,reliable
CUST_0659,732,16,8,24,0.6667,1308,0.35,0.45,friction_prone
CUST_0660,441,12,2,14,0.8571,1759,0.6,0.6,normal
CUST_0661,612,18,2,20,0.9,620,0.6,0.6,normal
CUST_0662,989,30,2,32,0.9375,4663,0.82,0.9,high_value_loyal
CUST_0663,248,7,1,8,0.875,921,0.6,0.6,normal
CUST_0664,851,26,2,28,0.9286,2514,0.8,0.85,reliable
CUST_0665,382,6,6,12,0.5,528,0.3,0.25,low_engagement
CUST_0666,758,16,9,25,0.64,881,0.35,0.45,friction_prone
CUST_0667,62,1,1,2,0.5,839,0.3,0.25,low_engagement
CUST_0668,782,25,1,26,0.9615,1026,0.8,0.85,reliable
CUST_0669,278,9,0,9,1.0,788,0.8,0.85,reliable
CUST_0670,626,17,3,20,0.85,1274,0.6,0.6,normal
CUST_0671,755,21,4,25,0.84,884,0.6,0.6,normal
CUST_0672,466,13,2,15,0.8667,1766,0.6,0.6,normal
CUST_0673,42,0,1,1,0.0,8525,0.82,0.9,high_value_loyal
CUST_0674,356,11,0,11,1.0,2546,0.8,0.85,reliable
CUST_0675,811,15,12,27,0.5556,509,0.35,0.45,friction_prone
CUST_0676,998,27,6,33,0.8182,324,0.3,0.25,low_engagement
CUST_0677,162,5,0,5,1.0,778,0.3,0.25,low_engagement
CUST_0678,94,3,0,3,1.0,5672,0.82,0.9,high_value_loyal
CUST_0679,961,26,6,32,0.8125,1920,0.6,0.6,normal
CUST_0680,758,16,9,25,0.64,1066,0.35,0.45,friction_prone
CUST_0681,335,11,0,11,1.0,2932,0.8,0.85,reliable
CUST_0682,806,25,1,26,0.9615,8920,0.82,0.9,high_value_loyal
CUST_0683,538,15,2,17,0.8824,1985,0.6,0.6,normal
CUST_0684,863,27,1,28,0.9643,1440,0.8,0.85,reliable
CUST_0685,533,15,2,17,0.8824,534,0.3,0.25,low_engagement
CUST_0686,432,11,3,14,0.7857,811,0.35,0.45,friction_prone
CUST_0687,937,21,10,31,0.6774,300,0.6,0.6,normal
CUST_0688,485,12,4,16,0.75,619,0.35,0.45,friction_prone
CUST_0689,971,30,2,32,0.9375,1613,0.8,0.85,reliable
CUST_0690,270,7,2,9,0.7778,1765,0.6,0.6,normal
CUST_0691,323,10,0,10,1.0,1920,0.8,0.85,reliable
CUST_0692,208,5,1,6,0.8333,7051,0.82,0.9,high_value_loyal
CUST_0693,447,11,3,14,0.7857,813,0.3,0.25,low_engagement
CUST_0694,583,9,10,19,0.4737,885,0.35,0.45,friction_prone
CUST_0695,149,3,1,4,0.75,7285,0.82,0.9,high_value_loyal
CUST_0696,254,7,1,8,0.875,9171,0.82,0.9,high_value_loyal
CUST_0697,763,23,2,25,0.92,914,0.6,0.6,normal
CUST_0698,427,10,4,14,0.7143,400,0.35,0.45,friction_prone
CUST_0699,735,21,3,24,0.875,3777,0.82,0.9,high_value_loyal
CUST_0700,730,24,0,24,1.0,2491,0.8,0.85,reliable
CUST_0701,35,1,0,1,1.0,1824,0.6,0.6,normal
CUST_0702,821,23,4,27,0.8519,478,0.6,0.6,normal
CUST_0703,928,22,8,30,0.7333,480,0.35,0.45,friction_prone
CUST_0704,972,24,8,32,0.75,1121,0.35,0.45,friction_prone
CUST_0705,886,22,7,29,0.7586,723,0.3,0.25,low_engagement
CUST_0706,425,13,1,14,0.9286,8153,0.82,0.9,high_value_loyal
CUST_0707,986,22,10,32,0.6875,890,0.35,0.45,friction_prone
CUST_0708,938,25,6,31,0.8065,1040,0.6,0.6,normal
CUST_0709,72,2,0,2,1.0,2746,0.8,0.85,reliable
CUST_0710,304,9,1,10,0.9,491,0.3,0.25,low_engagement
CUST_0711,276,9,0,9,1.0,4801,0.82,0.9,high_value_loyal
CUST_0712,855,23,5,28,0.8214,1087,0.6,0.6,normal
CUST_0713,798,22,4,26,0.8462,224,0.3,0.25,low_engagement
CUST_0714,279,9,0,9,1.0,634,0.3,0.25,low_engagement
CUST_0715,477,13,2,15,0.8667,1150,0.8,0.85,reliable
CUST_0716,660,21,1,22,0.9545,1187,0.8,0.85,reliable
CUST_0717,47,1,0,1,1.0,700,0.6,0.6,normal
CUST_0718,759,20,5,25,0.8,1001,0.3,0.25,low_engagement
CUST_0719,503,14,2,16,0.875,1264,0.35,0.45,friction_prone
CUST_0720,835,20,7,27,0.7407,818,0.35,0.45,friction_prone
CUST_0721,280,9,0,9,1.0,3420,0.82,0.9,high_value_loyal
CUST_0722,1000,29,4,33,0.8788,1940,0.6,0.6,normal
CUST_0723,629,17,3,20,0.85,603,0.3,0.25,low_engagement
CUST_0724,72,2,0,2,1.0,572,0.6,0.6,normal
CUST_0725,458,12,3,15,0.8,1677,0.6,0.6,normal
CUST_0726,146,4,0,4,1.0,6048,0.82,0.9,high_value_loyal
CUST_0727,294,9,0,9,1.0,7260,0.82,0.9,high_value_loyal
CUST_0728,855,20,8,28,0.7143,1476,0.35,0.45,friction_prone
CUST_0729,980,29,3,32,0.9062,8712,0.82,0.9,high_value_loyal
CUST_0730,82,2,0,2,1.0,573,0.6,0.6,normal
CUST_0731,893,23,6,29,0.7931,1442,0.35,0.45,friction_prone
CUST_0732,735,20,4,24,0.8333,1780,0.6,0.6,normal
CUST_0733,319,10,0,10,1.0,1359,0.8,0.85,reliable
CUST_0734,701,22,1,23,0.9565,5052,0.82,0.9,high_value_loyal
CUST_0735,125,3,1,4,0.75,4966,0.82,0.9,high_value_loyal
CUST_0736,648,19,2,21,0.9048,804,0.3,0.25,low_engagement
CUST_0737,978,25,7,32,0.7812,1174,0.3,0.25,low_engagement
CUST_0738,274,8,1,9,0.8889,9002,0.82,0.9,high_value_loyal
CUST_0739,817,22,5,27,0.8148,399,0.35,0.45,friction_prone
CUST_0740,346,6,5,11,0.5455,753,0.35,0.45,friction_prone
CUST_0741,146,4,0,4,1.0,1394,0.6,0.6,normal
CUST_0742,553,15,3,18,0.8333,8648,0.82,0.9,high_value_loyal
CUST_0743,228,4,3,7,0.5714,1026,0.3,0.25,low_engagement
CUST_0744,824,19,8,27,0.7037,287,0.3,0.25,low_engagement
CUST_0745,893,24,5,29,0.8276,1812,0.6,0.6,normal
CUST_0746,446,8,6,14,0.5714,634,0.35,0.45,friction_prone
CUST_0747,849,19,9,28,0.6786,615,0.3,0.25,low_engagement
CUST_0748,139,3,1,4,0.75,283,0.3,0.25,low_engagement
CUST_0749,202,3,3,6,0.5,459,0.35,0.45,friction_prone
CUST_0750,785,21,5,26,0.8077,1319,0.6,0.6,normal
CUST_0751,147,4,0,4,1.0,1255,0.8,0.85,reliable
CUST_0752,152,4,1,5,0.8,247,0.3,0.25,low_engagement
CUST_0753,730,22,2,24,0.9167,1494,0.8,0.85,reliable
CUST_0754,530,16,1,17,0.9412,3534,0.82,0.9,high_value_loyal
CUST_0755,495,14,2,16,0.875,1156,0.3,0.25,low_engagement
CUST_0756,142,4,0,4,1.0,1648,0.6,0.6,normal
CUST_0757,848,19,9,28,0.6786,1023,0.3,0.25,low_engagement
CUST_0758,630,19,2,21,0.9048,289,0.35,0.45,friction_prone
CUST_0759,508,11,5,16,0.6875,728,0.6,0.6,normal
CUST_0760,378,12,0,12,1.0,526,0.8,0.85,reliable
CUST_0761,866,25,3,28,0.8929,3257,0.82,0.9,high_value_loyal
CUST_0762,773,25,0,25,1.0,2674,0.8,0.85,reliable
CUST_0763,950,23,8,31,0.7419,865,0.3,0.25,low_engagement
CUST_0764,759,21,4,25,0.84,839,0.3,0.25,low_engagement
CUST_0765,103,3,0,3,1.0,9227,0.82,0.9,high_value_loyal
CUST_0766,501,9,7,16,0.5625,1184,0.35,0.45,friction_prone
CUST_0767,479,14,1,15,0.9333,2735,0.8,0.85,reliable
CUST_0768,644,21,0,21,1.0,1356,0.6,0.6,normal
CUST_0769,572,16,3,19,0.8421,1457,0.35,0.45,friction_prone
CUST_0770,501,12,4,16,0.75,741,0.3,0.25,low_engagement
CUST_0771,297,9,0,9,1.0,1268,0.8,0.85,reliable
CUST_0772,693,23,0,23,1.0,1094,0.3,0.25,low_engagement
CUST_0773,871,28,1,29,0.9655,1488,0.8,0.85,reliable
CUST_0774,744,18,6,24,0.75,344,0.3,0.25,low_engagement
CUST_0775,122,4,0,4,1.0,1006,0.8,0.85,reliable
CUST_0776,79,2,0,2,1.0,807,0.3,0.25,low_engagement
CUST_0777,676,18,4,22,0.8182,1257,0.8,0.85,reliable
CUST_0778,870,23,6,29,0.7931,1609,0.6,0.6,normal
