failure_id,payment_id,customer_id,subscription_id,amount,payment_date,failure_reason,failure_category,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,failure_ratio,payment_reliability,plan,monthly_subscription_value,billing_interval
FAIL_000518,PAY_003497,CUST_0207,SUB_0207,1213.6,2025-12-15,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,408,9,4,13,0.6923,0.35,0.45,friction_prone,0.3077,0.6923,pro,1213.6,monthly
FAIL_000519,PAY_003501,CUST_0207,SUB_0207,1213.6,2026-04-14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,408,9,4,13,0.6923,0.35,0.45,friction_prone,0.3077,0.6923,pro,1213.6,monthly
FAIL_000520,PAY_003508,CUST_0208,SUB_0208,355.21,2025-04-20,NETWORK_ERROR,TECHNICAL,587,13,6,19,0.6842,0.3,0.25,low_engagement,0.3158,0.6842,starter,355.21,monthly
FAIL_000521,PAY_003510,CUST_0208,SUB_0208,355.21,2025-06-19,LIMIT_EXCEEDED,PAYMENT_LIMIT,587,13,6,19,0.6842,0.3,0.25,low_engagement,0.3158,0.6842,starter,355.21,monthly
FAIL_000522,PAY_003541,CUST_0210,SUB_0210,799.69,2026-02-18,BANK_DECLINED,ISSUER_DECLINE,523,16,1,17,0.9412,0.8,0.85,reliable,0.0588,0.9412,pro,799.69,monthly
FAIL_000523,PAY_003553,CUST_0211,SUB_0211,1170.85,2024-06-02,BANK_DECLINED,ISSUER_DECLINE,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000524,PAY_003556,CUST_0211,SUB_0211,1170.85,2024-08-31,NETWORK_ERROR,TECHNICAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000525,PAY_003560,CUST_0211,SUB_0211,1170.85,2024-12-29,BANK_DECLINED,ISSUER_DECLINE,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000526,PAY_003561,CUST_0211,SUB_0211,1170.85,2025-01-28,NETWORK_ERROR,TECHNICAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000527,PAY_003563,CUST_0211,SUB_0211,1170.85,2025-03-29,LIMIT_EXCEEDED,PAYMENT_LIMIT,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000528,PAY_003566,CUST_0211,SUB_0211,1170.85,2025-06-27,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000529,PAY_003571,CUST_0211,SUB_0211,1170.85,2025-11-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000530,PAY_003572,CUST_0211,SUB_0211,1170.85,2025-12-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000531,PAY_003575,CUST_0211,SUB_0211,1170.85,2026-03-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly
FAIL_000532,PAY_003582,CUST_0212,SUB_0212,404.59,2024-06-04,CARD_EXPIRED,PAYMENT_METHOD,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000533,PAY_003585,CUST_0212,SUB_0212,404.59,2024-09-02,NETWORK_ERROR,TECHNICAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000534,PAY_003586,CUST_0212,SUB_0212,404.59,2024-10-02,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000535,PAY_003587,CUST_0212,SUB_0212,404.59,2024-11-01,CARD_EXPIRED,PAYMENT_METHOD,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000536,PAY_003589,CUST_0212,SUB_0212,404.59,2024-12-31,CARD_EXPIRED,PAYMENT_METHOD,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000537,PAY_003590,CUST_0212,SUB_0212,404.59,2025-01-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000538,PAY_003598,CUST_0212,SUB_0212,404.59,2025-09-27,NETWORK_ERROR,TECHNICAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000539,PAY_003600,CUST_0212,SUB_0212,404.59,2025-11-26,CARD_EXPIRED,PAYMENT_METHOD,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000540,PAY_003607,CUST_0212,SUB_0212,404.59,2026-06-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly
FAIL_000541,PAY_003609,CUST_0213,SUB_0213,793.46,2024-08-26,CARD_EXPIRED,PAYMENT_METHOD,734,21,3,24,0.875,0.6,0.6,normal,0.125,0.875,growth,793.46,monthly
FAIL_000542,PAY_003650,CUST_0214,SUB_0214,12636.68,2025-10-13,LIMIT_EXCEEDED,PAYMENT_LIMIT,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,0.1111,0.8889,pro,12636.68,monthly
FAIL_000543,PAY_003652,CUST_0214,SUB_0214,12636.68,2025-12-12,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,0.1111,0.8889,pro,12636.68,monthly
FAIL_000544,PAY_003653,CUST_0214,SUB_0214,12636.68,2026-01-11,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,0.1111,0.8889,pro,12636.68,monthly
FAIL_000545,PAY_003660,CUST_0215,SUB_0215,7312.97,2025-05-08,BANK_DECLINED,ISSUER_DECLINE,479,13,2,15,0.8667,0.82,0.9,high_value_loyal,0.1333,0.8667,growth,7312.97,monthly
FAIL_000546,PAY_003662,CUST_0215,SUB_0215,7312.97,2025-07-07,CARD_EXPIRED,PAYMENT_METHOD,479,13,2,15,0.8667,0.82,0.9,high_value_loyal,0.1333,0.8667,growth,7312.97,monthly
FAIL_000547,PAY_003669,CUST_0215,SUB_0215,7312.97,2026-02-02,LIMIT_EXCEEDED,PAYMENT_LIMIT,479,13,2,15,0.8667,0.82,0.9,high_value_loyal,0.1333,0.8667,growth,7312.97,monthly
FAIL_000548,PAY_003683,CUST_0216,SUB_0216,851.26,2025-05-12,BANK_DECLINED,ISSUER_DECLINE,715,16,7,23,0.6957,0.35,0.45,friction_prone,0.3043,0.6957,growth,851.26,monthly
FAIL_000549,PAY_003688,CUST_0216,SUB_0216,851.26,2025-10-09,NETWORK_ERROR,TECHNICAL,715,16,7,23,0.6957,0.35,0.45,friction_prone,0.3043,0.6957,growth,851.26,monthly
FAIL_000550,PAY_003694,CUST_0216,SUB_0216,851.26,2026-04-07,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,715,16,7,23,0.6957,0.35,0.45,friction_prone,0.3043,0.6957,growth,851.26,monthly
FAIL_000551,PAY_003710,CUST_0217,SUB_0217,437.85,2025-04-15,CARD_EXPIRED,PAYMENT_METHOD,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000552,PAY_003711,CUST_0217,SUB_0217,437.85,2025-05-15,CARD_EXPIRED,PAYMENT_METHOD,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000553,PAY_003712,CUST_0217,SUB_0217,437.85,2025-06-14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000554,PAY_003716,CUST_0217,SUB_0217,437.85,2025-10-12,CARD_EXPIRED,PAYMENT_METHOD,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000555,PAY_003719,CUST_0217,SUB_0217,437.85,2026-01-10,AUTHENTICATION_FAILED,CUSTOMER_ACTION,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000556,PAY_003722,CUST_0217,SUB_0217,437.85,2026-04-10,NETWORK_ERROR,TECHNICAL,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000557,PAY_003723,CUST_0217,SUB_0217,437.85,2026-05-10,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly
FAIL_000558,PAY_003727,CUST_0218,SUB_0218,7125.56,2025-10-13,LIMIT_EXCEEDED,PAYMENT_LIMIT,351,10,1,11,0.9091,0.82,0.9,high_value_loyal,0.0909,0.9091,pro,7125.56,monthly
FAIL_000559,PAY_003736,CUST_0218,SUB_0218,7125.56,2026-07-10,AUTHENTICATION_FAILED,CUSTOMER_ACTION,351,10,1,11,0.9091,0.82,0.9,high_value_loyal,0.0909,0.9091,pro,7125.56,monthly
FAIL_000560,PAY_003738,CUST_0219,SUB_0219,454.09,2024-04-26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,886,23,6,29,0.7931,0.6,0.6,normal,0.2069,0.7931,starter,454.09,monthly
FAIL_000561,PAY_003744,CUST_0219,SUB_0219,454.09,2024-10-23,BANK_DECLINED,ISSUER_DECLINE,886,23,6,29,0.7931,0.6,0.6,normal,0.2069,0.7931,starter,454.09,monthly
FAIL_000562,PAY_003749,CUST_0219,SUB_0219,454.09,2025-03-22,BANK_DECLINED,ISSUER_DECLINE,886,23,6,29,0.7931,0.6,0.6,normal,0.2069,0.7931,starter,454.09,monthly
FAIL_000563,PAY_003752,CUST_0219,SUB_0219,454.09,2025-06-20,BANK_DECLINED,ISSUER_DECLINE,886,23,6,29,0.7931,0.6,0.6,normal,0.2069,0.7931,starter,454.09,monthly
FAIL_000564,PAY_003759,CUST_0219,SUB_0219,454.09,2026-01-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,886,23,6,29,0.7931,0.6,0.6,normal,0.2069,0.7931,starter,454.09,monthly
FAIL_000565,PAY_003776,CUST_0221,SUB_0221,3408.64,2026-01-29,AUTHENTICATION_FAILED,CUSTOMER_ACTION,363,11,1,12,0.9167,0.8,0.85,reliable,0.0833,0.9167,pro,3408.64,monthly
FAIL_000566,PAY_003791,CUST_0222,SUB_0222,1605.38,2025-12-22,CARD_EXPIRED,PAYMENT_METHOD,491,13,3,16,0.8125,0.35,0.45,friction_prone,0.1875,0.8125,growth,1605.38,monthly
FAIL_000567,PAY_003794,CUST_0222,SUB_0222,1605.38,2026-03-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,491,13,3,16,0.8125,0.35,0.45,friction_prone,0.1875,0.8125,growth,1605.38,monthly
FAIL_000568,PAY_003798,CUST_0222,SUB_0222,1605.38,2026-07-20,LIMIT_EXCEEDED,PAYMENT_LIMIT,491,13,3,16,0.8125,0.35,0.45,friction_prone,0.1875,0.8125,growth,1605.38,monthly
FAIL_000569,PAY_003805,CUST_0223,SUB_0223,819.65,2025-07-30,CARD_EXPIRED,PAYMENT_METHOD,576,16,3,19,0.8421,0.3,0.25,low_engagement,0.1579,0.8421,starter,819.65,monthly
FAIL_000570,PAY_003808,CUST_0223,SUB_0223,819.65,2025-10-28,AUTHENTICATION_FAILED,CUSTOMER_ACTION,576,16,3,19,0.8421,0.3,0.25,low_engagement,0.1579,0.8421,starter,819.65,monthly
FAIL_000571,PAY_003821,CUST_0224,SUB_0224,1274.95,2026-04-09,CARD_EXPIRED,PAYMENT_METHOD,233,6,1,7,0.8571,0.3,0.25,low_engagement,0.1429,0.8571,growth,1274.95,monthly
FAIL_000572,PAY_003822,CUST_0224,SUB_0224,1274.95,2026-05-09,BANK_DECLINED,ISSUER_DECLINE,233,6,1,7,0.8571,0.3,0.25,low_engagement,0.1429,0.8571,growth,1274.95,monthly
FAIL_000573,PAY_003861,CUST_0226,SUB_0226,974.55,2025-11-17,NETWORK_ERROR,TECHNICAL,436,12,2,14,0.8571,0.6,0.6,normal,0.1429,0.8571,growth,974.55,monthly
FAIL_000574,PAY_003865,CUST_0226,SUB_0226,974.55,2026-03-17,LIMIT_EXCEEDED,PAYMENT_LIMIT,436,12,2,14,0.8571,0.6,0.6,normal,0.1429,0.8571,growth,974.55,monthly
FAIL_000575,PAY_003877,CUST_0227,SUB_0227,9730.73,2025-05-26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,671,20,2,22,0.9091,0.82,0.9,high_value_loyal,0.0909,0.9091,pro,9730.73,monthly
FAIL_000576,PAY_003897,CUST_0228,SUB_0228,662.65,2026-05-10,AUTHENTICATION_FAILED,CUSTOMER_ACTION,262,5,3,8,0.625,0.3,0.25,low_engagement,0.375,0.625,growth,662.65,monthly
FAIL_000577,PAY_003898,CUST_0228,SUB_0228,662.65,2026-06-09,NETWORK_ERROR,TECHNICAL,262,5,3,8,0.625,0.3,0.25,low_engagement,0.375,0.625,growth,662.65,monthly
FAIL_000578,PAY_003899,CUST_0228,SUB_0228,662.65,2026-07-09,BANK_DECLINED,ISSUER_DECLINE,262,5,3,8,0.625,0.3,0.25,low_engagement,0.375,0.625,growth,662.65,monthly
FAIL_000579,PAY_003900,CUST_0229,SUB_0229,902.45,2025-04-07,BANK_DECLINED,ISSUER_DECLINE,510,10,7,17,0.5882,0.35,0.45,friction_prone,0.4118,0.5882,pro,902.45,monthly
FAIL_000580,PAY_003909,CUST_0229,SUB_0229,902.45,2026-01-02,NETWORK_ERROR,TECHNICAL,510,10,7,17,0.5882,0.35,0.45,friction_prone,0.4118,0.5882,pro,902.45,monthly
FAIL_000581,PAY_003914,CUST_0229,SUB_0229,902.45,2026-06-01,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,510,10,7,17,0.5882,0.35,0.45,friction_prone,0.4118,0.5882,pro,902.45,monthly
FAIL_000582,PAY_003916,CUST_0229,SUB_0229,902.45,2026-07-31,CARD_EXPIRED,PAYMENT_METHOD,510,10,7,17,0.5882,0.35,0.45,friction_prone,0.4118,0.5882,pro,902.45,monthly
FAIL_000583,PAY_003918,CUST_0230,SUB_0230,937.32,2026-06-10,CARD_EXPIRED,PAYMENT_METHOD,111,2,1,3,0.6667,0.35,0.45,friction_prone,0.3333,0.6667,starter,937.32,monthly
FAIL_000584,PAY_003919,CUST_0230,SUB_0230,937.32,2026-07-10,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,111,2,1,3,0.6667,0.35,0.45,friction_prone,0.3333,0.6667,starter,937.32,monthly
FAIL_000585,PAY_003929,CUST_0231,SUB_0231,812.86,2026-07-10,AUTHENTICATION_FAILED,CUSTOMER_ACTION,321,9,1,10,0.9,0.35,0.45,friction_prone,0.1,0.9,starter,812.86,monthly
FAIL_000586,PAY_003964,CUST_0234,SUB_0234,992.15,2025-01-20,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,947,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,pro,992.15,monthly
FAIL_000587,PAY_003973,CUST_0234,SUB_0234,992.15,2025-10-17,BANK_DECLINED,ISSUER_DECLINE,947,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,pro,992.15,monthly
FAIL_000588,PAY_003983,CUST_0235,SUB_0235,1093.64,2024-12-10,BANK_DECLINED,ISSUER_DECLINE,628,14,6,20,0.7,0.35,0.45,friction_prone,0.3,0.7,pro,1093.64,monthly
FAIL_000589,PAY_003991,CUST_0235,SUB_0235,1093.64,2025-08-07,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,628,14,6,20,0.7,0.35,0.45,friction_prone,0.3,0.7,pro,1093.64,monthly
FAIL_000590,PAY_003999,CUST_0235,SUB_0235,1093.64,2026-04-04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,628,14,6,20,0.7,0.35,0.45,friction_prone,0.3,0.7,pro,1093.64,monthly
FAIL_000591,PAY_004005,CUST_0236,SUB_0236,1414.91,2025-03-07,CARD_EXPIRED,PAYMENT_METHOD,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000592,PAY_004006,CUST_0236,SUB_0236,1414.91,2025-04-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000593,PAY_004007,CUST_0236,SUB_0236,1414.91,2025-05-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000594,PAY_004014,CUST_0236,SUB_0236,1414.91,2025-12-02,CARD_EXPIRED,PAYMENT_METHOD,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000595,PAY_004015,CUST_0236,SUB_0236,1414.91,2026-01-01,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000596,PAY_004018,CUST_0236,SUB_0236,1414.91,2026-04-01,AUTHENTICATION_FAILED,CUSTOMER_ACTION,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000597,PAY_004019,CUST_0236,SUB_0236,1414.91,2026-05-01,NETWORK_ERROR,TECHNICAL,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000598,PAY_004020,CUST_0236,SUB_0236,1414.91,2026-05-31,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,601,13,7,20,0.65,0.35,0.45,friction_prone,0.35,0.65,growth,1414.91,monthly
FAIL_000599,PAY_004027,CUST_0238,SUB_0238,746.31,2025-05-23,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,494,13,3,16,0.8125,0.35,0.45,friction_prone,0.1875,0.8125,starter,746.31,monthly
FAIL_000600,PAY_004071,CUST_0240,SUB_0240,2643.64,2025-11-04,LIMIT_EXCEEDED,PAYMENT_LIMIT,509,15,1,16,0.9375,0.8,0.85,reliable,0.0625,0.9375,growth,2643.64,monthly
FAIL_000601,PAY_004082,CUST_0241,SUB_0241,15000.0,2026-03-19,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,224,6,1,7,0.8571,0.82,0.9,high_value_loyal,0.1429,0.8571,pro,15000.0,monthly
FAIL_000602,PAY_004087,CUST_0242,SUB_0242,408.16,2025-07-30,CARD_EXPIRED,PAYMENT_METHOD,396,10,3,13,0.7692,0.3,0.25,low_engagement,0.2308,0.7692,starter,408.16,monthly
FAIL_000603,PAY_004088,CUST_0242,SUB_0242,408.16,2025-08-29,BANK_DECLINED,ISSUER_DECLINE,396,10,3,13,0.7692,0.3,0.25,low_engagement,0.2308,0.7692,starter,408.16,monthly
FAIL_000604,PAY_004093,CUST_0242,SUB_0242,408.16,2026-01-26,CARD_EXPIRED,PAYMENT_METHOD,396,10,3,13,0.7692,0.3,0.25,low_engagement,0.2308,0.7692,starter,408.16,monthly
FAIL_000605,PAY_004104,CUST_0243,SUB_0243,928.54,2025-10-02,NETWORK_ERROR,TECHNICAL,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly
FAIL_000606,PAY_004105,CUST_0243,SUB_0243,928.54,2025-11-01,BANK_DECLINED,ISSUER_DECLINE,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly
FAIL_000607,PAY_004108,CUST_0243,SUB_0243,928.54,2026-01-30,BANK_DECLINED,ISSUER_DECLINE,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly
FAIL_000608,PAY_004110,CUST_0243,SUB_0243,928.54,2026-03-31,CARD_EXPIRED,PAYMENT_METHOD,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly
FAIL_000609,PAY_004114,CUST_0243,SUB_0243,928.54,2026-07-29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly
FAIL_000610,PAY_004115,CUST_0244,SUB_0244,1067.83,2024-02-01,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000611,PAY_004117,CUST_0244,SUB_0244,1067.83,2024-04-01,NETWORK_ERROR,TECHNICAL,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000612,PAY_004121,CUST_0244,SUB_0244,1067.83,2024-07-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000613,PAY_004128,CUST_0244,SUB_0244,1067.83,2025-02-25,BANK_DECLINED,ISSUER_DECLINE,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000614,PAY_004130,CUST_0244,SUB_0244,1067.83,2025-04-26,BANK_DECLINED,ISSUER_DECLINE,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000615,PAY_004131,CUST_0244,SUB_0244,1067.83,2025-05-26,BANK_DECLINED,ISSUER_DECLINE,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000616,PAY_004135,CUST_0244,SUB_0244,1067.83,2025-09-23,BANK_DECLINED,ISSUER_DECLINE,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000617,PAY_004139,CUST_0244,SUB_0244,1067.83,2026-01-21,NETWORK_ERROR,TECHNICAL,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly
FAIL_000618,PAY_004147,CUST_0245,SUB_0245,4573.71,2024-08-12,BANK_DECLINED,ISSUER_DECLINE,778,23,2,25,0.92,0.8,0.85,reliable,0.08,0.92,pro,4573.71,monthly
FAIL_000619,PAY_004151,CUST_0245,SUB_0245,4573.71,2024-12-10,NETWORK_ERROR,TECHNICAL,778,23,2,25,0.92,0.8,0.85,reliable,0.08,0.92,pro,4573.71,monthly
FAIL_000620,PAY_004160,CUST_0245,SUB_0245,4573.71,2025-09-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,778,23,2,25,0.92,0.8,0.85,reliable,0.08,0.92,pro,4573.71,monthly
FAIL_000621,PAY_004165,CUST_0245,SUB_0245,4573.71,2026-02-03,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,778,23,2,25,0.92,0.8,0.85,reliable,0.08,0.92,pro,4573.71,monthly
FAIL_000622,PAY_004188,CUST_0246,SUB_0246,1197.51,2026-07-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,546,17,1,18,0.9444,0.3,0.25,low_engagement,0.0556,0.9444,growth,1197.51,monthly
FAIL_000623,PAY_004198,CUST_0248,SUB_0248,200.0,2024-09-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly
FAIL_000624,PAY_004203,CUST_0248,SUB_0248,200.0,2025-02-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly
FAIL_000625,PAY_004205,CUST_0248,SUB_0248,200.0,2025-04-26,NETWORK_ERROR,TECHNICAL,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly
FAIL_000626,PAY_004206,CUST_0248,SUB_0248,200.0,2025-05-26,CARD_EXPIRED,PAYMENT_METHOD,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly
FAIL_000627,PAY_004208,CUST_0248,SUB_0248,200.0,2025-07-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly
FAIL_000628,PAY_004222,CUST_0249,SUB_0249,347.81,2026-01-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,244,5,3,8,0.625,0.35,0.45,friction_prone,0.375,0.625,pro,347.81,monthly
FAIL_000629,PAY_004224,CUST_0249,SUB_0249,347.81,2026-03-29,BANK_DECLINED,ISSUER_DECLINE,244,5,3,8,0.625,0.35,0.45,friction_prone,0.375,0.625,pro,347.81,monthly
FAIL_000630,PAY_004236,CUST_0250,SUB_0250,10968.64,2025-07-10,CARD_EXPIRED,PAYMENT_METHOD,626,18,2,20,0.9,0.82,0.9,high_value_loyal,0.1,0.9,growth,10968.64,monthly
FAIL_000631,PAY_004241,CUST_0250,SUB_0250,10968.64,2025-12-07,LIMIT_EXCEEDED,PAYMENT_LIMIT,626,18,2,20,0.9,0.82,0.9,high_value_loyal,0.1,0.9,growth,10968.64,monthly
FAIL_000632,PAY_004280,CUST_0252,SUB_0252,609.3,2024-09-05,NETWORK_ERROR,TECHNICAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000633,PAY_004284,CUST_0252,SUB_0252,609.3,2025-01-03,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000634,PAY_004294,CUST_0252,SUB_0252,609.3,2025-10-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000635,PAY_004297,CUST_0252,SUB_0252,609.3,2026-01-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000636,PAY_004301,CUST_0252,SUB_0252,609.3,2026-05-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000637,PAY_004303,CUST_0252,SUB_0252,609.3,2026-07-27,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly
FAIL_000638,PAY_004309,CUST_0253,SUB_0253,762.66,2024-12-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,766,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,growth,762.66,monthly
