failure_id,amount,failure_reason,behavior_profile,selected_action,oracle_action,selected_net,oracle_net,opportunity_loss,selected_true_probability,model_probability
FAIL_002264,638.25,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,214.53,214.53,0.0,0.34082,0.7168453741737822
FAIL_002386,1152.64,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,362.35,441.96,79.60999999999996,0.316101,0.7309902043027727
FAIL_001513,278.46,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,79.96,79.96,0.0,0.297937,0.7561314461397385
FAIL_000148,619.66,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,163.43,163.43,0.0,0.268584,0.7511616319393375
FAIL_002235,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,1830.74,1840.03,9.289999999999964,0.747431,0.7037948261822662
FAIL_000611,1067.83,NETWORK_ERROR,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,893.57,893.57,0.0,0.838687,0.807585085544272
FAIL_002535,1397.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,527.65,527.65,0.0,0.37911,0.5390120426252974
FAIL_002707,827.8,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,271.1,271.1,0.0,0.331118,0.6712841324762979
FAIL_000040,641.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,270.4,343.34,72.94,0.424786,0.6818351859880281
FAIL_002298,741.13,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,537.31,551.4,14.090000000000032,0.729041,0.8023278185830689
FAIL_001752,208.63,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,108.8,108.8,0.0,0.535861,0.6325617496513796
FAIL_002260,5745.9,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,5455.6,5455.6,0.0,0.95,0.5841369681676841
FAIL_001810,671.72,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,536.43,545.35,8.920000000000073,0.803051,0.7773905409944042
FAIL_002630,568.27,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,190.17,248.76,58.59,0.338166,0.699283178072221
FAIL_001073,699.79,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,267.33,302.77,35.44,0.38488,0.6487007617326712
FAIL_000536,404.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,149.31,149.31,0.0,0.376459,0.7217631722722325
FAIL_001367,444.14,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,121.32,121.32,0.0,0.279914,0.7199036460599718
FAIL_000015,1603.39,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,688.43,688.43,0.0,0.430605,0.6166577488182478
FAIL_000181,756.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,137.04,137.04,0.0,0.185091,0.7311800929246595
FAIL_001134,1961.94,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,1122.84,1122.84,0.0,0.573331,0.725083007137154
FAIL_002555,881.56,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,147.16,181.77,34.610000000000014,0.169196,0.5929111513506294
FAIL_000379,1459.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,842.33,842.33,0.0,0.578447,0.6852018764439041
FAIL_000209,333.96,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,84.45,87.44,2.989999999999995,0.258861,0.5965145744098994
FAIL_001029,850.96,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,451.56,451.56,0.0,0.532995,0.710117276786971
FAIL_002624,568.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,203.76,285.2,81.44,0.362089,0.6108374784159075
FAIL_002071,1716.97,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,948.04,948.04,0.0,0.553326,0.6157527108575063
FAIL_001082,829.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,320.18,320.18,0.0,0.388402,0.7201446801433522
FAIL_000834,10125.65,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,WAIT_AND_RETRY,9616.37,9617.37,1.0,0.95,0.6014075472699878
FAIL_001405,2231.07,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,1173.27,1173.27,0.0,0.526776,0.6279709748993381
FAIL_000863,886.93,NETWORK_ERROR,normal,RETRY_NOW,RETRY_NOW,791.23,791.23,0.0,0.89436,0.8778450582348531
FAIL_001155,1652.19,BANK_DECLINED,friction_prone,PAYMENT_LINK,WAIT_AND_RETRY,661.95,707.85,45.89999999999998,0.402464,0.5905726104044206
FAIL_001116,1927.55,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,875.35,875.35,0.0,0.45568,0.6373568480841496
FAIL_002760,997.84,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,341.56,341.56,0.0,0.344305,0.6604208006134756
FAIL_002656,319.2,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,95.25,95.25,0.0,0.307785,0.5916932690547674
FAIL_000439,1204.32,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,828.83,895.17,66.33999999999992,0.689876,0.5603521216715567
FAIL_000473,1171.97,BANK_DECLINED,normal,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,806.56,856.33,49.770000000000095,0.689916,0.5732902225902097
FAIL_002750,747.97,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,258.85,258.85,0.0,0.34874,0.5582723478664158
FAIL_000551,437.85,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,182.23,182.23,0.0,0.423044,0.780619653609242
FAIL_000425,293.46,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,88.7,88.7,0.0,0.309057,0.6506347958038468
FAIL_001227,580.5,NETWORK_ERROR,friction_prone,RETRY_NOW,UPDATE_PAYMENT_METHOD,228.54,258.28,29.73999999999998,0.397145,0.8126186096981454
FAIL_002272,471.41,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,117.77,117.77,0.0,0.256187,0.6232262034144918
FAIL_000033,988.37,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,531.23,531.23,0.0,0.539508,0.8887172372783146
FAIL_002167,200.0,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,59.45,60.1,0.6499999999999986,0.307234,0.6858428411952963
FAIL_001240,3208.7,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,WAIT_AND_RETRY,3046.26,3046.26,0.0,0.95,0.7560356554763352
FAIL_002226,636.05,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,RETRY_NOW,244.67,278.0,33.33000000000001,0.38782,0.781472881098471
FAIL_002595,329.53,NETWORK_ERROR,friction_prone,RETRY_NOW,WAIT_AND_RETRY,183.02,189.46,6.439999999999998,0.56146,0.8605922520625151
FAIL_000647,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,428.08,428.08,0.0,0.482275,0.6269318629240948
FAIL_001168,200.0,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,10.67,10.67,0.0,0.063357,0.8567905105568187
FAIL_001514,278.46,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,36.15,83.95,47.800000000000004,0.137009,0.5276168494409444
FAIL_001001,703.31,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,283.79,283.79,0.0,0.406347,0.6943143790341437
FAIL_000282,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,130.21,130.21,0.0,0.407331,0.7171697356878163
FAIL_001430,1271.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,494.55,586.09,91.54000000000002,0.3906,0.6113988407505299
FAIL_000543,12636.68,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,SEND_REMINDER,12002.85,12003.85,1.0,0.95,0.8271189267230268
FAIL_002515,210.14,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,111.76,111.76,0.0,0.546097,0.5904293841963046
FAIL_002073,601.44,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,206.41,206.41,0.0,0.348181,0.6458332848460805
FAIL_000874,533.16,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,PAYMENT_LINK,428.94,428.94,0.0,0.810151,0.7210130152073252
FAIL_002203,259.64,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,214.7,214.7,0.0,0.834603,0.7998922972769256
FAIL_000301,15000.0,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,14247.0,14247.0,0.0,0.95,0.7875267517248641
FAIL_000410,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,230.1,402.97,172.87000000000003,0.235511,0.71333207333082
FAIL_002307,256.05,LIMIT_EXCEEDED,low_engagement,PAYMENT_LINK,PAYMENT_LINK,100.17,100.17,0.0,0.402924,0.5958220840998255
FAIL_001878,1097.17,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,796.07,826.92,30.84999999999991,0.727386,0.5656243713634029
FAIL_000039,2269.23,AUTHENTICATION_FAILED,reliable,PAYMENT_LINK,PAYMENT_LINK,2152.77,2152.77,0.0,0.95,0.6347006039688298
FAIL_000298,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,PAYMENT_LINK,13981.32,14247.0,265.6800000000003,0.932221,0.7680252681950693
FAIL_002751,747.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,245.37,245.37,0.0,0.330719,0.7068498358550191
FAIL_001873,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,397.45,397.45,0.0,0.427791,0.6883829435828898
FAIL_001229,580.5,BANK_DECLINED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,235.68,235.68,0.0,0.411157,0.6169667826598654
FAIL_000537,404.59,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,121.45,140.07,18.61999999999999,0.305125,0.708939397201175
FAIL_001622,666.71,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,294.89,294.89,0.0,0.44681,0.7986084186569884
FAIL_001088,829.5,BANK_DECLINED,friction_prone,PAYMENT_LINK,WAIT_AND_RETRY,244.76,289.21,44.44999999999999,0.298686,0.5482257210766814
FAIL_000978,814.36,LIMIT_EXCEEDED,low_engagement,PAYMENT_LINK,PAYMENT_LINK,344.05,344.05,0.0,0.426158,0.5703476957435143
FAIL_001287,489.64,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,179.75,179.75,0.0,0.373225,0.664716665344309
FAIL_000837,10125.65,NETWORK_ERROR,high_value_loyal,RETRY_NOW,RETRY_NOW,9617.37,9617.37,0.0,0.95,0.8680659734915055
FAIL_001069,745.87,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,227.39,240.0,12.610000000000014,0.307545,0.5944128866657847
FAIL_001296,14846.24,NETWORK_ERROR,high_value_loyal,RETRY_NOW,RETRY_NOW,14101.93,14101.93,0.0,0.95,0.8820079042643905
FAIL_002142,1826.29,BANK_DECLINED,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,1239.38,1239.38,0.0,0.679729,0.6345010582811277
FAIL_002316,272.78,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,97.75,97.75,0.0,0.369358,0.6550774789951238
FAIL_002678,1091.43,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,313.63,389.87,76.24000000000001,0.290103,0.6609787394487988
FAIL_001718,8298.83,NETWORK_ERROR,high_value_loyal,RETRY_NOW,RETRY_NOW,7881.89,7881.89,0.0,0.95,0.8046357920297328
FAIL_000336,569.52,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,169.5,169.5,0.0,0.302883,0.6504316718718832
FAIL_000163,438.99,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,139.22,145.56,6.340000000000003,0.321684,0.7499708435291187
FAIL_002436,8464.41,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,8038.19,8038.19,0.0,0.95,0.7726025113856225
FAIL_002372,763.19,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,282.56,282.56,0.0,0.372856,0.569891635222033
FAIL_001009,1572.78,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,738.54,738.54,0.0,0.471486,0.7812464473955472
FAIL_002334,1374.15,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,559.88,647.6,87.72000000000003,0.408896,0.6144236427730754
FAIL_000492,221.49,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,76.73,76.73,0.0,0.355437,0.7416789953583788
FAIL_001654,1249.65,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,431.28,431.28,0.0,0.346717,0.5960705911485905
FAIL_000964,524.81,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,111.32,113.74,2.4200000000000017,0.217837,0.663983674955563
FAIL_000279,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,112.83,112.83,0.0,0.353795,0.717169735687816
FAIL_002438,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,PAYMENT_LINK,14149.7,14240.44,90.73999999999978,0.943881,0.6774698337787072
FAIL_000281,324.58,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,120.71,120.71,0.0,0.381145,0.7111522287698265
FAIL_000762,13871.79,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,RETRY_NOW,13176.2,13176.2,0.0,0.95,0.8907940675633326
FAIL_000329,785.26,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,287.97,287.97,0.0,0.370543,0.7633286048679955
FAIL_002081,772.21,NETWORK_ERROR,reliable,RETRY_NOW,RETRY_NOW,731.6,731.6,0.0,0.95,0.817517085241559
FAIL_000233,247.97,NETWORK_ERROR,low_engagement,RETRY_NOW,WAIT_AND_RETRY,106.81,107.34,0.5300000000000011,0.438802,0.7581918740013898
FAIL_000645,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,288.49,288.49,0.0,0.326114,0.6269318629240948
FAIL_002176,1736.57,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,840.48,899.92,59.43999999999994,0.485717,0.5803155361514989
FAIL_002060,880.92,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,287.66,363.79,76.13,0.329954,0.49120018727576453
FAIL_001953,1339.11,NETWORK_ERROR,normal,RETRY_NOW,RETRY_NOW,1135.26,1135.26,0.0,0.849267,0.861561666820846
FAIL_002393,1152.64,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,327.32,414.21,86.88999999999999,0.285713,0.60563346757212
FAIL_000206,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,140.41,140.41,0.0,0.426425,0.675588505883
FAIL_000235,247.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,95.69,95.69,0.0,0.39395,0.767347509267978
FAIL_001285,540.07,NETWORK_ERROR,friction_prone,RETRY_NOW,WAIT_AND_RETRY,216.11,306.83,90.71999999999997,0.403847,0.880438521865357
FAIL_000250,200.0,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,107.15,107.15,0.0,0.545758,0.6472491989921183
FAIL_002221,768.09,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,245.99,245.99,0.0,0.322861,0.6626452255774647
FAIL_002373,763.19,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,267.7,267.7,0.0,0.35339,0.707324888807924
FAIL_000240,247.97,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,137.14,137.14,0.0,0.561106,0.7581918740013899
FAIL_000892,376.34,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,125.75,137.44,11.689999999999998,0.339463,0.6080622252235378
FAIL_001216,457.08,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,201.51,201.51,0.0,0.447423,0.6379298722124386
FAIL_000778,676.83,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,311.78,311.78,0.0,0.465083,0.6513399734207908
FAIL_000635,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,169.63,169.63,0.0,0.281686,0.6804900228795091
FAIL_001994,200.0,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,53.82,69.31,15.490000000000002,0.284112,0.5862263138875604
FAIL_002277,1868.13,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,1424.34,1424.34,0.0,0.763512,0.7629565630482622
FAIL_001733,1279.62,CARD_EXPIRED,reliable,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,1212.64,1212.64,0.0,0.95,0.7765764754527801
FAIL_001169,2634.12,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,RETRY_NOW,2500.41,2500.41,0.0,0.95,0.790408629026216
FAIL_001864,937.29,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,366.11,366.11,0.0,0.393806,0.7427600477806859
FAIL_001087,829.5,BANK_DECLINED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,299.51,299.51,0.0,0.364686,0.5482257210766813
FAIL_001600,1735.47,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,1343.91,1382.85,38.93999999999983,0.775533,0.7150343697136607
FAIL_000009,2904.8,BANK_DECLINED,reliable,WAIT_AND_RETRY,PAYMENT_LINK,2730.37,2756.56,26.190000000000055,0.94064,0.7237496556880306
FAIL_001553,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,SEND_REMINDER,10913.41,11099.13,185.71999999999935,0.93419,0.8114764927076505
FAIL_000675,470.05,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,136.05,136.05,0.0,0.293695,0.7715513535094187
FAIL_000241,689.76,BANK_DECLINED,reliable,WAIT_AND_RETRY,PAYMENT_LINK,641.38,652.27,10.889999999999986,0.932752,0.7901108524039496
FAIL_001643,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,435.74,509.76,74.01999999999998,0.350289,0.7445677267941924
FAIL_000876,762.6,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,418.31,418.31,0.0,0.551153,0.880679747432169
FAIL_001972,325.73,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,186.16,186.16,0.0,0.580734,0.6642268076773403
FAIL_001990,200.0,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,61.53,61.53,0.0,0.322656,0.5862263138875605
FAIL_001665,289.39,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,97.86,102.47,4.609999999999999,0.345064,0.5481205502773482
FAIL_000682,470.05,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,115.24,115.24,0.0,0.249416,0.6846480592506122
FAIL_000969,524.81,NETWORK_ERROR,low_engagement,RETRY_NOW,WAIT_AND_RETRY,124.43,167.09,42.66,0.240914,0.8623474706082435
FAIL_000383,979.43,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,731.01,762.41,31.399999999999977,0.748408,0.7578107060054056
FAIL_000061,1192.85,LIMIT_EXCEEDED,normal,PAYMENT_LINK,PAYMENT_LINK,913.74,913.74,0.0,0.768532,0.6914791087879957
FAIL_002215,8971.98,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,WAIT_AND_RETRY,8520.38,8521.38,1.0,0.95,0.7899451384160509
FAIL_000208,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,108.99,108.99,0.0,0.332358,0.6755885058830003
FAIL_000402,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,388.62,388.62,0.0,0.396371,0.71333207333082
FAIL_002255,609.78,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,244.03,244.03,0.0,0.403465,0.6417820690821902
FAIL_001816,636.44,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,327.19,327.19,0.0,0.518806,0.5662407889737768
FAIL_000309,746.25,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,208.74,249.87,41.129999999999995,0.283744,0.7220245740375156
FAIL_001024,449.29,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,133.23,133.23,0.0,0.300993,0.6235511593231926
FAIL_001895,200.0,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,68.86,68.86,0.0,0.354291,0.6414499565741858
FAIL_002667,1165.14,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,445.55,445.55,0.0,0.384115,0.6812818277030963
FAIL_000752,2288.88,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,1043.02,1043.02,0.0,0.457003,0.6597575508074788
FAIL_002783,1639.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,1336.57,1336.57,0.0,0.816622,0.7264487548071296
FAIL_000575,9730.73,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,SEND_REMINDER,9241.19,9243.19,2.0,0.95,0.7969049757322173
FAIL_001838,360.66,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,123.03,148.84,25.810000000000002,0.346682,0.6014328724540754
FAIL_002747,634.7,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,227.62,227.62,0.0,0.363357,0.8247416159656719
FAIL_002560,595.63,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,RETRY_NOW,285.53,329.41,43.88000000000005,0.482738,0.8211860147818218
FAIL_000785,726.01,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,227.24,227.24,0.0,0.315746,0.695920651921814
FAIL_001019,449.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,130.47,152.73,22.25999999999999,0.294846,0.7133851377485599
FAIL_000448,14917.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,SEND_REMINDER,14168.15,14170.15,2.0,0.95,0.7508220231296537
FAIL_001390,601.97,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,195.69,195.69,0.0,0.330068,0.7419989020511792
FAIL_001650,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,389.54,389.54,0.0,0.31332,0.7445677267941921
FAIL_000249,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,RETRY_NOW,1603.43,1603.43,0.0,0.95,0.8381181869826264
FAIL_000404,985.5,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,453.78,453.78,0.0,0.463498,0.6712970597541453
FAIL_000222,722.92,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,230.27,230.27,0.0,0.321288,0.5886879811496434
FAIL_001913,984.04,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,647.49,647.49,0.0,0.66002,0.7063115151782836
FAIL_001684,1055.34,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,564.7,564.7,0.0,0.537931,0.5962526191539036
FAIL_001735,891.7,NETWORK_ERROR,normal,RETRY_NOW,RETRY_NOW,777.06,777.06,0.0,0.873684,0.8539214555170783
FAIL_001452,950.44,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,RETRY_NOW,372.28,401.89,29.610000000000014,0.393792,0.8090422161690828
FAIL_001766,1595.24,BANK_DECLINED,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,575.0,744.82,169.82000000000005,0.362331,0.6030672792285828
FAIL_000398,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,269.55,396.91,127.36000000000001,0.27555,0.6120356614685293
FAIL_000387,663.98,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,246.35,365.85,119.50000000000003,0.374029,0.6792836526707439
FAIL_000780,262.8,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,103.53,103.53,0.0,0.401568,0.7493820464296064
FAIL_001668,232.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,SEND_REMINDER,18.41,28.48,10.07,0.087935,0.6217942173274316
FAIL_001938,1036.92,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,425.76,464.54,38.78000000000003,0.412531,0.6518286972319315
