portfolio_rank,selected,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery
150,False,FAIL_001638,CUST_0638,SUB_0638,1633.25,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5989688348950042,978.2658495922656,2.0,976.2658495922656
151,False,FAIL_000123,CUST_0047,SUB_0047,1330.55,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.7311473668324994,972.828128938982,3.0,969.828128938982
152,False,FAIL_000808,CUST_0333,SUB_0333,1523.74,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.6364426074246597,969.7730586372512,3.0,966.7730586372512
153,False,FAIL_001643,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7738911370217232,967.0930593791963,2.0,965.0930593791963
154,False,FAIL_001644,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7738911370217232,967.0930593791963,2.0,965.0930593791963
155,False,FAIL_001649,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7738911370217232,967.0930593791963,2.0,965.0930593791963
156,False,FAIL_001650,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7738911370217232,967.0930593791963,2.0,965.0930593791963
157,False,FAIL_000230,CUST_0098,SUB_0098,1282.95,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7532032565847633,966.322118035422,3.0,963.322118035422
158,False,FAIL_001487,CUST_0578,SUB_0578,1586.51,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6058835148976706,961.2402552203032,2.0,959.2402552203032
159,False,FAIL_001673,CUST_0647,SUB_0647,1055.34,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.9030888174428604,953.0657526001484,2.0,951.0657526001484
160,False,FAIL_002543,CUST_0915,SUB_0915,1705.4,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5577647725203055,951.2120430561292,2.0,949.2120430561292
161,False,FAIL_001985,CUST_0743,SUB_0743,1245.07,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7610380246255264,947.545613320504,2.0,945.545613320504
162,False,FAIL_000816,CUST_0336,SUB_0336,1661.44,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.5603522129213764,930.9915806360916,2.0,928.9915806360916
163,False,FAIL_000818,CUST_0336,SUB_0336,1661.44,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.5603522129213764,930.9915806360916,2.0,928.9915806360916
164,False,FAIL_000611,CUST_0244,SUB_0244,1067.83,NETWORK_ERROR,normal,RETRY_NOW,0.8658709618785287,924.6029892227492,2.0,922.6029892227492
165,False,FAIL_001767,CUST_0680,SUB_0680,1595.24,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.5790129310247635,923.6645880879436,3.0,920.6645880879436
166,False,FAIL_001795,CUST_0693,SUB_0693,1009.84,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.9012759162789634,910.1444712951484,3.0,907.1444712951484
167,False,FAIL_000061,CUST_0023,SUB_0023,1192.85,LIMIT_EXCEEDED,normal,PAYMENT_LINK,0.7611993744744467,907.9966738418436,3.0,904.9966738418436
168,False,FAIL_000899,CUST_0366,SUB_0366,1420.91,BANK_DECLINED,normal,PAYMENT_LINK,0.6376223992155954,906.0040432694316,3.0,903.0040432694316
169,False,FAIL_000900,CUST_0366,SUB_0366,1420.91,BANK_DECLINED,normal,PAYMENT_LINK,0.6376223992155954,906.0040432694316,3.0,903.0040432694316
170,False,FAIL_002534,CUST_0913,SUB_0913,1397.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.6463055133683673,902.9534327269458,2.0,900.9534327269458
171,False,FAIL_002535,CUST_0913,SUB_0913,1397.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.6463055133683673,902.9534327269458,2.0,900.9534327269458
172,False,FAIL_000436,CUST_0168,SUB_0168,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7485906380057091,901.5426771630356,2.0,899.5426771630356
173,False,FAIL_000437,CUST_0168,SUB_0168,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7485906380057091,901.5426771630356,2.0,899.5426771630356
174,False,FAIL_000178,CUST_0073,SUB_0073,1637.14,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5471631538645546,895.782685717817,2.0,893.782685717817
175,False,FAIL_000526,CUST_0211,SUB_0211,1170.85,NETWORK_ERROR,friction_prone,RETRY_NOW,0.7636547035777856,894.1251096840502,2.0,892.1251096840502
176,False,FAIL_000373,CUST_0145,SUB_0145,1162.18,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7638340679265763,887.7126770629085,3.0,884.7126770629085
177,False,FAIL_000666,CUST_0269,SUB_0269,1477.76,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5986960138268409,884.7290213927524,2.0,882.7290213927524
178,False,FAIL_002386,CUST_0875,SUB_0875,1152.64,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.7678245789662826,885.0253226996961,3.0,882.0253226996961
179,False,FAIL_002391,CUST_0875,SUB_0875,1152.64,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.7678245789662826,885.0253226996961,3.0,882.0253226996961
180,False,FAIL_000859,CUST_0353,SUB_0353,1421.41,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.6207231982720259,882.3021612558405,2.0,880.3021612558405
181,False,FAIL_000030,CUST_0017,SUB_0017,988.37,NETWORK_ERROR,low_engagement,RETRY_NOW,0.8869601373620688,876.644790964548,2.0,874.644790964548
182,False,FAIL_000033,CUST_0017,SUB_0017,988.37,NETWORK_ERROR,low_engagement,RETRY_NOW,0.8869601373620688,876.644790964548,2.0,874.644790964548
183,False,FAIL_000470,CUST_0180,SUB_0180,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7446514398295049,872.7091479369849,2.0,870.7091479369849
184,False,FAIL_000474,CUST_0180,SUB_0180,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7446514398295049,872.7091479369849,2.0,870.7091479369849
185,False,FAIL_002414,CUST_0883,SUB_0883,1083.08,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.790333698719703,855.9946224093359,2.0,853.9946224093359
186,False,FAIL_001937,CUST_0728,SUB_0728,1036.92,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.8228405222133447,853.2197942934614,3.0,850.2197942934614
187,False,FAIL_001939,CUST_0728,SUB_0728,1036.92,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.8228405222133447,853.2197942934614,3.0,850.2197942934614
188,False,FAIL_002495,CUST_0902,SUB_0902,1011.26,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8362856404426248,845.7022167540088,3.0,842.7022167540088
189,False,FAIL_001201,CUST_0473,SUB_0473,1039.13,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8104094949199641,842.1208184561823,3.0,839.1208184561823
190,False,FAIL_001245,CUST_0482,SUB_0482,1120.08,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7509353657781392,841.1076845007782,2.0,839.1076845007782
191,False,FAIL_002410,CUST_0883,SUB_0883,1083.08,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.7759347225459471,840.3993792950644,2.0,838.3993792950644
192,False,FAIL_000954,CUST_0386,SUB_0386,978.94,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8583229801194237,840.2466981581086,3.0,837.2466981581086
193,False,FAIL_001030,CUST_0419,SUB_0419,1157.68,INSUFFICIENT_FUNDS,reliable,SEND_REMINDER,0.7224173124260579,836.3280742493987,1.0,835.3280742493987
194,False,FAIL_002762,CUST_0990,SUB_0990,1096.67,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7598274001136349,833.2799148826201,2.0,831.2799148826201
195,False,FAIL_002188,CUST_0812,SUB_0812,926.3,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8941547204176311,828.2555175228516,3.0,825.2555175228516
196,False,FAIL_002334,CUST_0862,SUB_0862,1374.15,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6013945633808431,826.4063392697856,2.0,824.4063392697856
197,False,FAIL_001452,CUST_0567,SUB_0567,950.44,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8673298159899215,824.3449503094611,2.0,822.3449503094611
198,False,FAIL_000605,CUST_0243,SUB_0243,928.54,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8856481148752005,822.3597005862187,2.0,820.3597005862187
199,False,FAIL_000863,CUST_0354,SUB_0354,886.93,NETWORK_ERROR,normal,RETRY_NOW,0.9255754163421772,820.9206040163671,2.0,818.9206040163671
200,False,FAIL_000648,CUST_0255,SUB_0255,893.84,NETWORK_ERROR,low_engagement,RETRY_NOW,0.905471362186985,809.3465223772147,2.0,807.3465223772147
201,False,FAIL_002667,CUST_0959,SUB_0959,1165.14,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.6892787067240762,803.1061923524902,2.0,801.1061923524902
202,False,FAIL_001735,CUST_0670,SUB_0670,891.7,NETWORK_ERROR,normal,RETRY_NOW,0.9003389751063254,802.8322641023104,2.0,800.8322641023104
203,False,FAIL_000696,CUST_0281,SUB_0281,913.36,NETWORK_ERROR,normal,RETRY_NOW,0.8641290189415013,789.2608807404097,2.0,787.2608807404097
204,False,FAIL_000572,CUST_0224,SUB_0224,1274.95,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.6116921997450196,779.8769700649128,2.0,777.8769700649128
205,False,FAIL_001094,CUST_0438,SUB_0438,1106.29,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7041673527722405,779.013300698402,2.0,777.013300698402
206,False,FAIL_001864,CUST_0705,SUB_0705,937.29,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8284421818534249,776.4905726293965,3.0,773.4905726293965
207,False,FAIL_001802,CUST_0694,SUB_0694,1377.46,BANK_DECLINED,friction_prone,SEND_REMINDER,0.5597203445717233,770.992385833766,1.0,769.992385833766
208,False,FAIL_002485,CUST_0897,SUB_0897,994.96,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7664899577813311,762.6268483941133,3.0,759.6268483941133
209,False,FAIL_001430,CUST_0556,SUB_0556,1271.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.5988821069061082,761.3348672254591,2.0,759.3348672254591
210,False,FAIL_000383,CUST_0152,SUB_0152,979.43,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.775318792334142,759.3704847758287,2.0,757.3704847758287
211,False,FAIL_000164,CUST_0063,SUB_0063,961.34,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.7907478371519202,760.177525767627,3.0,757.177525767627
212,False,FAIL_000735,CUST_0303,SUB_0303,1311.68,BANK_DECLINED,normal,WAIT_AND_RETRY,0.5777106652480001,757.7715253924968,2.0,755.7715253924968
213,False,FAIL_000921,CUST_0374,SUB_0374,1655.04,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.4536062111243003,750.7364236591619,2.0,748.7364236591619
214,False,FAIL_000404,CUST_0156,SUB_0156,985.5,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.7622368581891814,751.1844237454383,3.0,748.1844237454383
215,False,FAIL_000523,CUST_0211,SUB_0211,1170.85,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6375390283370618,746.4625713284487,2.0,744.4625713284487
216,False,FAIL_000023,CUST_0015,SUB_0015,1187.03,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6219551544418002,738.27942697705,2.0,736.27942697705
217,False,FAIL_000027,CUST_0015,SUB_0015,1187.03,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6219551544418002,738.27942697705,2.0,736.27942697705
218,False,FAIL_000933,CUST_0377,SUB_0377,929.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7907116955496519,734.8241929082026,2.0,732.8241929082026
219,False,FAIL_000934,CUST_0377,SUB_0377,929.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7907116955496519,734.8241929082026,2.0,732.8241929082026
220,False,FAIL_001742,CUST_0675,SUB_0675,859.71,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8534892595621256,733.753251338155,2.0,731.753251338155
221,False,FAIL_001938,CUST_0728,SUB_0728,1036.92,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.707590719298059,733.7149686545433,2.0,731.7149686545433
222,False,FAIL_001300,CUST_0500,SUB_0500,878.95,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8335504908153669,732.6492039021668,2.0,730.6492039021668
223,False,FAIL_000402,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.742077352232531,731.3172306251594,2.0,729.3172306251594
224,False,FAIL_000410,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.742077352232531,731.3172306251594,2.0,729.3172306251594
225,False,FAIL_000953,CUST_0386,SUB_0386,978.94,LIMIT_EXCEEDED,normal,PAYMENT_LINK,0.7478561660725677,732.1063152150795,3.0,729.1063152150795
226,False,FAIL_001654,CUST_0640,SUB_0640,1249.65,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5836701033187002,729.3833446122137,2.0,727.3833446122137
227,False,FAIL_001517,CUST_0589,SUB_0589,998.51,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7303921315101901,729.3038472342399,2.0,727.3038472342399
228,False,FAIL_001913,CUST_0719,SUB_0719,984.04,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7405485122617327,728.7293580060355,2.0,726.7293580060355
229,False,FAIL_001882,CUST_0708,SUB_0708,1097.17,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6640018060921915,728.5228615901698,2.0,726.5228615901698
230,False,FAIL_002496,CUST_0902,SUB_0902,1011.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7197329665519117,727.8371597552862,2.0,725.8371597552862
231,False,FAIL_000101,CUST_0038,SUB_0038,1015.59,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7143308702220145,725.4672884887757,2.0,723.4672884887757
232,False,FAIL_000439,CUST_0168,SUB_0168,1204.32,BANK_DECLINED,normal,PAYMENT_LINK,0.5986973801248281,721.0232288319329,3.0,718.0232288319329
233,False,FAIL_002678,CUST_0964,SUB_0964,1091.43,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6566488403127948,716.6862437825937,3.0,713.6862437825937
234,False,FAIL_002435,CUST_0886,SUB_0886,938.96,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.7632270483318487,716.6396693016727,3.0,713.6396693016727
235,False,FAIL_000193,CUST_0083,SUB_0083,1152.82,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6201467788848793,714.9176096340666,2.0,712.9176096340666
236,False,FAIL_000861,CUST_0354,SUB_0354,886.93,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.8053360402782669,714.2766942040032,3.0,711.2766942040032
237,False,FAIL_000473,CUST_0180,SUB_0180,1171.97,BANK_DECLINED,normal,PAYMENT_LINK,0.6053264796916682,709.4244744042444,3.0,706.4244744042444
238,False,FAIL_002361,CUST_0868,SUB_0868,848.64,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8351927847675231,708.7780048651108,3.0,705.7780048651108
239,False,FAIL_002393,CUST_0875,SUB_0875,1152.64,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6139242261754412,707.6336200588606,3.0,704.6336200588606
240,False,FAIL_002395,CUST_0875,SUB_0875,1152.64,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6139242261754412,707.6336200588606,3.0,704.6336200588606
241,False,FAIL_002641,CUST_0949,SUB_0949,974.33,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7201707942231377,701.6840099354298,2.0,699.6840099354298
242,False,FAIL_001106,CUST_0441,SUB_0441,791.33,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8875150741489548,702.3173036262924,3.0,699.3173036262924
243,False,FAIL_000876,CUST_0359,SUB_0359,762.6,NETWORK_ERROR,low_engagement,RETRY_NOW,0.9083731549531516,692.7253679672733,2.0,690.7253679672733
244,False,FAIL_000586,CUST_0234,SUB_0234,992.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.6945143853479722,689.0624474229905,2.0,687.0624474229905
245,False,FAIL_001734,CUST_0670,SUB_0670,891.7,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7712368789132513,687.7119249269463,2.0,685.7119249269463
246,False,FAIL_001858,CUST_0705,SUB_0705,937.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7319368871589339,686.0371249651971,2.0,684.0371249651971
247,False,FAIL_002298,CUST_0851,SUB_0851,741.13,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.9246583229799664,685.2920229101426,3.0,682.2920229101426
248,False,FAIL_000357,CUST_0138,SUB_0138,1037.22,LIMIT_EXCEEDED,reliable,PAYMENT_LINK,0.6585448104561029,683.0558483012791,3.0,680.0558483012791
249,False,FAIL_000329,CUST_0130,SUB_0130,785.26,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8693051542923714,682.6305654596276,3.0,679.6305654596276
250,False,FAIL_001729,CUST_0666,SUB_0666,1090.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6238085397905746,680.2632126416216,2.0,678.2632126416216
251,False,FAIL_001684,CUST_0647,SUB_0647,1055.34,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6451710761529249,680.8748435072278,3.0,677.8748435072278
252,False,FAIL_001866,CUST_0707,SUB_0707,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7277720158233256,679.5498420548721,2.0,677.5498420548721
253,False,FAIL_001870,CUST_0707,SUB_0707,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7277720158233256,679.5498420548721,2.0,677.5498420548721
254,False,FAIL_001873,CUST_0707,SUB_0707,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7277720158233256,679.5498420548721,2.0,677.5498420548721
255,False,FAIL_001337,CUST_0521,SUB_0521,1196.46,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5672092793119268,678.6432143255479,2.0,676.6432143255479
256,False,FAIL_002760,CUST_0989,SUB_0989,997.84,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6746075158763294,673.1503636420365,2.0,671.1503636420365
257,False,FAIL_001859,CUST_0705,SUB_0705,937.29,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.7140373636868032,669.2600806100037,3.0,666.2600806100037
258,False,FAIL_000713,CUST_0291,SUB_0291,1068.05,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6254776360561708,668.0413891897932,3.0,665.0413891897932
259,False,FAIL_002769,CUST_0991,SUB_0991,885.95,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.7413861179047633,656.8310311577251,3.0,653.8310311577251
260,False,FAIL_001730,CUST_0666,SUB_0666,1090.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.599970282081902,654.2675926103141,2.0,652.2675926103141
261,False,FAIL_001029,CUST_0417,SUB_0417,850.96,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7686868621220294,654.1217721913622,2.0,652.1217721913622
262,False,FAIL_001878,CUST_0708,SUB_0708,1097.17,INSUFFICIENT_FUNDS,normal,SEND_REMINDER,0.5936141141149882,651.2955975835416,1.0,650.2955975835416
263,False,FAIL_001880,CUST_0708,SUB_0708,1097.17,INSUFFICIENT_FUNDS,normal,SEND_REMINDER,0.5936141141149882,651.2955975835416,1.0,650.2955975835416
264,False,FAIL_001886,CUST_0708,SUB_0708,1097.17,INSUFFICIENT_FUNDS,normal,SEND_REMINDER,0.5936141141149882,651.2955975835416,1.0,650.2955975835416
265,False,FAIL_001492,CUST_0580,SUB_0580,1096.45,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.5932312590163137,650.4484139484372,2.0,648.4484139484372
266,False,FAIL_001904,CUST_0718,SUB_0718,799.44,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.808780328317939,646.5713456704932,2.0,644.5713456704932
267,False,FAIL_001082,CUST_0436,SUB_0436,829.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7793951362825796,646.5082655463998,2.0,644.5082655463998
268,False,FAIL_001086,CUST_0436,SUB_0436,829.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7793951362825796,646.5082655463998,2.0,644.5082655463998
269,False,FAIL_002761,CUST_0990,SUB_0990,1096.67,BANK_DECLINED,normal,PAYMENT_LINK,0.5883120452761427,645.1841706929874,3.0,642.1841706929874
270,False,FAIL_002668,CUST_0964,SUB_0964,1091.43,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5865786222970202,640.2095057336368,2.0,638.2095057336368
271,False,FAIL_000815,CUST_0335,SUB_0335,997.42,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6411255899564865,639.4714859343987,2.0,637.4714859343987
272,False,FAIL_001320,CUST_0508,SUB_0508,676.53,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.9426326713671004,637.7192811599843,3.0,634.7192811599843
273,False,FAIL_002081,CUST_0777,SUB_0777,772.21,NETWORK_ERROR,reliable,RETRY_NOW,0.8224278630979182,635.0870201628434,2.0,633.0870201628434
274,False,FAIL_000397,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6443511745187043,635.008082488183,2.0,633.008082488183
275,False,FAIL_000398,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6443511745187043,635.008082488183,2.0,633.008082488183
276,False,FAIL_000522,CUST_0210,SUB_0210,799.69,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.7879390134632247,630.1069496764062,2.0,628.1069496764062
277,False,FAIL_002419,CUST_0883,SUB_0883,1083.08,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.5816339630126036,629.9561126596907,3.0,626.9561126596907
278,False,FAIL_001260,CUST_0485,SUB_0485,929.62,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6755174494119992,627.9745313223827,2.0,625.9745313223827
279,False,FAIL_002707,CUST_0970,SUB_0970,827.8,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.7590726330971385,628.3603256778111,3.0,625.3603256778111
280,False,FAIL_000792,CUST_0330,SUB_0330,998.82,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6248477982361723,624.1104778342536,2.0,622.1104778342536
281,False,FAIL_000797,CUST_0330,SUB_0330,998.82,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6248477982361723,624.1104778342536,2.0,622.1104778342536
282,False,FAIL_000327,CUST_0130,SUB_0130,785.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7909180849999474,621.0763354270587,2.0,619.0763354270587
283,False,FAIL_001471,CUST_0574,SUB_0574,918.08,LIMIT_EXCEEDED,reliable,PAYMENT_LINK,0.6745725457924795,619.3115628411596,3.0,616.3115628411596
284,False,FAIL_000645,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,618.4877724598149,3.0,615.4877724598149
285,False,FAIL_000647,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,618.4877724598149,3.0,615.4877724598149
286,False,FAIL_001251,CUST_0482,SUB_0482,1120.08,BANK_DECLINED,normal,WAIT_AND_RETRY,0.5492990756600099,615.2589086652639,2.0,613.2589086652639
287,False,FAIL_001928,CUST_0723,SUB_0723,720.89,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8482289362393636,611.4797578455948,3.0,608.4797578455948
288,False,FAIL_001732,CUST_0667,SUB_0667,651.62,NETWORK_ERROR,low_engagement,RETRY_NOW,0.9361013542861236,609.9823644799238,2.0,607.9823644799238
289,False,FAIL_001079,CUST_0435,SUB_0435,779.11,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.783923226314772,610.7624248541019,3.0,607.7624248541019
290,False,FAIL_002685,CUST_0965,SUB_0965,817.6,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7423651139496688,606.9577171652492,2.0,604.9577171652492
291,False,FAIL_000309,CUST_0121,SUB_0121,746.25,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.8126144236401572,606.4135136414674,3.0,603.4135136414674
292,False,FAIL_000943,CUST_0384,SUB_0384,686.09,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8822125020152608,605.2771755076503,3.0,602.2771755076503
293,False,FAIL_001125,CUST_0449,SUB_0449,688.54,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.872254015668298,600.5817799482498,3.0,597.5817799482498
294,False,FAIL_002373,CUST_0874,SUB_0874,763.19,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7802981328706386,595.5157320255428,2.0,593.5157320255428
295,False,FAIL_001622,CUST_0636,SUB_0636,666.71,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8890545346490634,592.7415487958771,3.0,589.7415487958771
296,False,FAIL_002640,CUST_0947,SUB_0947,773.95,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7549012843959828,584.2558490582709,2.0,582.2558490582709
297,False,FAIL_000652,CUST_0261,SUB_0261,768.63,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7580673699770107,582.6733225854298,2.0,580.6733225854298
298,False,FAIL_002575,CUST_0923,SUB_0923,786.88,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7404035322476693,582.608731455046,2.0,580.608731455046
299,False,FAIL_002747,CUST_0984,SUB_0984,634.7,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.9172976642724234,582.2088275137072,3.0,579.2088275137072
300,False,FAIL_002744,CUST_0981,SUB_0981,622.68,NETWORK_ERROR,friction_prone,RETRY_NOW,0.930363867387817,579.3189729450459,2.0,577.3189729450459
301,False,FAIL_001810,CUST_0697,SUB_0697,671.72,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.8621672166203134,579.1349627481969,3.0,576.1349627481969
302,False,FAIL_000181,CUST_0074,SUB_0074,756.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7599445006388282,574.9664097383311,3.0,571.9664097383311
