audit_id,outcome_timestamp,execution_id,decision_id,failure_id,customer_id,subscription_id,amount,failure_reason,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,policy_result,policy_reason,policy_checks,execution_result,execution_status,execution_reason,outcome_status,recovered,actual_recovered_amount,outcome_reason
AUD_CE197584E5D1,2026-09-02T04:35:29.450800+00:00,EXE_000042_4D20DB4D,DEC_000042,FAIL_000007,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,UPDATE_PAYMENT_METHOD,0.5779330352047651,6689.447737227411,3.0,6686.447737227411,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.,AWAITING_HUMAN,False,0.0,Recovery action requires human approval and was not autonomously executed.
AUD_2EEBC7BB06C6,2026-09-02T04:35:29.450800+00:00,EXE_000043_4DCB5115,DEC_000043,FAIL_002197,CUST_0816,SUB_0816,9124.45,BANK_DECLINED,PAYMENT_LINK,0.7120731237596143,6497.275614088413,3.0,6494.275614088413,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,9124.45,Simulated payment recovery succeeded after the executed intervention.
AUD_15353F3FC5D5,2026-09-02T04:35:29.450800+00:00,EXE_000044_C4EA89B1,DEC_000044,FAIL_000726,CUST_0299,SUB_0299,8559.42,LIMIT_EXCEEDED,PAYMENT_LINK,0.7471198776136792,6394.912822844078,3.0,6391.912822844078,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,8559.42,Simulated payment recovery succeeded after the executed intervention.
AUD_01409344C536,2026-09-02T04:35:29.450800+00:00,EXE_000045_E96E296B,DEC_000045,FAIL_000865,CUST_0356,SUB_0356,8418.6,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7589637588232157,6389.412300029124,2.0,6387.412300029124,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,8418.6,Simulated payment recovery succeeded after the executed intervention.
AUD_9CC6757AF396,2026-09-02T04:35:29.450800+00:00,EXE_000046_3BD76008,DEC_000046,FAIL_001719,CUST_0662,SUB_0662,8298.83,AUTHENTICATION_FAILED,UPDATE_PAYMENT_METHOD,0.7318351985149965,6073.375900492208,3.0,6070.375900492208,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,8298.83,Simulated payment recovery succeeded after the executed intervention.
AUD_00264AC6C546,2026-09-02T04:35:29.450800+00:00,EXE_000047_F5B4A854,DEC_000047,FAIL_000996,CUST_0400,SUB_0400,7063.31,INSUFFICIENT_FUNDS,PAYMENT_LINK,0.856704034151391,6051.166171461861,3.0,6048.166171461861,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,7063.31,Simulated payment recovery succeeded after the executed intervention.
AUD_8C564BF1B297,2026-09-02T04:35:29.451800+00:00,EXE_000048_271D100C,DEC_000048,FAIL_002206,CUST_0823,SUB_0823,10550.69,BANK_DECLINED,SEND_REMINDER,0.5721887453084253,6036.98607323815,1.0,6035.98607323815,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.,AWAITING_HUMAN,False,0.0,Recovery action requires human approval and was not autonomously executed.
AUD_0FC9720F97D9,2026-09-02T04:35:29.451800+00:00,EXE_000049_F88C7993,DEC_000049,FAIL_000868,CUST_0356,SUB_0356,8418.6,BANK_DECLINED,PAYMENT_LINK,0.7157191340953456,6025.3531022950765,3.0,6022.3531022950765,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,8418.6,Simulated payment recovery succeeded after the executed intervention.
AUD_0F3A20570E73,2026-09-02T04:35:29.451800+00:00,EXE_000050_08FC1E95,DEC_000050,FAIL_001409,CUST_0550,SUB_0550,7064.05,INSUFFICIENT_FUNDS,PAYMENT_LINK,0.7803604739573914,5512.505406058711,3.0,5509.505406058711,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,7064.05,Simulated payment recovery succeeded after the executed intervention.
AUD_952243D4968C,2026-09-02T04:35:29.451800+00:00,EXE_000051_8D8F005A,DEC_000051,FAIL_000547,CUST_0215,SUB_0215,7312.97,LIMIT_EXCEEDED,PAYMENT_LINK,0.7381463121643156,5398.041836468276,3.0,5395.041836468276,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,7312.97,Simulated payment recovery succeeded after the executed intervention.
AUD_B8C5BD067DBD,2026-09-02T04:35:29.451800+00:00,EXE_000052_9B6E3B4F,DEC_000052,FAIL_002499,CUST_0903,SUB_0903,5512.84,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.939083649416764,5177.017905850714,3.0,5174.017905850714,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,5512.84,Simulated payment recovery succeeded after the executed intervention.
AUD_3DE0D5F6911D,2026-09-02T04:35:29.452800+00:00,EXE_000053_23DB19FC,DEC_000053,FAIL_000981,CUST_0396,SUB_0396,5752.09,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7873062037211813,4528.6561413625695,2.0,4526.6561413625695,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_90BCE71EB143,2026-09-02T04:35:29.452800+00:00,EXE_000054_4236000A,DEC_000054,FAIL_000048,CUST_0021,SUB_0021,7397.62,BANK_DECLINED,UPDATE_PAYMENT_METHOD,0.5854985057169223,4331.295455861618,3.0,4328.295455861618,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,7397.62,Simulated payment recovery succeeded after the executed intervention.
AUD_C24B2738A496,2026-09-02T04:35:29.452800+00:00,EXE_000055_40AB0A70,DEC_000055,FAIL_000980,CUST_0396,SUB_0396,5752.09,BANK_DECLINED,PAYMENT_LINK,0.7371012407835277,4239.872676098522,3.0,4236.872676098522,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,5752.09,Simulated payment recovery succeeded after the executed intervention.
AUD_FC6CA0E627A1,2026-09-02T04:35:29.452800+00:00,EXE_000056_27A95DBB,DEC_000056,FAIL_002772,CUST_0993,SUB_0993,6771.64,BANK_DECLINED,PAYMENT_LINK,0.5871089118229696,3975.690191656896,3.0,3972.690191656896,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,6771.64,Simulated payment recovery succeeded after the executed intervention.
AUD_08D3C0BC532A,2026-09-02T04:35:29.452800+00:00,EXE_000057_9E4F7A24,DEC_000057,FAIL_002501,CUST_0904,SUB_0904,3422.48,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8930571413434154,3056.470205105012,3.0,3053.470205105012,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,3422.48,Simulated payment recovery succeeded after the executed intervention.
AUD_75B6DDF0AF10,2026-09-02T04:35:29.453799+00:00,EXE_000058_3C0AA32E,DEC_000058,FAIL_002260,CUST_0842,SUB_0842,5745.9,BANK_DECLINED,WAIT_AND_RETRY,0.5284431118472696,3036.381276363226,2.0,3034.381276363226,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_794F4AB4DD86,2026-09-02T04:35:29.453799+00:00,EXE_000059_38492F15,DEC_000059,FAIL_001141,CUST_0458,SUB_0458,3086.94,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8692507260901022,2683.3248363965804,3.0,2680.3248363965804,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,3086.94,Simulated payment recovery succeeded after the executed intervention.
AUD_3F24E501EACA,2026-09-02T04:35:29.453799+00:00,EXE_000060_DD50054F,DEC_000060,FAIL_001329,CUST_0512,SUB_0512,2720.0,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.895290225290505,2435.1894127901733,3.0,2432.1894127901733,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2720.0,Simulated payment recovery succeeded after the executed intervention.
AUD_5A9FCCB22599,2026-09-02T04:35:29.453799+00:00,EXE_000061_0726C3EE,DEC_000061,FAIL_001240,CUST_0481,SUB_0481,3208.7,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7478391598133202,2399.5915120930003,2.0,2397.5915120930003,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,3208.7,Simulated payment recovery succeeded after the executed intervention.
AUD_A87FD29874B5,2026-09-02T04:35:29.453799+00:00,EXE_000062_55589739,DEC_000062,FAIL_001144,CUST_0458,SUB_0458,3086.94,BANK_DECLINED,PAYMENT_LINK,0.7446567302367028,2298.7106468368875,3.0,2295.7106468368875,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_046D271D0F7F,2026-09-02T04:35:29.454800+00:00,EXE_000063_EFDF66E6,DEC_000063,FAIL_001169,CUST_0467,SUB_0467,2634.12,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.8549244457476503,2251.9735810328,2.0,2249.9735810328,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2634.12,Simulated payment recovery succeeded after the executed intervention.
AUD_AEB8A7081C93,2026-09-02T04:35:29.454800+00:00,EXE_000064_584368FE,DEC_000064,FAIL_002473,CUST_0893,SUB_0893,2414.17,NETWORK_ERROR,RETRY_NOW,0.9057775449188916,2186.700975616841,2.0,2184.700975616841,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2414.17,Simulated payment recovery succeeded after the executed intervention.
AUD_8F8D3D71858F,2026-09-02T04:35:29.454800+00:00,EXE_000065_06529444,DEC_000065,FAIL_001140,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,3086.94,Simulated payment recovery succeeded after the executed intervention.
AUD_574182688E74,2026-09-02T04:35:29.454800+00:00,EXE_000066_2159C936,DEC_000066,FAIL_001142,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_ECCEF81EBF5C,2026-09-02T04:35:29.454800+00:00,EXE_000067_97A9A08F,DEC_000067,FAIL_001354,CUST_0530,SUB_0530,2315.15,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.9209056911204484,2132.034810797506,3.0,2129.034810797506,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2315.15,Simulated payment recovery succeeded after the executed intervention.
AUD_C924F38C0EC9,2026-09-02T04:35:29.454800+00:00,EXE_000068_161DC9E1,DEC_000068,FAIL_000188,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,PAYMENT_LINK,0.7631755891241059,2042.845521699733,3.0,2039.845521699733,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2676.77,Simulated payment recovery succeeded after the executed intervention.
AUD_6022AEE4B84A,2026-09-02T04:35:29.455800+00:00,EXE_000069_43D155A7,DEC_000069,FAIL_001062,CUST_0430,SUB_0430,2619.41,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7617346027528056,1995.2952357967265,2.0,1993.2952357967265,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2619.41,Simulated payment recovery succeeded after the executed intervention.
AUD_DDBFBE1E9792,2026-09-02T04:35:29.455800+00:00,EXE_000070_C77C0BED,DEC_000070,FAIL_001577,CUST_0625,SUB_0625,2210.87,NETWORK_ERROR,RETRY_NOW,0.8980268632502906,1985.4206511541693,2.0,1983.4206511541693,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2210.87,Simulated payment recovery succeeded after the executed intervention.
AUD_5B32C088FD4B,2026-09-02T04:35:29.455800+00:00,EXE_000071_B97650DA,DEC_000071,FAIL_000009,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,WAIT_AND_RETRY,0.6787439791535979,1971.6155106453712,2.0,1969.6155106453712,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2904.8,Simulated payment recovery succeeded after the executed intervention.
AUD_ACA7F9051824,2026-09-02T04:35:29.455800+00:00,EXE_000072_6EADC105,DEC_000072,FAIL_000414,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7716332634123798,1923.1415824026744,2.0,1921.1415824026744,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2492.3,Simulated payment recovery succeeded after the executed intervention.
AUD_A4F34FF80BCC,2026-09-02T04:35:29.455800+00:00,EXE_000073_55861577,DEC_000073,FAIL_002233,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2452.06,Simulated payment recovery succeeded after the executed intervention.
AUD_FB38D55C787D,2026-09-02T04:35:29.456799+00:00,EXE_000074_D22A4F19,DEC_000074,FAIL_002235,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2452.06,Simulated payment recovery succeeded after the executed intervention.
AUD_6A36DFE68111,2026-09-02T04:35:29.456799+00:00,EXE_000075_6CEE7063,DEC_000075,FAIL_002088,CUST_0778,SUB_0778,1859.33,NETWORK_ERROR,WAIT_AND_RETRY,0.918848740627056,1708.4430289101042,2.0,1706.4430289101042,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1859.33,Simulated payment recovery succeeded after the executed intervention.
AUD_F6FC6D8F83B6,2026-09-02T04:35:29.456799+00:00,EXE_000076_BD5E8E73,DEC_000076,FAIL_002528,CUST_0911,SUB_0911,2077.0,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.8103949585590171,1683.1903289270786,2.0,1681.1903289270786,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2077.0,Simulated payment recovery succeeded after the executed intervention.
AUD_22F141164784,2026-09-02T04:35:29.456799+00:00,EXE_000077_06348B9E,DEC_000077,FAIL_002525,CUST_0911,SUB_0911,2077.0,BANK_DECLINED,WAIT_AND_RETRY,0.7994038473204977,1660.3617908846738,2.0,1658.3617908846738,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2077.0,Simulated payment recovery succeeded after the executed intervention.
AUD_7F146493AF6C,2026-09-02T04:35:29.456799+00:00,EXE_000078_656C3CB4,DEC_000078,FAIL_000752,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,PAYMENT_LINK,0.7183532571740653,1644.2244032805747,3.0,1641.2244032805747,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2288.88,Simulated payment recovery succeeded after the executed intervention.
AUD_9153157F7CB2,2026-09-02T04:35:29.457800+00:00,EXE_000079_287C0966,DEC_000079,FAIL_002601,CUST_0932,SUB_0932,2080.35,BANK_DECLINED,WAIT_AND_RETRY,0.7798166489344992,1622.2915656108853,2.0,1620.2915656108853,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2080.35,Simulated payment recovery succeeded after the executed intervention.
AUD_5075FB708F42,2026-09-02T04:35:29.457800+00:00,EXE_000080_E3215505,DEC_000080,FAIL_002095,CUST_0780,SUB_0780,2075.84,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.757232601073572,1571.8937226125638,2.0,1569.8937226125638,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_D1F8311A4536,2026-09-02T04:35:29.457800+00:00,EXE_000081_0CDCE05A,DEC_000081,FAIL_000039,CUST_0019,SUB_0019,2269.23,AUTHENTICATION_FAILED,SEND_REMINDER,0.6880335742500144,1561.3064276953603,1.0,1560.3064276953603,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Reminder is permitted as a lower-friction intervention.,SEND_REMINDER,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2269.23,Simulated payment recovery succeeded after the executed intervention.
AUD_655588932B3D,2026-09-02T04:35:29.457800+00:00,EXE_000082_18296C9D,DEC_000082,FAIL_001578,CUST_0625,SUB_0625,2210.87,BANK_DECLINED,WAIT_AND_RETRY,0.7011314956698211,1550.1105898315377,2.0,1548.1105898315377,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2210.87,Simulated payment recovery succeeded after the executed intervention.
