execution_id,execution_timestamp,decision_id,portfolio_rank,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,policy_result,policy_reason,policy_checks,execution_result,execution_status,execution_reason
EXE_000048_271D100C,2026-09-02T04:31:44.790101+00:00,DEC_000048,48,FAIL_002206,CUST_0823,SUB_0823,10550.69,BANK_DECLINED,high_value_loyal,SEND_REMINDER,0.5721887453084253,6036.98607323815,1.0,6035.98607323815,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000049_F88C7993,2026-09-02T04:31:44.790101+00:00,DEC_000049,49,FAIL_000868,CUST_0356,SUB_0356,8418.6,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7157191340953456,6025.3531022950765,3.0,6022.3531022950765,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000050_08FC1E95,2026-09-02T04:31:44.790101+00:00,DEC_000050,50,FAIL_001409,CUST_0550,SUB_0550,7064.05,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.7803604739573914,5512.505406058711,3.0,5509.505406058711,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000051_8D8F005A,2026-09-02T04:31:44.790101+00:00,DEC_000051,51,FAIL_000547,CUST_0215,SUB_0215,7312.97,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7381463121643156,5398.041836468276,3.0,5395.041836468276,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000052_9B6E3B4F,2026-09-02T04:31:44.791100+00:00,DEC_000052,52,FAIL_002499,CUST_0903,SUB_0903,5512.84,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.939083649416764,5177.017905850714,3.0,5174.017905850714,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000053_23DB19FC,2026-09-02T04:31:44.791100+00:00,DEC_000053,53,FAIL_000981,CUST_0396,SUB_0396,5752.09,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7873062037211813,4528.6561413625695,2.0,4526.6561413625695,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000054_4236000A,2026-09-02T04:31:44.791100+00:00,DEC_000054,54,FAIL_000048,CUST_0021,SUB_0021,7397.62,BANK_DECLINED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.5854985057169223,4331.295455861618,3.0,4328.295455861618,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000055_40AB0A70,2026-09-02T04:31:44.791100+00:00,DEC_000055,55,FAIL_000980,CUST_0396,SUB_0396,5752.09,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7371012407835277,4239.872676098522,3.0,4236.872676098522,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000056_27A95DBB,2026-09-02T04:31:44.791100+00:00,DEC_000056,56,FAIL_002772,CUST_0993,SUB_0993,6771.64,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.5871089118229696,3975.690191656896,3.0,3972.690191656896,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000057_9E4F7A24,2026-09-02T04:31:44.792590+00:00,DEC_000057,57,FAIL_002501,CUST_0904,SUB_0904,3422.48,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8930571413434154,3056.470205105012,3.0,3053.470205105012,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000058_3C0AA32E,2026-09-02T04:31:44.792590+00:00,DEC_000058,58,FAIL_002260,CUST_0842,SUB_0842,5745.9,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.5284431118472696,3036.381276363226,2.0,3034.381276363226,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000059_38492F15,2026-09-02T04:31:44.793584+00:00,DEC_000059,59,FAIL_001141,CUST_0458,SUB_0458,3086.94,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8692507260901022,2683.3248363965804,3.0,2680.3248363965804,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000060_DD50054F,2026-09-02T04:31:44.793584+00:00,DEC_000060,60,FAIL_001329,CUST_0512,SUB_0512,2720.0,CARD_EXPIRED,reliable,UPDATE_PAYMENT_METHOD,0.895290225290505,2435.1894127901733,3.0,2432.1894127901733,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000061_0726C3EE,2026-09-02T04:31:44.793584+00:00,DEC_000061,61,FAIL_001240,CUST_0481,SUB_0481,3208.7,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7478391598133202,2399.5915120930003,2.0,2397.5915120930003,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000062_55589739,2026-09-02T04:31:44.794591+00:00,DEC_000062,62,FAIL_001144,CUST_0458,SUB_0458,3086.94,BANK_DECLINED,normal,PAYMENT_LINK,0.7446567302367028,2298.7106468368875,3.0,2295.7106468368875,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000063_EFDF66E6,2026-09-02T04:31:44.794591+00:00,DEC_000063,63,FAIL_001169,CUST_0467,SUB_0467,2634.12,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.8549244457476503,2251.9735810328,2.0,2249.9735810328,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000064_584368FE,2026-09-02T04:31:44.794591+00:00,DEC_000064,64,FAIL_002473,CUST_0893,SUB_0893,2414.17,NETWORK_ERROR,normal,RETRY_NOW,0.9057775449188916,2186.700975616841,2.0,2184.700975616841,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000065_06529444,2026-09-02T04:31:44.794591+00:00,DEC_000065,65,FAIL_001140,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000066_2159C936,2026-09-02T04:31:44.794591+00:00,DEC_000066,66,FAIL_001142,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000067_97A9A08F,2026-09-02T04:31:44.794591+00:00,DEC_000067,67,FAIL_001354,CUST_0530,SUB_0530,2315.15,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.9209056911204484,2132.034810797506,3.0,2129.034810797506,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000068_161DC9E1,2026-09-02T04:31:44.795588+00:00,DEC_000068,68,FAIL_000188,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7631755891241059,2042.845521699733,3.0,2039.845521699733,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000069_43D155A7,2026-09-02T04:31:44.795588+00:00,DEC_000069,69,FAIL_001062,CUST_0430,SUB_0430,2619.41,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7617346027528056,1995.2952357967265,2.0,1993.2952357967265,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000070_C77C0BED,2026-09-02T04:31:44.795588+00:00,DEC_000070,70,FAIL_001577,CUST_0625,SUB_0625,2210.87,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8980268632502906,1985.4206511541693,2.0,1983.4206511541693,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000071_B97650DA,2026-09-02T04:31:44.795588+00:00,DEC_000071,71,FAIL_000009,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.6787439791535979,1971.6155106453712,2.0,1969.6155106453712,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000072_6EADC105,2026-09-02T04:31:44.795588+00:00,DEC_000072,72,FAIL_000414,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7716332634123798,1923.1415824026744,2.0,1921.1415824026744,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000073_55861577,2026-09-02T04:31:44.796587+00:00,DEC_000073,73,FAIL_002233,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000074_D22A4F19,2026-09-02T04:31:44.796587+00:00,DEC_000074,74,FAIL_002235,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000075_6CEE7063,2026-09-02T04:31:44.796587+00:00,DEC_000075,75,FAIL_002088,CUST_0778,SUB_0778,1859.33,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.918848740627056,1708.4430289101042,2.0,1706.4430289101042,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000076_BD5E8E73,2026-09-02T04:31:44.796587+00:00,DEC_000076,76,FAIL_002528,CUST_0911,SUB_0911,2077.0,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8103949585590171,1683.1903289270786,2.0,1681.1903289270786,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000077_06348B9E,2026-09-02T04:31:44.797588+00:00,DEC_000077,77,FAIL_002525,CUST_0911,SUB_0911,2077.0,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7994038473204977,1660.3617908846738,2.0,1658.3617908846738,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000078_656C3CB4,2026-09-02T04:31:44.797588+00:00,DEC_000078,78,FAIL_000752,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7183532571740653,1644.2244032805747,3.0,1641.2244032805747,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000079_287C0966,2026-09-02T04:31:44.797588+00:00,DEC_000079,79,FAIL_002601,CUST_0932,SUB_0932,2080.35,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7798166489344992,1622.2915656108853,2.0,1620.2915656108853,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000080_E3215505,2026-09-02T04:31:44.797588+00:00,DEC_000080,80,FAIL_002095,CUST_0780,SUB_0780,2075.84,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.757232601073572,1571.8937226125638,2.0,1569.8937226125638,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000081_0CDCE05A,2026-09-02T04:31:44.797588+00:00,DEC_000081,81,FAIL_000039,CUST_0019,SUB_0019,2269.23,AUTHENTICATION_FAILED,reliable,SEND_REMINDER,0.6880335742500144,1561.3064276953603,1.0,1560.3064276953603,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Reminder is permitted as a lower-friction intervention.,SEND_REMINDER,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000082_18296C9D,2026-09-02T04:31:44.798588+00:00,DEC_000082,82,FAIL_001578,CUST_0625,SUB_0625,2210.87,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.7011314956698211,1550.1105898315377,2.0,1548.1105898315377,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000083_B03F4768,2026-09-02T04:31:44.798588+00:00,DEC_000083,83,FAIL_002234,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,normal,PAYMENT_LINK,0.6279404421750163,1539.7476406396704,3.0,1536.7476406396704,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000084_09F5B734,2026-09-02T04:31:44.798588+00:00,DEC_000084,84,FAIL_002662,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8234580213340641,1534.621072298802,2.0,1532.621072298802,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000085_92E83D7B,2026-09-02T04:31:44.798588+00:00,DEC_000085,85,FAIL_000939,CUST_0380,SUB_0380,2093.21,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.718409495085489,1503.7819392078966,3.0,1500.7819392078966,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000086_990A0FD1,2026-09-02T04:31:44.799587+00:00,DEC_000086,86,FAIL_001176,CUST_0468,SUB_0468,1737.7,NETWORK_ERROR,friction_prone,RETRY_NOW,0.864463430406831,1502.1781030179504,2.0,1500.1781030179504,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000087_2D1CDE37,2026-09-02T04:31:44.799587+00:00,DEC_000087,87,FAIL_000249,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.8783216197294043,1484.3020548293125,2.0,1482.3020548293125,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000088_23F874A9,2026-09-02T04:31:44.799587+00:00,DEC_000088,88,FAIL_001405,CUST_0547,SUB_0547,2231.07,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6621324093360079,1477.2637544972872,2.0,1475.2637544972872,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000089_5A45BBDD,2026-09-02T04:31:44.799587+00:00,DEC_000089,89,FAIL_001385,CUST_0540,SUB_0540,2023.63,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7265941972081038,1470.3578152962352,2.0,1468.3578152962352,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000090_DB2F4087,2026-09-02T04:31:44.799587+00:00,DEC_000090,90,FAIL_002025,CUST_0750,SUB_0750,1696.9,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8615904226744122,1462.03278823621,3.0,1459.03278823621,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000091_FD0D3EBB,2026-09-02T04:31:44.799587+00:00,DEC_000091,91,FAIL_000824,CUST_0336,SUB_0336,1661.44,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8604771042010272,1429.6310800037547,3.0,1426.6310800037547,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000092_10C14540,2026-09-02T04:31:44.801078+00:00,DEC_000092,92,FAIL_001009,CUST_0408,SUB_0408,1572.78,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8898116764346954,1399.47800846296,3.0,1396.47800846296,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000093_73DAF9B0,2026-09-02T04:31:44.801078+00:00,DEC_000093,93,FAIL_001116,CUST_0444,SUB_0444,1927.55,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.7245994829383846,1396.7017333378833,3.0,1393.7017333378833,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000094_B7EBD843,2026-09-02T04:31:44.801078+00:00,DEC_000094,94,FAIL_002094,CUST_0780,SUB_0780,2075.84,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6655439530839772,1381.5627595698434,2.0,1379.5627595698434,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
