failure_id,payment_id,customer_id,subscription_id,amount,payment_date,failure_reason,failure_category,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,failure_ratio,payment_reliability,plan,monthly_subscription_value,billing_interval,candidate_action,estimated_recovery_probability,intervention_cost,expected_gross_recovery,expected_net_recovery,rank
FAIL_000410,PAY_002670,CUST_0156,SUB_0156,985.5,2026-07-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,781,13,13,26,0.5,0.35,0.45,friction_prone,0.5,0.5,pro,985.5,monthly,WAIT_AND_RETRY,0.742077352232531,2.0,731.3172306251594,729.3172306251594,1
FAIL_000414,PAY_002686,CUST_0158,SUB_0158,2492.3,2025-07-17,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,589,12,7,19,0.6316,0.35,0.45,friction_prone,0.3684,0.6316,pro,2492.3,monthly,WAIT_AND_RETRY,0.7716332634123798,2.0,1923.1415824026744,1921.1415824026744,1
FAIL_000419,PAY_002728,CUST_0161,SUB_0161,9716.42,2024-02-26,LIMIT_EXCEEDED,PAYMENT_LIMIT,946,30,1,31,0.9677,0.82,0.9,high_value_loyal,0.0323,0.9677,pro,9716.42,monthly,PAYMENT_LINK,0.7622497895677913,3.0,7406.339100352279,7403.339100352279,1
FAIL_000420,PAY_002758,CUST_0162,SUB_0162,293.46,2024-01-21,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,952,23,8,31,0.7419,0.3,0.25,low_engagement,0.2581,0.7419,starter,293.46,monthly,WAIT_AND_RETRY,0.7599863296170062,2.0,223.0255882894066,221.0255882894066,1
FAIL_000422,PAY_002768,CUST_0162,SUB_0162,293.46,2024-11-16,CARD_EXPIRED,PAYMENT_METHOD,952,23,8,31,0.7419,0.3,0.25,low_engagement,0.2581,0.7419,starter,293.46,monthly,UPDATE_PAYMENT_METHOD,0.8609921185157475,3.0,252.66674709963127,249.66674709963127,1
FAIL_000425,PAY_002777,CUST_0162,SUB_0162,293.46,2025-08-13,BANK_DECLINED,ISSUER_DECLINE,952,23,8,31,0.7419,0.3,0.25,low_engagement,0.2581,0.7419,starter,293.46,monthly,WAIT_AND_RETRY,0.5823169920264291,2.0,170.88674448007586,168.88674448007586,1
FAIL_000436,PAY_002868,CUST_0168,SUB_0168,1204.32,2025-02-04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,692,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,starter,1204.32,monthly,WAIT_AND_RETRY,0.7485906380057092,2.0,901.5426771630357,899.5426771630357,1
FAIL_000437,PAY_002871,CUST_0168,SUB_0168,1204.32,2025-05-05,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,692,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,starter,1204.32,monthly,WAIT_AND_RETRY,0.7485906380057092,2.0,901.5426771630357,899.5426771630357,1
FAIL_000439,PAY_002873,CUST_0168,SUB_0168,1204.32,2025-07-04,BANK_DECLINED,ISSUER_DECLINE,692,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,starter,1204.32,monthly,PAYMENT_LINK,0.5986973801248282,3.0,721.023228831933,718.023228831933,1
FAIL_000443,PAY_002890,CUST_0169,SUB_0169,14872.16,2025-03-10,NETWORK_ERROR,TECHNICAL,628,19,1,20,0.95,0.82,0.9,high_value_loyal,0.05,0.95,pro,14872.16,monthly,RETRY_NOW,0.9042269937480303,2.0,13447.808527339706,13445.808527339706,1
FAIL_000445,PAY_002898,CUST_0169,SUB_0169,14872.16,2025-11-05,LIMIT_EXCEEDED,PAYMENT_LIMIT,628,19,1,20,0.95,0.82,0.9,high_value_loyal,0.05,0.95,pro,14872.16,monthly,PAYMENT_LINK,0.7911660629728501,3.0,11766.348275102302,11763.348275102302,1
FAIL_000448,PAY_002939,CUST_0171,SUB_0171,14917.0,2025-07-08,BANK_DECLINED,ISSUER_DECLINE,958,29,2,31,0.9355,0.82,0.9,high_value_loyal,0.0645,0.9355,pro,14917.0,monthly,PAYMENT_LINK,0.7779407093694058,3.0,11604.541561663427,11601.541561663427,1
FAIL_000450,PAY_002947,CUST_0171,SUB_0171,14917.0,2026-03-05,NETWORK_ERROR,TECHNICAL,958,29,2,31,0.9355,0.82,0.9,high_value_loyal,0.0645,0.9355,pro,14917.0,monthly,RETRY_NOW,0.9224601742413323,2.0,13760.338419157953,13758.338419157953,1
FAIL_000457,PAY_002994,CUST_0173,SUB_0173,655.36,2026-04-30,CARD_EXPIRED,PAYMENT_METHOD,812,22,5,27,0.8148,0.3,0.25,low_engagement,0.1852,0.8148,growth,655.36,monthly,UPDATE_PAYMENT_METHOD,0.7895956187736616,3.0,517.4693847195068,514.4693847195068,1
FAIL_000459,PAY_003001,CUST_0174,SUB_0174,623.9,2025-02-26,CARD_EXPIRED,PAYMENT_METHOD,640,16,5,21,0.7619,0.3,0.25,low_engagement,0.2381,0.7619,starter,623.9,monthly,UPDATE_PAYMENT_METHOD,0.7187636924402143,3.0,448.4366677134497,445.4366677134497,1
FAIL_000470,PAY_003078,CUST_0180,SUB_0180,1171.97,2025-03-19,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,709,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,growth,1171.97,monthly,WAIT_AND_RETRY,0.7446514398295051,2.0,872.7091479369851,870.7091479369851,1
FAIL_000473,PAY_003085,CUST_0180,SUB_0180,1171.97,2025-10-15,BANK_DECLINED,ISSUER_DECLINE,709,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,growth,1171.97,monthly,PAYMENT_LINK,0.6053264796916681,3.0,709.4244744042443,706.4244744042443,1
FAIL_000474,PAY_003091,CUST_0180,SUB_0180,1171.97,2026-04-13,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,709,18,5,23,0.7826,0.6,0.6,normal,0.2174,0.7826,growth,1171.97,monthly,WAIT_AND_RETRY,0.7446514398295051,2.0,872.7091479369851,870.7091479369851,1
FAIL_000492,PAY_003224,CUST_0188,SUB_0188,221.49,2024-11-21,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,677,17,5,22,0.7727,0.3,0.25,low_engagement,0.2273,0.7727,growth,221.49,monthly,WAIT_AND_RETRY,0.8209126989428587,2.0,181.82395368885378,179.82395368885378,1
FAIL_000496,PAY_003241,CUST_0188,SUB_0188,221.49,2026-04-15,CARD_EXPIRED,PAYMENT_METHOD,677,17,5,22,0.7727,0.3,0.25,low_engagement,0.2273,0.7727,growth,221.49,monthly,UPDATE_PAYMENT_METHOD,0.7684800425828328,3.0,170.21064463167164,167.21064463167164,1
FAIL_000498,PAY_003292,CUST_0192,SUB_0192,378.71,2025-11-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,489,15,1,16,0.9375,0.35,0.45,friction_prone,0.0625,0.9375,growth,378.71,monthly,WAIT_AND_RETRY,0.7959215838332814,2.0,301.423463013502,299.423463013502,1
FAIL_000511,PAY_003453,CUST_0202,SUB_0202,324.57,2026-05-11,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,141,2,2,4,0.5,0.3,0.25,low_engagement,0.5,0.5,growth,324.57,monthly,WAIT_AND_RETRY,0.7709221857731839,2.0,250.2182138364023,248.2182138364023,1
FAIL_000512,PAY_003464,CUST_0204,SUB_0204,213.4,2025-07-12,BANK_DECLINED,ISSUER_DECLINE,444,11,3,14,0.7857,0.3,0.25,low_engagement,0.2143,0.7857,starter,213.4,monthly,PAYMENT_LINK,0.49328976437499183,3.0,105.26803571762326,102.26803571762326,1
FAIL_000516,PAY_003495,CUST_0207,SUB_0207,1213.6,2025-10-16,CARD_EXPIRED,PAYMENT_METHOD,408,9,4,13,0.6923,0.35,0.45,friction_prone,0.3077,0.6923,pro,1213.6,monthly,UPDATE_PAYMENT_METHOD,0.8945000537304264,3.0,1085.5652652072454,1082.5652652072454,1
FAIL_000522,PAY_003541,CUST_0210,SUB_0210,799.69,2026-02-18,BANK_DECLINED,ISSUER_DECLINE,523,16,1,17,0.9412,0.8,0.85,reliable,0.0588,0.9412,pro,799.69,monthly,WAIT_AND_RETRY,0.7879390134632245,2.0,630.106949676406,628.106949676406,1
FAIL_000523,PAY_003553,CUST_0211,SUB_0211,1170.85,2024-06-02,BANK_DECLINED,ISSUER_DECLINE,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly,WAIT_AND_RETRY,0.6375390283370618,2.0,746.4625713284487,744.4625713284487,1
FAIL_000526,PAY_003561,CUST_0211,SUB_0211,1170.85,2025-01-28,NETWORK_ERROR,TECHNICAL,999,25,8,33,0.7576,0.35,0.45,friction_prone,0.2424,0.7576,starter,1170.85,monthly,RETRY_NOW,0.7636547035777856,2.0,894.1251096840502,892.1251096840502,1
FAIL_000536,PAY_003589,CUST_0212,SUB_0212,404.59,2024-12-31,CARD_EXPIRED,PAYMENT_METHOD,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly,UPDATE_PAYMENT_METHOD,0.8242726677569628,3.0,333.4924786477896,330.4924786477896,1
FAIL_000537,PAY_003590,CUST_0212,SUB_0212,404.59,2025-01-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,877,22,7,29,0.7586,0.3,0.25,low_engagement,0.2414,0.7586,starter,404.59,monthly,WAIT_AND_RETRY,0.7434005082028333,2.0,300.7724116137843,298.7724116137843,1
FAIL_000542,PAY_003650,CUST_0214,SUB_0214,12636.68,2025-10-13,LIMIT_EXCEEDED,PAYMENT_LIMIT,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,0.1111,0.8889,pro,12636.68,monthly,PAYMENT_LINK,0.6262659914794234,3.0,7913.9229292082,7910.9229292082,1
FAIL_000543,PAY_003652,CUST_0214,SUB_0214,12636.68,2025-12-12,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,0.1111,0.8889,pro,12636.68,monthly,WAIT_AND_RETRY,0.8325255972790981,2.0,10520.359564624834,10518.359564624834,1
FAIL_000547,PAY_003669,CUST_0215,SUB_0215,7312.97,2026-02-02,LIMIT_EXCEEDED,PAYMENT_LIMIT,479,13,2,15,0.8667,0.82,0.9,high_value_loyal,0.1333,0.8667,growth,7312.97,monthly,PAYMENT_LINK,0.7381463121643156,3.0,5398.0418364682755,5395.0418364682755,1
FAIL_000551,PAY_003710,CUST_0217,SUB_0217,437.85,2025-04-15,CARD_EXPIRED,PAYMENT_METHOD,862,23,5,28,0.8214,0.3,0.25,low_engagement,0.1786,0.8214,growth,437.85,monthly,UPDATE_PAYMENT_METHOD,0.885147902540739,3.0,387.5620091274626,384.5620091274626,1
FAIL_000567,PAY_003794,CUST_0222,SUB_0222,1605.38,2026-03-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,491,13,3,16,0.8125,0.35,0.45,friction_prone,0.1875,0.8125,growth,1605.38,monthly,WAIT_AND_RETRY,0.6693718557757695,2.0,1074.596189825305,1072.596189825305,1
FAIL_000572,PAY_003822,CUST_0224,SUB_0224,1274.95,2026-05-09,BANK_DECLINED,ISSUER_DECLINE,233,6,1,7,0.8571,0.3,0.25,low_engagement,0.1429,0.8571,growth,1274.95,monthly,WAIT_AND_RETRY,0.6116921997450195,2.0,779.8769700649127,777.8769700649127,1
FAIL_000575,PAY_003877,CUST_0227,SUB_0227,9730.73,2025-05-26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,671,20,2,22,0.9091,0.82,0.9,high_value_loyal,0.0909,0.9091,pro,9730.73,monthly,PAYMENT_LINK,0.8415486601585237,3.0,8188.882793864351,8185.882793864351,1
FAIL_000586,PAY_003964,CUST_0234,SUB_0234,992.15,2025-01-20,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,947,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,pro,992.15,monthly,WAIT_AND_RETRY,0.6945143853479722,2.0,689.0624474229905,687.0624474229905,1
FAIL_000604,PAY_004093,CUST_0242,SUB_0242,408.16,2026-01-26,CARD_EXPIRED,PAYMENT_METHOD,396,10,3,13,0.7692,0.3,0.25,low_engagement,0.2308,0.7692,starter,408.16,monthly,UPDATE_PAYMENT_METHOD,0.898531069153743,3.0,366.7444411857918,363.7444411857918,1
FAIL_000605,PAY_004104,CUST_0243,SUB_0243,928.54,2025-10-02,NETWORK_ERROR,TECHNICAL,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly,RETRY_NOW,0.8856481148752005,2.0,822.3597005862187,820.3597005862187,1
FAIL_000607,PAY_004108,CUST_0243,SUB_0243,928.54,2026-01-30,BANK_DECLINED,ISSUER_DECLINE,452,8,7,15,0.5333,0.35,0.45,friction_prone,0.4667,0.5333,starter,928.54,monthly,PAYMENT_LINK,0.5704579313625435,3.0,529.6930075873761,526.6930075873761,1
FAIL_000611,PAY_004117,CUST_0244,SUB_0244,1067.83,2024-04-01,NETWORK_ERROR,TECHNICAL,941,27,4,31,0.871,0.6,0.6,normal,0.129,0.871,growth,1067.83,monthly,RETRY_NOW,0.8658709618785287,2.0,924.6029892227493,922.6029892227493,1
FAIL_000627,PAY_004208,CUST_0248,SUB_0248,200.0,2025-07-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,701,15,8,23,0.6522,0.3,0.25,low_engagement,0.3478,0.6522,starter,200.0,monthly,WAIT_AND_RETRY,0.6691197370286491,2.0,133.82394740572983,131.82394740572983,1
FAIL_000634,PAY_004294,CUST_0252,SUB_0252,609.3,2025-10-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly,WAIT_AND_RETRY,0.7027986157376762,2.0,428.21519656896606,426.21519656896606,1
FAIL_000635,PAY_004297,CUST_0252,SUB_0252,609.3,2026-01-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly,WAIT_AND_RETRY,0.7027986157376762,2.0,428.21519656896606,426.21519656896606,1
FAIL_000637,PAY_004303,CUST_0252,SUB_0252,609.3,2026-07-27,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,724,16,8,24,0.6667,0.3,0.25,low_engagement,0.3333,0.6667,starter,609.3,monthly,WAIT_AND_RETRY,0.7027986157376762,2.0,428.21519656896606,426.21519656896606,1
FAIL_000645,PAY_004352,CUST_0255,SUB_0255,893.84,2025-08-14,AUTHENTICATION_FAILED,CUSTOMER_ACTION,531,13,4,17,0.7647,0.3,0.25,low_engagement,0.2353,0.7647,starter,893.84,monthly,UPDATE_PAYMENT_METHOD,0.6919446125255245,3.0,618.4877724598149,615.4877724598149,1
FAIL_000647,PAY_004357,CUST_0255,SUB_0255,893.84,2026-01-11,AUTHENTICATION_FAILED,CUSTOMER_ACTION,531,13,4,17,0.7647,0.3,0.25,low_engagement,0.2353,0.7647,starter,893.84,monthly,UPDATE_PAYMENT_METHOD,0.6919446125255245,3.0,618.4877724598149,615.4877724598149,1
FAIL_000648,PAY_004358,CUST_0255,SUB_0255,893.84,2026-02-10,NETWORK_ERROR,TECHNICAL,531,13,4,17,0.7647,0.3,0.25,low_engagement,0.2353,0.7647,starter,893.84,monthly,RETRY_NOW,0.9054713621869852,2.0,809.3465223772149,807.3465223772149,1
FAIL_000652,PAY_004454,CUST_0261,SUB_0261,768.63,2026-03-02,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,211,5,2,7,0.7143,0.3,0.25,low_engagement,0.2857,0.7143,starter,768.63,monthly,WAIT_AND_RETRY,0.7580673699770107,2.0,582.6733225854298,580.6733225854298,1
FAIL_000653,PAY_004462,CUST_0262,SUB_0262,1739.87,2024-08-14,LIMIT_EXCEEDED,PAYMENT_LIMIT,806,23,3,26,0.8846,0.8,0.85,reliable,0.1154,0.8846,starter,1739.87,monthly,SEND_REMINDER,0.5874164888914143,1.0,1022.0283265275049,1021.0283265275049,1
FAIL_000654,PAY_004463,CUST_0262,SUB_0262,1739.87,2024-09-13,BANK_DECLINED,ISSUER_DECLINE,806,23,3,26,0.8846,0.8,0.85,reliable,0.1154,0.8846,starter,1739.87,monthly,PAYMENT_LINK,0.6506566116763145,3.0,1132.0579189572693,1129.0579189572693,1
FAIL_000656,PAY_004480,CUST_0262,SUB_0262,1739.87,2026-02-05,BANK_DECLINED,ISSUER_DECLINE,806,23,3,26,0.8846,0.8,0.85,reliable,0.1154,0.8846,starter,1739.87,monthly,PAYMENT_LINK,0.6506566116763145,3.0,1132.0579189572693,1129.0579189572693,1
FAIL_000662,PAY_004578,CUST_0268,SUB_0268,648.75,2025-05-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,817,23,4,27,0.8519,0.6,0.6,normal,0.1481,0.8519,growth,648.75,monthly,WAIT_AND_RETRY,0.7711522797628496,2.0,500.28504149614866,498.28504149614866,1
FAIL_000666,PAY_004597,CUST_0269,SUB_0269,1477.76,2026-06-29,BANK_DECLINED,ISSUER_DECLINE,182,5,1,6,0.8333,0.35,0.45,friction_prone,0.1667,0.8333,growth,1477.76,monthly,WAIT_AND_RETRY,0.5986960138268409,2.0,884.7290213927524,882.7290213927524,1
FAIL_000667,PAY_004608,CUST_0270,SUB_0270,462.89,2026-07-24,NETWORK_ERROR,TECHNICAL,307,9,1,10,0.9,0.35,0.45,friction_prone,0.1,0.9,pro,462.89,monthly,RETRY_NOW,0.9348966027253003,2.0,432.75428843551424,430.75428843551424,1
FAIL_000670,PAY_004676,CUST_0276,SUB_0276,382.33,2025-06-26,BANK_DECLINED,ISSUER_DECLINE,640,15,6,21,0.7143,0.3,0.25,low_engagement,0.2857,0.7143,starter,382.33,monthly,PAYMENT_LINK,0.5648223373569844,3.0,215.94852424169582,212.94852424169582,1
FAIL_000675,PAY_004692,CUST_0277,SUB_0277,470.05,2025-02-15,NETWORK_ERROR,TECHNICAL,621,10,10,20,0.5,0.3,0.25,low_engagement,0.5,0.5,starter,470.05,monthly,RETRY_NOW,0.8060358909000528,2.0,378.8771705175698,376.8771705175698,1
FAIL_000677,PAY_004699,CUST_0277,SUB_0277,470.05,2025-09-13,CARD_EXPIRED,PAYMENT_METHOD,621,10,10,20,0.5,0.3,0.25,low_engagement,0.5,0.5,starter,470.05,monthly,UPDATE_PAYMENT_METHOD,0.797548616899462,3.0,374.8877273735921,371.8877273735921,1
FAIL_000682,PAY_004706,CUST_0277,SUB_0277,470.05,2026-04-11,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,621,10,10,20,0.5,0.3,0.25,low_engagement,0.5,0.5,starter,470.05,monthly,WAIT_AND_RETRY,0.7032151599004375,2.0,330.54628591120064,328.54628591120064,1
FAIL_000696,PAY_004766,CUST_0281,SUB_0281,913.36,2026-03-24,NETWORK_ERROR,TECHNICAL,759,20,5,25,0.8,0.6,0.6,normal,0.2,0.8,growth,913.36,monthly,RETRY_NOW,0.8641290189415015,2.0,789.2608807404098,787.2608807404098,1
FAIL_000701,PAY_004795,CUST_0285,SUB_0285,472.43,2025-07-29,NETWORK_ERROR,TECHNICAL,547,17,1,18,0.9444,0.6,0.6,normal,0.0556,0.9444,growth,472.43,monthly,RETRY_NOW,0.9020773375091571,2.0,426.1683965594511,424.1683965594511,1
FAIL_000713,PAY_004891,CUST_0291,SUB_0291,1068.05,2026-03-10,LIMIT_EXCEEDED,PAYMENT_LIMIT,293,7,2,9,0.7778,0.35,0.45,friction_prone,0.2222,0.7778,starter,1068.05,monthly,PAYMENT_LINK,0.6254776360561708,3.0,668.0413891897932,665.0413891897932,1
FAIL_000721,PAY_004965,CUST_0298,SUB_0298,706.23,2024-12-12,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,836,17,10,27,0.6296,0.35,0.45,friction_prone,0.3704,0.6296,pro,706.23,monthly,WAIT_AND_RETRY,0.6939987076624857,2.0,490.1227073124773,488.1227073124773,1
FAIL_000726,PAY_004993,CUST_0299,SUB_0299,8559.42,2025-07-27,LIMIT_EXCEEDED,PAYMENT_LIMIT,639,19,2,21,0.9048,0.82,0.9,high_value_loyal,0.0952,0.9048,pro,8559.42,monthly,PAYMENT_LINK,0.7471198776136792,3.0,6394.912822844078,6391.912822844078,1
FAIL_000732,PAY_005068,CUST_0303,SUB_0303,1311.68,2024-07-26,NETWORK_ERROR,TECHNICAL,795,21,5,26,0.8077,0.6,0.6,normal,0.1923,0.8077,growth,1311.68,monthly,RETRY_NOW,0.8891880652013973,2.0,1166.3302013633688,1164.3302013633688,1
FAIL_000735,PAY_005089,CUST_0303,SUB_0303,1311.68,2026-04-17,BANK_DECLINED,ISSUER_DECLINE,795,21,5,26,0.8077,0.6,0.6,normal,0.1923,0.8077,growth,1311.68,monthly,WAIT_AND_RETRY,0.5777106652480001,2.0,757.7715253924968,755.7715253924968,1
FAIL_000752,PAY_005156,CUST_0307,SUB_0307,2288.88,2025-10-23,LIMIT_EXCEEDED,PAYMENT_LIMIT,671,13,9,22,0.5909,0.35,0.45,friction_prone,0.4091,0.5909,pro,2288.88,monthly,PAYMENT_LINK,0.7183532571740653,3.0,1644.2244032805747,1641.2244032805747,1
FAIL_000762,PAY_005226,CUST_0312,SUB_0312,13871.79,2025-07-18,NETWORK_ERROR,TECHNICAL,498,14,2,16,0.875,0.82,0.9,high_value_loyal,0.125,0.875,pro,13871.79,monthly,WAIT_AND_RETRY,0.8797088683614944,2.0,12203.136683048295,12201.136683048295,1
FAIL_000778,PAY_005355,CUST_0322,SUB_0322,676.83,2025-08-10,AUTHENTICATION_FAILED,CUSTOMER_ACTION,625,16,4,20,0.8,0.35,0.45,friction_prone,0.2,0.8,starter,676.83,monthly,UPDATE_PAYMENT_METHOD,0.7256385574193724,3.0,491.1339448181539,488.1339448181539,1
FAIL_000779,PAY_005362,CUST_0322,SUB_0322,676.83,2026-03-08,BANK_DECLINED,ISSUER_DECLINE,625,16,4,20,0.8,0.35,0.45,friction_prone,0.2,0.8,starter,676.83,monthly,WAIT_AND_RETRY,0.5793857055277101,2.0,392.14562707232005,390.14562707232005,1
FAIL_000780,PAY_005367,CUST_0323,SUB_0323,262.8,2024-10-15,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,684,17,5,22,0.7727,0.3,0.25,low_engagement,0.2273,0.7727,starter,262.8,monthly,WAIT_AND_RETRY,0.8234499902973302,2.0,216.4026574501384,214.4026574501384,1
FAIL_000785,PAY_005400,CUST_0325,SUB_0325,726.01,2025-01-08,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,749,18,6,24,0.75,0.3,0.25,low_engagement,0.25,0.75,starter,726.01,monthly,WAIT_AND_RETRY,0.7633119248827371,2.0,554.172090584116,552.172090584116,1
FAIL_000786,PAY_005403,CUST_0325,SUB_0325,726.01,2025-04-08,AUTHENTICATION_FAILED,CUSTOMER_ACTION,749,18,6,24,0.75,0.3,0.25,low_engagement,0.25,0.75,starter,726.01,monthly,UPDATE_PAYMENT_METHOD,0.7025003441281695,3.0,510.02227484049234,507.02227484049234,1
FAIL_000788,PAY_005407,CUST_0325,SUB_0325,726.01,2025-08-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,749,18,6,24,0.75,0.3,0.25,low_engagement,0.25,0.75,starter,726.01,monthly,WAIT_AND_RETRY,0.7633119248827371,2.0,554.172090584116,552.172090584116,1
FAIL_000792,PAY_005444,CUST_0330,SUB_0330,998.82,2024-10-04,BANK_DECLINED,ISSUER_DECLINE,905,26,4,30,0.8667,0.6,0.6,normal,0.1333,0.8667,pro,998.82,monthly,WAIT_AND_RETRY,0.6248477982361722,2.0,624.1104778342535,622.1104778342535,1
FAIL_000797,PAY_005456,CUST_0330,SUB_0330,998.82,2025-09-29,BANK_DECLINED,ISSUER_DECLINE,905,26,4,30,0.8667,0.6,0.6,normal,0.1333,0.8667,pro,998.82,monthly,WAIT_AND_RETRY,0.6248477982361722,2.0,624.1104778342535,622.1104778342535,1
FAIL_000808,PAY_005504,CUST_0333,SUB_0333,1523.74,2026-07-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,235,3,4,7,0.4286,0.35,0.45,friction_prone,0.5714,0.4286,growth,1523.74,monthly,PAYMENT_LINK,0.6364426074246596,3.0,969.7730586372509,966.7730586372509,1
FAIL_000815,PAY_005524,CUST_0335,SUB_0335,997.42,2025-12-12,BANK_DECLINED,ISSUER_DECLINE,531,13,4,17,0.7647,0.35,0.45,friction_prone,0.2353,0.7647,pro,997.42,monthly,WAIT_AND_RETRY,0.6411255899564864,2.0,639.4714859343986,637.4714859343986,1
FAIL_000816,PAY_005532,CUST_0336,SUB_0336,1661.44,2024-09-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,707,15,8,23,0.6522,0.35,0.45,friction_prone,0.3478,0.6522,growth,1661.44,monthly,WAIT_AND_RETRY,0.5603522129213765,2.0,930.9915806360918,928.9915806360918,1
FAIL_000818,PAY_005541,CUST_0336,SUB_0336,1661.44,2025-06-19,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,707,15,8,23,0.6522,0.35,0.45,friction_prone,0.3478,0.6522,growth,1661.44,monthly,WAIT_AND_RETRY,0.5603522129213765,2.0,930.9915806360918,928.9915806360918,1
FAIL_000824,PAY_005554,CUST_0336,SUB_0336,1661.44,2026-07-14,CARD_EXPIRED,PAYMENT_METHOD,707,15,8,23,0.6522,0.35,0.45,friction_prone,0.3478,0.6522,growth,1661.44,monthly,UPDATE_PAYMENT_METHOD,0.8604771042010272,3.0,1429.6310800037547,1426.6310800037547,1
FAIL_000834,PAY_005674,CUST_0348,SUB_0348,10125.65,2024-06-20,BANK_DECLINED,ISSUER_DECLINE,831,23,4,27,0.8519,0.82,0.9,high_value_loyal,0.1481,0.8519,pro,10125.65,monthly,PAYMENT_LINK,0.6919986758112654,3.0,7006.936391728339,7003.936391728339,1
FAIL_000837,PAY_005692,CUST_0348,SUB_0348,10125.65,2025-12-12,NETWORK_ERROR,TECHNICAL,831,23,4,27,0.8519,0.82,0.9,high_value_loyal,0.1481,0.8519,pro,10125.65,monthly,RETRY_NOW,0.8931481474001277,2.0,9043.705538722103,9041.705538722103,1
FAIL_000859,PAY_005828,CUST_0353,SUB_0353,1421.41,2025-09-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,999,28,5,33,0.8485,0.6,0.6,normal,0.1515,0.8485,pro,1421.41,monthly,WAIT_AND_RETRY,0.6207231982720257,2.0,882.3021612558401,880.3021612558401,1
FAIL_000861,PAY_005846,CUST_0354,SUB_0354,886.93,2025-02-26,AUTHENTICATION_FAILED,CUSTOMER_ACTION,760,22,3,25,0.88,0.6,0.6,normal,0.12,0.88,starter,886.93,monthly,UPDATE_PAYMENT_METHOD,0.8053360402782669,3.0,714.2766942040032,711.2766942040032,1
FAIL_000863,PAY_005855,CUST_0354,SUB_0354,886.93,2025-11-23,NETWORK_ERROR,TECHNICAL,760,22,3,25,0.88,0.6,0.6,normal,0.12,0.88,starter,886.93,monthly,RETRY_NOW,0.9255754163421771,2.0,820.9206040163671,818.9206040163671,1
FAIL_000865,PAY_005882,CUST_0356,SUB_0356,8418.6,2025-03-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,922,27,3,30,0.9,0.82,0.9,high_value_loyal,0.1,0.9,growth,8418.6,monthly,WAIT_AND_RETRY,0.7589637588232157,2.0,6389.412300029124,6387.412300029124,1
