failure_id,amount,failure_reason,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,candidate_action,raw_probability,calibrated_probability,action_cost,expected_gross_recovery,expected_net_value
FAIL_000654,1739.87,BANK_DECLINED,806,23,3,26,0.8846,0.8,0.85,reliable,PAYMENT_LINK,0.6506566116763146,0.5418848167539267,3.0,942.8091361256545,939.8091361256545
FAIL_000656,1739.87,BANK_DECLINED,806,23,3,26,0.8846,0.8,0.85,reliable,PAYMENT_LINK,0.6506566116763146,0.5418848167539267,3.0,942.8091361256545,939.8091361256545
FAIL_000662,648.75,INSUFFICIENT_FUNDS,817,23,4,27,0.8519,0.6,0.6,normal,WAIT_AND_RETRY,0.7711522797628494,0.6621621621621622,2.0,429.5777027027027,427.5777027027027
FAIL_000666,1477.76,BANK_DECLINED,182,5,1,6,0.8333,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.5986960138268409,0.36666666666666664,2.0,541.8453333333333,539.8453333333333
FAIL_000667,462.89,NETWORK_ERROR,307,9,1,10,0.9,0.35,0.45,friction_prone,RETRY_NOW,0.9348966027253003,0.999,2.0,462.42710999999997,460.42710999999997
FAIL_000670,382.33,BANK_DECLINED,640,15,6,21,0.7143,0.3,0.25,low_engagement,PAYMENT_LINK,0.5648223373569844,0.3485714285714286,3.0,133.26931428571427,130.26931428571427
FAIL_000675,470.05,NETWORK_ERROR,621,10,10,20,0.5,0.3,0.25,low_engagement,RETRY_NOW,0.8060358909000528,0.5,2.0,235.025,233.025
FAIL_000677,470.05,CARD_EXPIRED,621,10,10,20,0.5,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.797548616899462,0.6964285714285714,3.0,327.35625,324.35625
FAIL_000682,470.05,INSUFFICIENT_FUNDS,621,10,10,20,0.5,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7032151599004375,0.5714285714285714,2.0,268.59999999999997,266.59999999999997
FAIL_000696,913.36,NETWORK_ERROR,759,20,5,25,0.8,0.6,0.6,normal,WAIT_AND_RETRY,0.8463436037616376,0.8102564102564103,2.0,740.0557948717949,738.0557948717949
FAIL_000701,472.43,NETWORK_ERROR,547,17,1,18,0.9444,0.6,0.6,normal,RETRY_NOW,0.9020773375091571,0.8349514563106796,2.0,394.4561165048544,392.4561165048544
FAIL_000713,1068.05,LIMIT_EXCEEDED,293,7,2,9,0.7778,0.35,0.45,friction_prone,PAYMENT_LINK,0.6254776360561708,0.4820359281437126,3.0,514.8384730538922,511.83847305389224
FAIL_000721,706.23,INSUFFICIENT_FUNDS,836,17,10,27,0.6296,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6939987076624857,0.5714285714285714,2.0,403.56,401.56
FAIL_000726,8559.42,LIMIT_EXCEEDED,639,19,2,21,0.9048,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.747119877613679,0.6601941747572816,3.0,5650.879223300972,5647.879223300972
FAIL_000732,1311.68,NETWORK_ERROR,795,21,5,26,0.8077,0.6,0.6,normal,WAIT_AND_RETRY,0.8646462643687707,0.8461538461538461,2.0,1109.883076923077,1107.883076923077
FAIL_000735,1311.68,BANK_DECLINED,795,21,5,26,0.8077,0.6,0.6,normal,PAYMENT_LINK,0.5419652733713102,0.3485714285714286,3.0,457.2141714285715,454.2141714285715
FAIL_000752,2288.88,LIMIT_EXCEEDED,671,13,9,22,0.5909,0.35,0.45,friction_prone,PAYMENT_LINK,0.7183532571740653,0.5833333333333334,3.0,1335.18,1332.18
FAIL_000762,13871.79,NETWORK_ERROR,498,14,2,16,0.875,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.8797088683614943,0.9672131147540983,2.0,13416.977213114755,13414.977213114755
FAIL_000778,676.83,AUTHENTICATION_FAILED,625,16,4,20,0.8,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.7256385574193723,0.5783132530120481,3.0,391.4197590361445,388.4197590361445
FAIL_000779,676.83,BANK_DECLINED,625,16,4,20,0.8,0.35,0.45,friction_prone,PAYMENT_LINK,0.5788991986335064,0.4523809523809524,3.0,306.185,303.185
FAIL_000780,262.8,INSUFFICIENT_FUNDS,684,17,5,22,0.7727,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.8234499902973302,0.8102564102564103,2.0,212.93538461538463,210.93538461538463
FAIL_000785,726.01,INSUFFICIENT_FUNDS,749,18,6,24,0.75,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7633119248827371,0.6621621621621622,2.0,480.73635135135135,478.73635135135135
FAIL_000786,726.01,AUTHENTICATION_FAILED,749,18,6,24,0.75,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7025003441281696,0.5783132530120481,3.0,419.861204819277,416.861204819277
FAIL_000788,726.01,INSUFFICIENT_FUNDS,749,18,6,24,0.75,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7633119248827371,0.6621621621621622,2.0,480.73635135135135,478.73635135135135
FAIL_000792,998.82,BANK_DECLINED,905,26,4,30,0.8667,0.6,0.6,normal,WAIT_AND_RETRY,0.6248477982361723,0.375,2.0,374.5575,372.5575
FAIL_000797,998.82,BANK_DECLINED,905,26,4,30,0.8667,0.6,0.6,normal,WAIT_AND_RETRY,0.6248477982361723,0.375,2.0,374.5575,372.5575
FAIL_000808,1523.74,INSUFFICIENT_FUNDS,235,3,4,7,0.4286,0.35,0.45,friction_prone,PAYMENT_LINK,0.6364426074246597,0.5418848167539267,3.0,825.6915706806284,822.6915706806284
FAIL_000815,997.42,BANK_DECLINED,531,13,4,17,0.7647,0.35,0.45,friction_prone,PAYMENT_LINK,0.5906050180698128,0.4820359281437126,3.0,480.7922754491018,477.7922754491018
FAIL_000816,1661.44,INSUFFICIENT_FUNDS,707,15,8,23,0.6522,0.35,0.45,friction_prone,SEND_REMINDER,0.49941834262590606,0.3469387755102041,1.0,576.4179591836735,575.4179591836735
FAIL_000818,1661.44,INSUFFICIENT_FUNDS,707,15,8,23,0.6522,0.35,0.45,friction_prone,SEND_REMINDER,0.49941834262590606,0.3469387755102041,1.0,576.4179591836735,575.4179591836735
FAIL_000824,1661.44,CARD_EXPIRED,707,15,8,23,0.6522,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8604771042010271,0.8305084745762712,3.0,1379.8400000000001,1376.8400000000001
FAIL_000834,10125.65,BANK_DECLINED,831,23,4,27,0.8519,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.6919986758112654,0.5418848167539267,3.0,5486.935994764398,5483.935994764398
FAIL_000837,10125.65,NETWORK_ERROR,831,23,4,27,0.8519,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.8860927547563971,0.9672131147540983,2.0,9793.661475409835,9791.661475409835
FAIL_000859,1421.41,INSUFFICIENT_FUNDS,999,28,5,33,0.8485,0.6,0.6,normal,SEND_REMINDER,0.546715453663384,0.4583333333333333,1.0,651.4795833333334,650.4795833333334
FAIL_000861,886.93,AUTHENTICATION_FAILED,760,22,3,25,0.88,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,0.8053360402782669,0.6964285714285714,3.0,617.6833928571428,614.6833928571428
FAIL_000863,886.93,NETWORK_ERROR,760,22,3,25,0.88,0.6,0.6,normal,RETRY_NOW,0.925575416342177,0.999,2.0,886.04307,884.04307
FAIL_000865,8418.6,INSUFFICIENT_FUNDS,922,27,3,30,0.9,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.7589637588232159,0.6621621621621622,2.0,5574.478378378379,5572.478378378379
FAIL_000868,8418.6,BANK_DECLINED,922,27,3,30,0.9,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7157191340953456,0.5833333333333334,3.0,4910.85,4907.85
FAIL_000871,533.16,BANK_DECLINED,884,24,5,29,0.8276,0.6,0.6,normal,PAYMENT_LINK,0.6275247334876722,0.4820359281437126,3.0,257.0022754491018,254.00227544910177
FAIL_000874,533.16,INSUFFICIENT_FUNDS,884,24,5,29,0.8276,0.6,0.6,normal,PAYMENT_LINK,0.7319069608213181,0.6601941747572816,3.0,351.9891262135922,348.9891262135922
FAIL_000876,762.6,NETWORK_ERROR,493,13,3,16,0.8125,0.3,0.25,low_engagement,RETRY_NOW,0.9083731549531517,0.9230769230769231,2.0,703.9384615384616,701.9384615384616
FAIL_000878,762.6,AUTHENTICATION_FAILED,493,13,3,16,0.8125,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.6807863772866153,0.5783132530120481,3.0,441.0216867469879,438.0216867469879
FAIL_000882,1451.55,INSUFFICIENT_FUNDS,153,3,2,5,0.6,0.6,0.6,normal,SEND_REMINDER,0.659423184829362,0.75,1.0,1088.6625,1087.6625
FAIL_000892,376.34,BANK_DECLINED,891,17,12,29,0.5862,0.35,0.45,friction_prone,SEND_REMINDER,0.5077319380357074,0.3469387755102041,1.0,130.56693877551018,129.56693877551018
FAIL_000896,376.34,INSUFFICIENT_FUNDS,891,17,12,29,0.5862,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7378223746867619,0.5714285714285714,2.0,215.05142857142854,213.05142857142854
FAIL_000897,578.62,BANK_DECLINED,219,6,1,7,0.8571,0.6,0.6,normal,PAYMENT_LINK,0.7333287528244349,0.6601941747572816,3.0,382.00155339805826,379.00155339805826
FAIL_000899,1420.91,BANK_DECLINED,701,18,5,23,0.7826,0.6,0.6,normal,PAYMENT_LINK,0.6376223992155954,0.5418848167539267,3.0,769.9695549738221,766.9695549738221
FAIL_000900,1420.91,BANK_DECLINED,701,18,5,23,0.7826,0.6,0.6,normal,PAYMENT_LINK,0.6376223992155954,0.5418848167539267,3.0,769.9695549738221,766.9695549738221
FAIL_000903,803.69,LIMIT_EXCEEDED,772,21,4,25,0.84,0.3,0.25,low_engagement,PAYMENT_LINK,0.6567267859128586,0.5418848167539267,3.0,435.50740837696344,432.50740837696344
FAIL_000912,454.36,AUTHENTICATION_FAILED,817,18,9,27,0.6667,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.7187356122281545,0.5783132530120481,3.0,262.7624096385542,259.7624096385542
FAIL_000914,454.36,CARD_EXPIRED,817,18,9,27,0.6667,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8464323693544158,0.8305084745762712,3.0,377.3498305084746,374.3498305084746
FAIL_000915,454.36,BANK_DECLINED,817,18,9,27,0.6667,0.35,0.45,friction_prone,PAYMENT_LINK,0.6276302017956386,0.4820359281437126,3.0,219.01784431137727,216.01784431137727
FAIL_000921,1655.04,BANK_DECLINED,996,23,10,33,0.697,0.35,0.45,friction_prone,SEND_REMINDER,0.4524172222495258,0.3125,1.0,517.2,516.2
FAIL_000933,929.32,INSUFFICIENT_FUNDS,758,21,4,25,0.84,0.6,0.6,normal,WAIT_AND_RETRY,0.7907116955496519,0.6621621621621622,2.0,615.3605405405406,613.3605405405406
FAIL_000934,929.32,INSUFFICIENT_FUNDS,758,21,4,25,0.84,0.6,0.6,normal,WAIT_AND_RETRY,0.7907116955496519,0.6621621621621622,2.0,615.3605405405406,613.3605405405406
FAIL_000938,2093.21,AUTHENTICATION_FAILED,830,21,6,27,0.7778,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.6221332213887449,0.5,3.0,1046.605,1043.605
FAIL_000939,2093.21,CARD_EXPIRED,830,21,6,27,0.7778,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.7184094950854891,0.5783132530120481,3.0,1210.531084337349,1207.531084337349
FAIL_000943,686.09,CARD_EXPIRED,429,10,4,14,0.7143,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8822125020152608,0.9787234042553191,3.0,671.4923404255319,668.4923404255319
FAIL_000953,978.94,LIMIT_EXCEEDED,580,14,5,19,0.7368,0.6,0.6,normal,PAYMENT_LINK,0.7478561660725677,0.6601941747572816,3.0,646.2904854368933,643.2904854368933
FAIL_000954,978.94,CARD_EXPIRED,580,14,5,19,0.7368,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,0.8583229801194235,0.8305084745762712,3.0,813.0179661016949,810.0179661016949
FAIL_000961,524.81,CARD_EXPIRED,606,12,8,20,0.6,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.8915861661454364,0.9787234042553191,3.0,513.6438297872339,510.6438297872339
FAIL_000963,524.81,AUTHENTICATION_FAILED,606,12,8,20,0.6,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.624028309019147,0.5,3.0,262.405,259.405
FAIL_000964,524.81,AUTHENTICATION_FAILED,606,12,8,20,0.6,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.624028309019147,0.5,3.0,262.405,259.405
FAIL_000969,524.81,NETWORK_ERROR,606,12,8,20,0.6,0.3,0.25,low_engagement,RETRY_NOW,0.9050795965231587,0.9230769230769231,2.0,484.44,482.44
FAIL_000970,524.81,AUTHENTICATION_FAILED,606,12,8,20,0.6,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.624028309019147,0.5,3.0,262.405,259.405
FAIL_000975,814.36,BANK_DECLINED,718,18,5,23,0.7826,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.6272514946536422,0.375,2.0,305.385,303.385
FAIL_000978,814.36,LIMIT_EXCEEDED,718,18,5,23,0.7826,0.3,0.25,low_engagement,PAYMENT_LINK,0.627744095952856,0.4820359281437126,3.0,392.5507784431138,389.5507784431138
FAIL_000980,5752.09,BANK_DECLINED,857,25,3,28,0.8929,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7371012407835277,0.6601941747572816,3.0,3797.496310679612,3794.496310679612
FAIL_000981,5752.09,INSUFFICIENT_FUNDS,857,25,3,28,0.8929,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.7873062037211814,0.6621621621621622,2.0,3808.8163513513514,3806.8163513513514
FAIL_000987,669.19,LIMIT_EXCEEDED,838,23,4,27,0.8519,0.3,0.25,low_engagement,PAYMENT_LINK,0.6399534929961799,0.5418848167539267,3.0,362.6239005235603,359.6239005235603
FAIL_000996,7063.31,INSUFFICIENT_FUNDS,927,28,2,30,0.9333,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.856704034151391,0.999,3.0,7056.24669,7053.24669
FAIL_001000,568.13,CARD_EXPIRED,988,26,6,32,0.8125,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8483583496701601,0.8305084745762712,3.0,471.836779661017,468.836779661017
FAIL_001001,703.31,INSUFFICIENT_FUNDS,374,10,2,12,0.8333,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7489966875191663,0.6341463414634146,2.0,446.00146341463415,444.00146341463415
FAIL_001003,449.13,NETWORK_ERROR,689,20,2,22,0.9091,0.3,0.25,low_engagement,RETRY_NOW,0.9150271339940088,0.9230769230769231,2.0,414.58153846153846,412.58153846153846
FAIL_001004,449.13,LIMIT_EXCEEDED,689,20,2,22,0.9091,0.3,0.25,low_engagement,PAYMENT_LINK,0.5972738829850713,0.4820359281437126,3.0,216.49679640718563,213.49679640718563
FAIL_001009,1572.78,CARD_EXPIRED,377,8,4,12,0.6667,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8898116764346954,0.9787234042553191,3.0,1539.3165957446809,1536.3165957446809
FAIL_001011,432.26,CARD_EXPIRED,965,27,5,32,0.8438,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7609312092223844,0.5783132530120481,3.0,249.9816867469879,246.9816867469879
FAIL_001013,432.26,NETWORK_ERROR,965,27,5,32,0.8438,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.8460905879616335,0.8102564102564103,2.0,350.2414358974359,348.2414358974359
FAIL_001016,449.29,INSUFFICIENT_FUNDS,930,22,9,31,0.7097,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7270928215171352,0.5714285714285714,2.0,256.7371428571428,254.73714285714283
FAIL_001017,449.29,INSUFFICIENT_FUNDS,930,22,9,31,0.7097,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7270928215171352,0.5714285714285714,2.0,256.7371428571428,254.73714285714283
FAIL_001019,449.29,INSUFFICIENT_FUNDS,930,22,9,31,0.7097,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7270928215171352,0.5714285714285714,2.0,256.7371428571428,254.73714285714283
FAIL_001021,449.29,INSUFFICIENT_FUNDS,930,22,9,31,0.7097,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7270928215171352,0.5714285714285714,2.0,256.7371428571428,254.73714285714283
FAIL_001023,449.29,AUTHENTICATION_FAILED,930,22,9,31,0.7097,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7220135733363684,0.5783132530120481,3.0,259.83036144578307,256.83036144578307
FAIL_001024,449.29,BANK_DECLINED,930,22,9,31,0.7097,0.3,0.25,low_engagement,PAYMENT_LINK,0.5390720604629234,0.34415584415584416,3.0,154.62577922077924,151.62577922077924
FAIL_001029,850.96,INSUFFICIENT_FUNDS,960,26,6,32,0.8125,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7686868621220292,0.6621621621621622,2.0,563.4735135135136,561.4735135135136
FAIL_001030,1157.68,INSUFFICIENT_FUNDS,759,20,5,25,0.8,0.8,0.85,reliable,SEND_REMINDER,0.7224173124260578,0.8125,1.0,940.615,939.615
FAIL_001044,542.66,BANK_DECLINED,743,18,6,24,0.75,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.653912472235501,0.4711111111111111,2.0,255.65315555555554,253.65315555555554
FAIL_001062,2619.41,INSUFFICIENT_FUNDS,993,24,9,33,0.7273,0.6,0.6,normal,WAIT_AND_RETRY,0.7617346027528054,0.6621621621621622,2.0,1734.474189189189,1732.474189189189
FAIL_001069,745.87,BANK_DECLINED,843,20,8,28,0.7143,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.6152263633535878,0.36666666666666664,2.0,273.48566666666665,271.48566666666665
FAIL_001070,745.87,LIMIT_EXCEEDED,843,20,8,28,0.7143,0.3,0.25,low_engagement,PAYMENT_LINK,0.663572615154433,0.5418848167539267,3.0,404.17562827225134,401.17562827225134
FAIL_001073,699.79,BANK_DECLINED,255,5,3,8,0.625,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.4670563940967551,0.4,3.0,279.916,276.916
FAIL_001077,418.23,NETWORK_ERROR,984,27,5,32,0.8438,0.6,0.6,normal,RETRY_NOW,0.9471376619354115,0.999,2.0,417.81177,415.81177
FAIL_001079,779.11,CARD_EXPIRED,709,17,6,23,0.7391,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.783923226314772,0.6,3.0,467.466,464.466
FAIL_001082,829.5,INSUFFICIENT_FUNDS,751,12,13,25,0.48,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7793951362825796,0.6621621621621622,2.0,549.2635135135135,547.2635135135135
FAIL_001084,829.5,BANK_DECLINED,751,12,13,25,0.48,0.35,0.45,friction_prone,PAYMENT_LINK,0.5584764363324869,0.3485714285714286,3.0,289.14,286.14
FAIL_001085,829.5,BANK_DECLINED,751,12,13,25,0.48,0.35,0.45,friction_prone,PAYMENT_LINK,0.5584764363324869,0.3485714285714286,3.0,289.14,286.14
FAIL_001086,829.5,INSUFFICIENT_FUNDS,751,12,13,25,0.48,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7793951362825796,0.6621621621621622,2.0,549.2635135135135,547.2635135135135
FAIL_001087,829.5,BANK_DECLINED,751,12,13,25,0.48,0.35,0.45,friction_prone,PAYMENT_LINK,0.5584764363324869,0.3485714285714286,3.0,289.14,286.14
FAIL_001088,829.5,BANK_DECLINED,751,12,13,25,0.48,0.35,0.45,friction_prone,PAYMENT_LINK,0.5584764363324869,0.3485714285714286,3.0,289.14,286.14
FAIL_001093,1516.92,CARD_EXPIRED,747,21,3,24,0.875,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,0.7714422987641243,0.6,3.0,910.152,907.152
FAIL_001094,1106.29,INSUFFICIENT_FUNDS,978,29,3,32,0.9062,0.6,0.6,normal,WAIT_AND_RETRY,0.7041673527722406,0.5714285714285714,2.0,632.1657142857142,630.1657142857142
FAIL_001097,694.64,AUTHENTICATION_FAILED,616,16,4,20,0.8,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.6743997252854087,0.5783132530120481,3.0,401.7195180722891,398.7195180722891
FAIL_001106,791.33,CARD_EXPIRED,402,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8875150741489547,0.9787234042553191,3.0,774.4931914893617,771.4931914893617
FAIL_001116,1927.55,CARD_EXPIRED,826,16,11,27,0.5926,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.7245994829383846,0.5783132530120481,3.0,1114.7277108433732,1111.7277108433732
FAIL_001125,688.54,CARD_EXPIRED,489,11,5,16,0.6875,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.872254015668298,0.9230769230769231,3.0,635.5753846153846,632.5753846153846
FAIL_001127,688.54,AUTHENTICATION_FAILED,489,11,5,16,0.6875,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7077148926135408,0.5783132530120481,3.0,398.19180722891554,395.19180722891554
FAIL_001134,1961.94,INSUFFICIENT_FUNDS,960,25,7,32,0.7812,0.35,0.45,friction_prone,PAYMENT_LINK,0.6340507750406978,0.5238095238095238,3.0,1027.6828571428573,1024.6828571428573
FAIL_001136,1961.94,BANK_DECLINED,960,25,7,32,0.7812,0.35,0.45,friction_prone,PAYMENT_LINK,0.6996849035529453,0.5418848167539267,3.0,1063.145497382199,1060.145497382199
FAIL_001139,1961.94,BANK_DECLINED,960,25,7,32,0.7812,0.35,0.45,friction_prone,PAYMENT_LINK,0.6996849035529453,0.5418848167539267,3.0,1063.145497382199,1060.145497382199
FAIL_001140,3086.94,INSUFFICIENT_FUNDS,576,12,7,19,0.6316,0.6,0.6,normal,PAYMENT_LINK,0.7015912745822832,0.5418848167539267,3.0,1672.7659162303667,1669.7659162303667
FAIL_001141,3086.94,CARD_EXPIRED,576,12,7,19,0.6316,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,0.8692507260901022,0.896551724137931,3.0,2767.601379310345,2764.601379310345
FAIL_001142,3086.94,INSUFFICIENT_FUNDS,576,12,7,19,0.6316,0.6,0.6,normal,PAYMENT_LINK,0.7015912745822832,0.5418848167539267,3.0,1672.7659162303667,1669.7659162303667
FAIL_001144,3086.94,BANK_DECLINED,576,12,7,19,0.6316,0.6,0.6,normal,PAYMENT_LINK,0.7446567302367025,0.6601941747572816,3.0,2037.979805825243,2034.979805825243
FAIL_001155,1652.19,BANK_DECLINED,595,13,6,19,0.6842,0.35,0.45,friction_prone,PAYMENT_LINK,0.5995241239657664,0.4820359281437126,3.0,796.4149401197606,793.4149401197606
FAIL_001163,1399.49,NETWORK_ERROR,769,18,7,25,0.72,0.35,0.45,friction_prone,RETRY_NOW,0.8448609448314163,0.7037037037037037,2.0,984.8262962962963,982.8262962962963
FAIL_001168,200.0,NETWORK_ERROR,43,0,1,1,0.0,0.3,0.25,low_engagement,RETRY_NOW,0.931635276299146,0.999,2.0,199.8,197.8
FAIL_001169,2634.12,INSUFFICIENT_FUNDS,964,30,2,32,0.9375,0.8,0.85,reliable,WAIT_AND_RETRY,0.8549244457476501,0.8102564102564103,2.0,2134.312615384615,2132.312615384615
FAIL_001171,1737.7,INSUFFICIENT_FUNDS,985,18,14,32,0.5625,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6953076543279523,0.5714285714285714,2.0,992.9714285714285,990.9714285714285
FAIL_001176,1737.7,NETWORK_ERROR,985,18,14,32,0.5625,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.8341516157034674,0.8102564102564103,2.0,1407.982564102564,1405.982564102564
FAIL_001186,1737.7,INSUFFICIENT_FUNDS,985,18,14,32,0.5625,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6953076543279523,0.5714285714285714,2.0,992.9714285714285,990.9714285714285
FAIL_001201,1039.13,CARD_EXPIRED,692,19,4,23,0.8261,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8104094949199643,0.6964285714285714,3.0,723.6798214285715,720.6798214285715
FAIL_001203,468.79,NETWORK_ERROR,395,12,1,13,0.9231,0.8,0.85,reliable,WAIT_AND_RETRY,0.8905125750039409,0.9672131147540983,2.0,453.41983606557375,451.41983606557375
FAIL_001212,332.6,NETWORK_ERROR,845,19,9,28,0.6786,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.8493535965170548,0.8102564102564103,2.0,269.4912820512821,267.4912820512821
FAIL_001216,457.08,AUTHENTICATION_FAILED,651,16,5,21,0.7619,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7037906745142581,0.5783132530120481,3.0,264.33542168674694,261.33542168674694
FAIL_001223,580.5,BANK_DECLINED,811,17,10,27,0.6296,0.35,0.45,friction_prone,PAYMENT_LINK,0.606414449266513,0.4820359281437126,3.0,279.8218562874252,276.8218562874252
FAIL_001227,580.5,NETWORK_ERROR,811,17,10,27,0.6296,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.8500847236482826,0.8102564102564103,2.0,470.3538461538462,468.3538461538462
FAIL_001229,580.5,BANK_DECLINED,811,17,10,27,0.6296,0.35,0.45,friction_prone,PAYMENT_LINK,0.606414449266513,0.4820359281437126,3.0,279.8218562874252,276.8218562874252
FAIL_001231,580.5,BANK_DECLINED,811,17,10,27,0.6296,0.35,0.45,friction_prone,PAYMENT_LINK,0.606414449266513,0.4820359281437126,3.0,279.8218562874252,276.8218562874252
FAIL_001233,493.48,NETWORK_ERROR,951,24,7,31,0.7742,0.3,0.25,low_engagement,RETRY_NOW,0.9201097308080926,0.999,2.0,492.98652000000004,490.98652000000004
FAIL_001240,3208.7,INSUFFICIENT_FUNDS,922,27,3,30,0.9,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.7478391598133202,0.6341463414634146,2.0,2034.7853658536585,2032.7853658536585
FAIL_001245,1120.08,INSUFFICIENT_FUNDS,948,23,8,31,0.7419,0.6,0.6,normal,PAYMENT_LINK,0.7203537161560447,0.6601941747572816,3.0,739.4702912621359,736.4702912621359
FAIL_001251,1120.08,BANK_DECLINED,948,23,8,31,0.7419,0.6,0.6,normal,WAIT_AND_RETRY,0.5492990756600099,0.32075471698113206,2.0,359.27094339622636,357.27094339622636
FAIL_001260,929.62,BANK_DECLINED,344,6,5,11,0.5455,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6755174494119993,0.4711111111111111,2.0,437.9543111111111,435.9543111111111
FAIL_001263,929.62,INSUFFICIENT_FUNDS,344,6,5,11,0.5455,0.35,0.45,friction_prone,SEND_REMINDER,0.5213940576612022,0.3469387755102041,1.0,322.52122448979594,321.52122448979594
FAIL_001267,15000.0,BANK_DECLINED,955,29,2,31,0.9355,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7505074661354796,0.6601941747572816,3.0,9902.912621359224,9899.912621359224
FAIL_001272,8583.5,NETWORK_ERROR,414,12,1,13,0.9231,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.9053226377459115,0.9672131147540983,2.0,8302.073770491803,8300.073770491803
FAIL_001277,540.07,INSUFFICIENT_FUNDS,978,22,10,32,0.6875,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7546935441547482,0.6621621621621622,2.0,357.61391891891896,355.61391891891896
FAIL_001285,540.07,NETWORK_ERROR,978,22,10,32,0.6875,0.35,0.45,friction_prone,RETRY_NOW,0.9104242806490516,0.9230769230769231,2.0,498.52615384615393,496.52615384615393
